ticker,name,market,exchange,sector,industry,market_cap,cap
001630,Chongkundang,KOSPI,KO,기타,,0,SmallCap
001680,Daesang Corp,KOSPI,KO,기타,,0,SmallCap
001685,Daesang Corp Preference Shares,KOSPI,KO,기타,,0,SmallCap
001720,Shinyoung Securities Co. Ltd.,KOSPI,KO,기타,,0,SmallCap
001740,SK Networks Co Ltd,KOSPI,KO,기타,,0,SmallCap
001750,Hanyang Securities Co. Ltd.,KOSDAQ,KQ,기타,,0,SmallCap
001755,Hanyang Securities Co. Ltd. Pfd. Series 1,KOSDAQ,KQ,기타,,0,SmallCap
001770,Shin Hwa Silup Co. Ltd.,KOSDAQ,KQ,기타,,0,SmallCap
001780,Aluko Co Ltd,KOSPI,KO,기타,,0,SmallCap
001790,TS Corp.,KOSDAQ,KQ,기타,,0,SmallCap
001795,TS Corp. Pfd. Series 1,KOSDAQ,KQ,기타,,0,SmallCap
001800,Orion Corp.,KOSDAQ,KQ,기타,,0,SmallCap
001820,Samwha Capacitor Co. Ltd.,KOSDAQ,KQ,기타,,0,SmallCap
001940,Kisco Holdings,KOSPI,KO,기타,,0,SmallCap
002020,Kolon Corp.,KOSDAQ,KQ,기타,,0,SmallCap
002025,Kolon Corp. Pfd. Series 1,KOSDAQ,KQ,기타,,0,SmallCap
002030,Asia Cement,KOSPI,KO,기타,,0,SmallCap
002070,Namyeung Vivien Corp.,KOSDAQ,KQ,기타,,0,SmallCap
002100,Kyung Nong Corporation,KOSPI,KO,기타,,0,SmallCap
002140,Korea Industrial Co. Ltd.,KOSDAQ,KQ,기타,,0,SmallCap
002150,Dohwa Engineering Co. Ltd.,KOSDAQ,KQ,기타,,0,SmallCap
002170,Samyang Tongsang Co. Ltd.,KOSDAQ,KQ,기타,,0,SmallCap
002200,Korea Export Packaging Industry Co. Ltd.,KOSDAQ,KQ,기타,,0,SmallCap
002220,Hanil Iron & Steel Co. Ltd.,KOSDAQ,KQ,기타,,0,SmallCap
002240,Kis Wire,KOSPI,KO,기타,,0,SmallCap
002310,Asia Paper,KOSPI,KO,기타,,0,SmallCap
002320,Hanjin Transportation Co. Ltd.,KOSPI,KO,기타,,0,SmallCap
002350,Nexen Tire Corp.,KOSDAQ,KQ,기타,,0,SmallCap
002355,Nexen Tire Corp. Pfd. Series 1,KOSDAQ,KQ,기타,,0,SmallCap
002360,SH Energy & Chemical Co. Ltd.,KOSDAQ,KQ,기타,,0,SmallCap
002380,KCC Corp.,KOSDAQ,KQ,기타,,0,SmallCap
002390,Handok Inc.,KOSDAQ,KQ,기타,,0,SmallCap
002450,Samick Musical Instruments Co. Ltd.,KOSDAQ,KQ,기타,,0,SmallCap
002460,Hwasung Industrial Co. Ltd.,KOSDAQ,KQ,기타,,0,SmallCap
002600,Choheung,KOSPI,KO,기타,,0,SmallCap
002620,Jeil Pharmaceutical Co. Ltd.,KOSDAQ,KQ,기타,,0,SmallCap
002630,ORIENTBIO Inc.,KOSDAQ,KQ,기타,,0,SmallCap
002690,Dong Il Steel Mfg. Co. Ltd.,KOSDAQ,KQ,기타,,0,SmallCap
002700,Shinil Industrial Co. Ltd.,KOSDAQ,KQ,기타,,0,SmallCap
002710,TCC Steel Corp.,KOSDAQ,KQ,기타,,0,SmallCap
002720,Kukje Pharma Co. Ltd.,KOSDAQ,KQ,기타,,0,SmallCap
002760,Bo Lak,KOSPI,KO,기타,,0,SmallCap
002780,Chin Hung Int',KOSPI,KO,기타,,0,SmallCap
002785,Chinhung International Inc,KOSPI,KO,기타,,0,SmallCap
002787,Chinhung International Inc. Pfd. Series 2,KOSPI,KO,기타,,0,SmallCap
002790,Amore Group,KOSPI,KO,기타,,0,SmallCap
002795,Amorepacific Group,KOSPI,KO,기타,,0,SmallCap
00279K,AMOREPACIFIC Group,KOSPI,KO,기타,,0,SmallCap
002810,Samyung Trading Co. Ltd.,KOSDAQ,KQ,기타,,0,SmallCap
002820,Sunchang Corp.,KOSDAQ,KQ,기타,,0,SmallCap
002840,Miwon Commercial Co. Ltd.,KOSDAQ,KQ,기타,,0,SmallCap
002870,Shin Poong Paper Manufacturing Co. Ltd.,KOSDAQ,KQ,기타,,0,SmallCap
002880,Dayou Automotive Seat Technology Co. Ltd.,KOSDAQ,KQ,기타,,0,SmallCap
002900,Tong Yang Moolsan Co. Ltd.,KOSDAQ,KQ,기타,,0,SmallCap
002920,Yoosung Enterprise Co. Ltd.,KOSDAQ,KQ,기타,,0,SmallCap
002960,Hankook Shell Oil Co. Ltd.,KOSDAQ,KQ,기타,,0,SmallCap
002990,Kumho Industrial Co. Ltd.,KOSDAQ,KQ,기타,,0,SmallCap
002995,Kumho Industrial Co. Ltd. Pfd. Series 1,KOSDAQ,KQ,기타,,0,SmallCap
003000,Bukwang Pharm,KOSPI,KO,기타,,0,SmallCap
003010,Hae In Corp.,KOSDAQ,KQ,기타,,0,SmallCap
003030,SeAH Steel Corp.,KOSDAQ,KQ,기타,,0,SmallCap
003060,Schnell Biopharmaceuticals Inc.,KOSDAQ,KQ,기타,,0,SmallCap
003070,Kolon Global Corp.,KOSDAQ,KQ,기타,,0,SmallCap
003075,Kolon Global Corp. Pfd. Series 1,KOSDAQ,KQ,기타,,0,SmallCap
003080,Sung Bo Chemicals Co. Ltd.,KOSDAQ,KQ,기타,,0,SmallCap
003090,Daewoong Co. Ltd.,KOSDAQ,KQ,기타,,0,SmallCap
003120,Ilsung Pharmaceutical Co. Ltd.,KOSDAQ,KQ,기타,,0,SmallCap
003160,DI Corp.,KOSDAQ,KQ,기타,,0,SmallCap
003200,Ilshin Spinning Co. Ltd.,KOSDAQ,KQ,기타,,0,SmallCap
003220,Daewon Pharmaceutical Co. Ltd.,KOSDAQ,KQ,기타,,0,SmallCap
003230,Sam Yang Foods,KOSPI,KO,기타,,0,SmallCap
003240,Taekwang Ind,KOSPI,KO,기타,,0,SmallCap
003280,Heung-A Shipping Co. Ltd.,KOSPI,KO,기타,,0,SmallCap
003300,Hanil Cement Co. Ltd.,KOSDAQ,KQ,기타,,0,SmallCap
003350,Hankook Cosmetics Manufacturing Co. Ltd.,KOSDAQ,KQ,기타,,0,SmallCap
003460,Yuhwa Securities Co. Ltd.,KOSDAQ,KQ,기타,,0,SmallCap
003465,Yuhwa Securities Co. Ltd. Pfd. Series 1,KOSDAQ,KQ,기타,,0,SmallCap
003470,Yuanta Securities Korea Co. Ltd.,KOSDAQ,KQ,기타,,0,SmallCap
003475,Yuanta Securities Korea Co. Ltd. Pfd. Series 1,KOSDAQ,KQ,기타,,0,SmallCap
