ticker,name,market,sector,cur,rs,trend_ok,pattern_ok,signal,score,lgbm_score,reason,pivot,cup_depth,handle_depth,vol_ratio,cup_days,handle_days,pct_from_pivot,safety,watching
031980,피에스케이홀딩스,KOSDAQ,nan,112500.0,-38.4,False,False,False,0,,트렌드 미통과,,,,,,,,,
229640,LS에코에너지,KOSPI,nan,61000.0,-107.4,False,False,False,0,,트렌드 미통과,,,,,,,,,
257720,실리콘투,KOSDAQ,nan,33200.0,-180.6,False,False,False,0,,트렌드 미통과,,,,,,,,,
097230,HJ중공업,KOSPI,nan,22300.0,-131.4,False,False,False,0,,트렌드 미통과,,,,,,,,,
204320,HL만도,KOSPI,nan,65300.0,-110.8,True,False,False,32,,패턴 미감지,,,,,,,,,
319660,피에스케이,KOSDAQ GLOBAL,nan,165000.0,226.5,True,False,False,64,,패턴 미감지,,,,,,,,,
001450,현대해상,KOSPI,nan,38450.0,-125.4,True,False,False,32,,패턴 미감지,,,,,,,,,
077970,STX엔진,KOSPI,nan,33750.0,-160.5,False,False,False,0,,트렌드 미통과,,,,,,,,,
067310,하나마이크론,KOSDAQ,nan,49000.0,-7.7,True,False,False,32,,패턴 미감지,,,,,,,,,
030530,원익홀딩스,KOSDAQ,nan,24900.0,-74.9,False,False,False,0,,트렌드 미통과,,,,,,,,,
008770,호텔신라,KOSPI,nan,55000.0,-142.9,False,False,False,0,,트렌드 미통과,,,,,,,,,
026960,동서,KOSPI,nan,24800.0,-169.5,False,False,False,0,,트렌드 미통과,,,,,,,,,
017960,한국카본,KOSPI,nan,30350.0,-170.3,False,False,False,0,,트렌드 미통과,,,,,,,,,
018670,SK가스,KOSPI,nan,215500.0,-170.9,False,False,False,0,,트렌드 미통과,,,,,,,,,
001430,세아베스틸지주,KOSPI,nan,40950.0,-148.2,False,False,False,0,,트렌드 미통과,,,,,,,,,
008930,한미사이언스,KOSPI,nan,29650.0,-183.9,False,False,False,0,,트렌드 미통과,,,,,,,,,
383220,F&F,KOSPI,nan,81300.0,-140.5,True,False,False,32,,패턴 미감지,,,,,,,,,
078600,대주전자재료,KOSDAQ,nan,111600.0,-130.4,False,False,False,0,,트렌드 미통과,,,,,,,,,
009420,한올바이오파마,KOSPI,nan,50800.0,-137.4,False,False,False,0,,트렌드 미통과,,,,,,,,,
068760,셀트리온제약,KOSDAQ,nan,41900.0,-188.2,False,False,False,0,,트렌드 미통과,,,,,,,,,
131970,두산테스나,KOSDAQ GLOBAL,nan,134400.0,34.6,False,False,False,0,,트렌드 미통과,,,,,,,,,
069960,현대백화점,KOSPI,nan,194700.0,-22.4,True,False,False,32,,패턴 미감지,,,,,,,,,
192820,코스맥스,KOSPI,nan,159200.0,-178.0,False,False,False,0,,트렌드 미통과,,,,,,,,,
000155,두산우,KOSPI,nan,538000.0,-141.9,False,False,False,0,,트렌드 미통과,,,,,,,,,
476830,알지노믹스,KOSDAQ,nan,91300.0,-50.7,False,False,False,0,,트렌드 미통과,,,,,,,,,
007340,DN오토모티브,KOSPI,nan,42050.0,-118.0,False,False,False,0,,트렌드 미통과,,,,,,,,,
082920,비츠로셀,KOSDAQ,nan,43600.0,-95.6,False,False,False,0,,트렌드 미통과,,,,,,,,,
218410,RFHIC,KOSDAQ,nan,73100.0,-61.4,False,False,False,0,,트렌드 미통과,,,,,,,,,
322000,HD현대에너지솔루션,KOSPI,nan,140000.0,-56.7,False,False,False,0,,트렌드 미통과,,,,,,,,,
000240,한국앤컴퍼니,KOSPI,nan,24850.0,-158.8,False,False,False,0,,트렌드 미통과,,,,,,,,,
011210,현대위아,KOSPI,nan,72900.0,-143.5,False,False,False,0,,트렌드 미통과,,,,,,,,,
010170,대한광통신,KOSDAQ,nan,16330.0,674.0,False,False,False,0,,트렌드 미통과,,,,,,,,,
004370,농심,KOSPI,nan,364000.0,-169.5,False,False,False,0,,트렌드 미통과,,,,,,,,,
005440,현대지에프홀딩스,KOSPI,nan,13520.0,-124.8,False,False,False,0,,트렌드 미통과,,,,,,,,,
000120,CJ대한통운,KOSPI,nan,80300.0,-178.2,False,False,False,0,,트렌드 미통과,,,,,,,,,
298020,효성티앤씨,KOSPI,nan,293500.0,-155.5,False,False,False,0,,트렌드 미통과,,,,,,,,,
282330,BGF리테일,KOSPI,nan,114700.0,-163.0,False,False,False,0,,트렌드 미통과,,,,,,,,,
035900,JYP Ent.,KOSDAQ GLOBAL,nan,54500.0,-185.0,False,False,False,0,,트렌드 미통과,,,,,,,,,
007810,코리아써키트,KOSPI,nan,119100.0,280.1,True,False,False,64,,패턴 미감지,,,,,,,,,
030000,제일기획,KOSPI,nan,19280.0,-168.0,False,False,False,0,,트렌드 미통과,,,,,,,,,
085620,미래에셋생명,KOSPI,nan,34550.0,93.8,True,False,False,64,,패턴 미감지,,,,,,,,,
361610,SK아이이테크놀로지,KOSPI,nan,18630.0,-184.8,False,False,False,0,,트렌드 미통과,,,,,,,,,
