date,ticker,name,label,r5,r10,lgbm_score,fold,score_bin
2018-06-26,32850,BIT Computer Co. Ltd,0,-6.21,-9.24,0.2058,2,0.2~0.3
2018-07-06,210980,SK D&D Co Ltd,0,1.85,-1.85,0.1696,2,~0.2
2018-07-09,020150,Iljin Materials Co. Ltd.,1,16.09,16.09,0.1785,2,~0.2
2018-07-09,210980,SK D&D Co Ltd,0,0.0,-2.75,0.1829,2,~0.2
2018-07-10,020150,Iljin Materials Co. Ltd.,1,15.23,17.75,0.1803,2,~0.2
2018-07-10,210980,SK D&D Co Ltd,0,-0.46,-3.19,0.1947,2,~0.2
2018-07-10,011780,Kumho Petro Chemical Co. Ltd.,0,-3.07,-3.51,0.1697,2,~0.2
2018-07-11,210980,SK D&D Co Ltd,0,1.23,-3.37,0.1701,2,~0.2
2018-07-12,52330,Kortek Corporation,0,-5.56,-4.44,0.2056,2,0.2~0.3
2018-07-12,093520,MAKUS Inc,0,-8.21,-10.09,0.1836,2,~0.2
2018-07-12,011780,Kumho Petro Chemical Co. Ltd.,0,-1.32,-2.64,0.2226,2,0.2~0.3
2018-07-13,011780,Kumho Petro Chemical Co. Ltd.,0,0.0,-4.82,0.179,2,~0.2
2018-07-13,52330,Kortek Corporation,0,-3.06,-3.06,0.1743,2,~0.2
2018-07-16,52330,Kortek Corporation,0,-0.56,-3.37,0.181,2,~0.2
2018-07-17,52330,Kortek Corporation,0,1.1,-3.87,0.232,2,0.2~0.3
2018-07-18,52330,Kortek Corporation,0,-1.97,0.56,0.1851,2,~0.2
2018-07-18,36010,ABCO Electronics Co. Ltd,0,-11.03,-15.43,0.1881,2,~0.2
2018-07-19,36010,ABCO Electronics Co. Ltd,0,-6.45,-14.47,0.1961,2,~0.2
2018-07-20,091120,EM-Tech.CO. LTD,0,-4.4,-10.36,0.1939,2,~0.2
2018-07-20,36670,KCI Limited,0,-4.28,-1.99,0.2009,2,0.2~0.3
2018-07-20,121600,Advanced Nano Products Co. Ltd,0,2.52,-3.36,0.1694,2,~0.2
2018-07-20,011780,Kumho Petro Chemical Co. Ltd.,0,-4.82,-3.07,0.1818,2,~0.2
2018-07-25,121600,Advanced Nano Products Co. Ltd,0,-3.83,-24.04,0.1787,2,~0.2
2018-07-27,178920,PI Advanced Materials Co. Ltd,0,-1.69,-5.84,0.1801,2,~0.2
2018-07-30,178920,PI Advanced Materials Co. Ltd,0,-5.64,-9.4,0.1708,2,~0.2
2018-08-01,52330,Kortek Corporation,0,-5.04,-8.4,0.1695,2,~0.2
2018-08-07,58470,LEENO Industrial Inc,0,-8.32,-10.63,0.1852,2,~0.2
2018-08-17,73490,Innowireless Co. Ltd,1,1.95,14.15,0.2035,2,0.2~0.3
2018-08-17,52400,Kona I Co.Ltd,1,31.25,29.17,0.1786,2,~0.2
2018-08-20,32850,BIT Computer Co. Ltd,0,1.46,0.58,0.2082,2,0.2~0.3
2018-08-20,122990,WiSoL CO.LTD,0,2.87,2.87,0.2046,2,0.2~0.3
2018-08-21,122990,WiSoL CO.LTD,0,7.16,5.73,0.1968,2,~0.2
2018-08-21,003670,Posco Chemical Co Ltd,1,13.66,24.75,0.2172,2,0.2~0.3
2018-08-22,114810,Iones Co. Ltd,0,1.72,-2.41,0.179,2,~0.2
2018-08-22,122990,WiSoL CO.LTD,0,8.31,3.72,0.2254,2,0.2~0.3
2018-08-23,003670,Posco Chemical Co Ltd,1,15.88,22.16,0.1772,2,~0.2
2018-08-23,114810,Iones Co. Ltd,0,0.69,-1.74,0.1825,2,~0.2
2018-08-23,122990,WiSoL CO.LTD,1,4.61,13.83,0.1984,2,~0.2
2018-08-24,093370,Foosung Co. Ltd.,0,-1.69,-5.08,0.2172,2,0.2~0.3
2018-08-24,105330,KNW Co. Ltd,0,-7.98,-10.97,0.1717,2,~0.2
2018-08-24,003670,Posco Chemical Co Ltd,1,17.02,29.59,0.1812,2,~0.2
2018-08-24,122990,WiSoL CO.LTD,1,3.74,14.66,0.1702,2,~0.2
2018-08-24,52020,STCube Inc,1,7.62,16.89,0.1912,2,~0.2
2018-08-27,114810,Iones Co. Ltd,0,-2.73,-4.44,0.1821,2,~0.2
2018-08-27,093370,Foosung Co. Ltd.,0,-3.32,-7.88,0.1885,2,~0.2
2018-08-27,105330,KNW Co. Ltd,0,-8.83,-11.4,0.1956,2,~0.2
2018-08-28,114810,Iones Co. Ltd,0,-1.03,-2.75,0.1963,2,~0.2
2018-08-28,093370,Foosung Co. Ltd.,0,0.0,-3.78,0.1691,2,~0.2
2018-08-29,093370,Foosung Co. Ltd.,0,-4.2,-7.14,0.1701,2,~0.2
2018-08-30,093370,Foosung Co. Ltd.,0,-3.39,-6.78,0.1851,2,~0.2
2018-08-31,63570,NICE Total Cash Management Co. Ltd,0,0.0,7.22,0.1704,2,~0.2
2018-09-04,089790,JT Corporation,0,-2.42,-6.95,0.1783,2,~0.2
2018-09-10,63570,NICE Total Cash Management Co. Ltd,0,3.37,3.75,0.1709,2,~0.2
2018-09-11,63570,NICE Total Cash Management Co. Ltd,0,4.81,1.85,0.1966,2,~0.2
2018-09-12,005690,Pharmicell Co. Ltd.,0,-5.6,-13.07,0.1843,2,~0.2
2018-09-12,000390,Samhwa Paint Industrial Co. Ltd.,0,-7.83,-11.64,0.1724,2,~0.2
2018-09-13,005690,Pharmicell Co. Ltd.,0,-1.09,-14.48,0.1846,2,~0.2
2018-09-14,005690,Pharmicell Co. Ltd.,0,-3.52,-13.55,0.1928,2,~0.2
2018-09-14,000250,Sam Chun Dang Pharm. Co. Ltd,0,5.19,-2.16,0.2364,2,0.2~0.3
2018-09-17,000250,Sam Chun Dang Pharm. Co. Ltd,0,5.71,-1.72,0.2301,2,0.2~0.3
2018-09-18,192080,DoubleU Games Co Ltd,0,-0.29,0.43,0.1829,2,~0.2
2018-09-18,74600,Wonik QnC Corporation,0,-3.66,-16.9,0.2039,2,0.2~0.3
2018-09-19,74600,Wonik QnC Corporation,0,-7.5,-17.78,0.1702,2,~0.2
2018-09-21,34310,NICE Holdings Co. Ltd.,0,-6.47,-7.91,0.1702,2,~0.2
2018-09-27,089980,Sang-A Frontec Co.Ltd,0,-9.82,-14.88,0.1743,2,~0.2
2018-09-27,34310,NICE Holdings Co. Ltd.,0,-3.66,-5.61,0.2055,2,0.2~0.3
2018-09-27,194370,JS Corp.,0,0.31,-5.26,0.2056,2,0.2~0.3
2018-10-01,75580,Sejin Heavy Industries Co. Ltd.,0,-2.05,-6.26,0.1915,2,~0.2
2018-10-05,194370,JS Corp.,0,-5.56,-6.17,0.204,2,0.2~0.3
2018-10-12,192080,DoubleU Games Co Ltd,0,5.6,-2.73,0.2125,2,0.2~0.3
2018-10-16,192080,DoubleU Games Co Ltd,0,2.84,-9.22,0.2263,2,0.2~0.3
2018-10-17,192080,DoubleU Games Co Ltd,0,-2.4,-7.91,0.1747,2,~0.2
2018-10-23,154030,Asia Seed Co.Ltd,0,-23.19,-15.56,0.1826,2,~0.2
2018-10-29,014620,Sung Kwang Bend Co.Ltd,0,-11.67,-8.17,0.1697,2,~0.2
2018-11-02,222670,222670,0,-5.23,-6.79,0.224,2,0.2~0.3
2018-11-16,017670,SK Telecom Co Ltd,0,1.79,3.76,0.1702,2,~0.2
2018-11-28,003780,Chin Yang Ind,1,43.02,39.14,0.1784,2,~0.2
2018-12-04,31430,Shinsegae International Co. Ltd.,0,-6.32,5.22,0.1695,2,~0.2
2018-12-10,104460,DYPNF Co.Ltd,0,-0.42,-2.54,0.1936,2,~0.2
2018-12-12,104460,DYPNF Co.Ltd,0,1.06,0.32,0.224,2,0.2~0.3
2018-12-13,104460,DYPNF Co.Ltd,0,-0.21,4.01,0.205,2,0.2~0.3
2018-12-17,104460,DYPNF Co.Ltd,0,-2.12,5.2,0.1821,2,~0.2
2018-12-18,104460,DYPNF Co.Ltd,0,-2.12,3.72,0.1917,2,~0.2
2018-12-19,001420,Tae Won Mulsan Co. Ltd.,0,1.57,0.39,0.1813,2,~0.2
2018-12-20,001420,Tae Won Mulsan Co. Ltd.,0,1.76,3.91,0.182,2,~0.2
2018-12-21,001420,Tae Won Mulsan Co. Ltd.,0,0.39,3.7,0.1888,2,~0.2
2018-12-26,001420,Tae Won Mulsan Co. Ltd.,1,-0.77,10.25,0.1697,2,~0.2
2018-12-28,007070,GS Retail Co. Ltd.,0,-5.19,-9.38,0.1785,2,~0.2
2019-01-04,282330,BGF Retail Co Ltd,0,-11.92,-14.49,0.1698,2,~0.2
2019-01-11,008060,Daeduck Co. Ltd.,1,1.25,9.15,0.1869,2,~0.2
2019-01-11,000120,CJ Korea Express,0,2.97,-0.89,0.1852,2,~0.2
2019-01-14,008060,Daeduck Co. Ltd.,1,3.72,8.88,0.1771,2,~0.2
2019-01-14,000120,CJ Korea Express,0,-0.3,-1.48,0.1736,2,~0.2
2019-01-15,000120,CJ Korea Express,0,-0.88,-1.47,0.1702,2,~0.2
2019-01-16,39310,Sejoong Co. Ltd,0,-0.24,6.75,0.1888,2,~0.2
2019-01-17,39310,Sejoong Co. Ltd,0,-2.18,4.73,0.1788,2,~0.2
2019-01-18,39310,Sejoong Co. Ltd,1,0.49,13.0,0.1813,2,~0.2
2019-01-21,39310,Sejoong Co. Ltd,1,0.37,14.98,0.1697,2,~0.2
2019-01-22,39310,Sejoong Co. Ltd,1,1.58,13.03,0.1995,2,~0.2
2019-01-23,154030,Asia Seed Co.Ltd,1,33.64,44.28,0.1995,2,~0.2
2019-01-23,39310,Sejoong Co. Ltd,1,7.0,16.43,0.2249,2,0.2~0.3
2019-01-23,004980,SungShin Cement Co. Ltd.,1,10.94,10.55,0.1789,2,~0.2
2019-01-24,004980,SungShin Cement Co. Ltd.,0,7.75,7.36,0.2023,2,0.2~0.3
2019-01-25,39310,Sejoong Co. Ltd,1,12.45,12.21,0.2093,2,0.2~0.3
2019-01-25,001420,Tae Won Mulsan Co. Ltd.,1,12.39,13.26,0.1995,2,~0.2
2019-01-25,004980,SungShin Cement Co. Ltd.,1,12.11,8.59,0.1686,2,~0.2
2019-01-28,001420,Tae Won Mulsan Co. Ltd.,1,11.81,12.67,0.2094,2,0.2~0.3
2019-01-28,39310,Sejoong Co. Ltd,1,14.56,10.32,0.2026,2,0.2~0.3
2019-01-29,39310,Sejoong Co. Ltd,1,11.27,8.99,0.1702,2,~0.2
2019-01-29,001420,Tae Won Mulsan Co. Ltd.,1,10.26,10.94,0.1861,2,~0.2
2019-01-30,094840,Suprema HQ Inc,0,8.52,5.49,0.1697,2,~0.2
2019-01-31,094840,Suprema HQ Inc,0,4.51,4.78,0.1759,2,~0.2
2019-02-01,094840,Suprema HQ Inc,0,6.03,6.85,0.1697,2,~0.2
2019-02-07,001550,Cho Bi,0,-7.04,-11.89,0.1789,2,~0.2
2019-02-08,000120,CJ Korea Express,0,2.87,6.03,0.1958,2,~0.2
2019-02-08,001550,Cho Bi,0,-7.34,-8.75,0.1698,2,~0.2
2019-02-11,35150,Baiksan,1,10.41,11.0,0.2203,2,0.2~0.3
2019-02-19,39310,Sejoong Co. Ltd,0,-2.13,-9.7,0.1859,2,~0.2
2019-02-26,000270,Kia Corp,0,-5.22,-5.63,0.1702,2,~0.2
2019-02-27,39310,Sejoong Co. Ltd,0,-11.73,-19.94,0.185,2,~0.2
2019-02-27,000270,Kia Corp,0,-7.44,-7.98,0.1715,2,~0.2
2019-02-28,003490,Korean Air Lines Co. Ltd.,0,-5.71,-8.83,0.1709,2,~0.2
2019-02-28,000270,Kia Corp,0,-7.93,-7.66,0.1951,2,~0.2
2019-03-04,46890,Seoul Semiconductor Co. Ltd,0,-10.68,-12.32,0.1899,2,~0.2
2019-03-04,003490,Korean Air Lines Co. Ltd.,0,-7.11,-6.02,0.1813,2,~0.2
2019-03-05,46890,Seoul Semiconductor Co. Ltd,0,-10.82,-15.23,0.1697,2,~0.2
2019-03-06,45520,Clean & Science co. Ltd,1,35.38,61.4,0.1709,2,~0.2
2019-03-06,46890,Seoul Semiconductor Co. Ltd,0,-9.98,-12.42,0.1708,2,~0.2
2019-03-06,39290,InfoBank Corporation,0,-4.96,-5.44,0.1824,2,~0.2
2019-03-07,45520,Clean & Science co. Ltd,1,32.94,70.59,0.2172,2,0.2~0.3
2019-03-07,265520,Advanced Process Systems Corporation,0,5.24,-0.84,0.1839,2,~0.2
2019-03-07,187870,DeviceENG.CO.Ltd,0,8.82,7.56,0.2081,2,0.2~0.3
2019-03-11,187870,DeviceENG.CO.Ltd,0,7.2,-0.85,0.2015,2,0.2~0.3
2019-03-12,102940,Kolon Life Science Inc,0,-4.26,-10.86,0.1697,2,~0.2
2019-03-12,187870,DeviceENG.CO.Ltd,0,6.64,6.64,0.2245,2,0.2~0.3
2019-03-12,39200,Oscotec Inc,0,-5.69,-8.7,0.1687,2,~0.2
2019-03-13,102940,Kolon Life Science Inc,0,-4.19,-13.36,0.1693,2,~0.2
2019-03-14,102940,Kolon Life Science Inc,0,-7.84,-14.55,0.2036,2,0.2~0.3
2019-03-15,70590,Hansol Inticube Co. Ltd,0,-1.55,1.36,0.1738,2,~0.2
2019-03-18,70590,Hansol Inticube Co. Ltd,0,0.0,-2.34,0.1738,2,~0.2
2019-03-19,018260,Samsung SDS Co. Ltd.,0,-1.07,-1.07,0.1736,2,~0.2
2019-03-19,218410,NH SPAC 8,0,-1.37,-1.03,0.1784,2,~0.2
2019-03-20,189300,Intellian Technologies Inc,0,3.16,3.68,0.1923,2,~0.2
2019-03-20,018260,Samsung SDS Co. Ltd.,0,-0.65,-0.22,0.1831,2,~0.2
2019-03-27,218410,NH SPAC 8,0,-1.71,0.17,0.1702,2,~0.2
2019-03-29,70590,Hansol Inticube Co. Ltd,0,-3.64,-5.36,0.1738,2,~0.2
2019-04-01,214150,CLASSYS Inc,1,23.77,50.82,0.2226,2,0.2~0.3
2019-04-01,218410,NH SPAC 8,0,-2.37,-1.35,0.2049,2,0.2~0.3
2019-04-01,016610,Dongbu Securities Co. Ltd.,1,3.99,10.34,0.1709,2,~0.2
2019-04-02,016610,Dongbu Securities Co. Ltd.,1,3.46,9.98,0.1836,2,~0.2
2019-04-03,016610,Dongbu Securities Co. Ltd.,0,2.33,7.6,0.1709,2,~0.2
2019-04-03,005850,SL Corp.,0,3.04,4.77,0.1702,2,~0.2
2019-04-04,016610,Dongbu Securities Co. Ltd.,0,2.33,3.54,0.2077,2,0.2~0.3
2019-04-05,001530,Dong-Il Corp.,1,23.61,15.33,0.1921,2,~0.2
2019-04-05,30190,NICE Information Service Co. Ltd,1,13.71,12.9,0.1846,2,~0.2
2019-04-05,34120,Seoul Broadcasting System,0,6.53,-3.73,0.173,2,~0.2
2019-04-08,005850,SL Corp.,0,4.4,5.71,0.1709,2,~0.2
2019-04-08,124500,Itcen Co. Ltd,0,-0.79,-1.38,0.1882,2,~0.2
2019-04-09,124500,Itcen Co. Ltd,0,-2.37,-0.4,0.1974,2,~0.2
2019-04-09,218410,NH SPAC 8,0,-2.5,-6.17,0.1691,2,~0.2
2019-04-09,005850,SL Corp.,0,6.36,7.02,0.179,2,~0.2
2019-04-10,124500,Itcen Co. Ltd,0,-1.38,-1.18,0.2314,2,0.2~0.3
2019-04-10,218410,NH SPAC 8,0,0.51,0.34,0.1807,2,~0.2
2019-04-11,124500,Itcen Co. Ltd,0,-0.59,-0.99,0.2161,2,0.2~0.3
2019-04-12,124500,Itcen Co. Ltd,0,-0.39,-1.38,0.1916,2,~0.2
2019-04-12,218410,NH SPAC 8,0,-3.22,4.92,0.1701,2,~0.2
2019-04-15,73190,Duoback Co. Ltd,1,35.69,15.29,0.1891,2,~0.2
2019-04-16,218410,NH SPAC 8,1,-3.76,9.57,0.1821,2,~0.2
2019-04-29,230240,Hana Financial 7 SPAC,1,517.09,580.38,0.1785,2,~0.2
2019-04-30,010780,IS Dongseo Co. Ltd.,0,-3.44,-9.35,0.1903,2,~0.2
2019-04-30,39560,DASAN Networks Inc,0,-3.93,6.51,0.1701,2,~0.2
2019-05-02,39560,DASAN Networks Inc,1,-4.22,9.52,0.1878,2,~0.2
2019-05-13,000080,Hite Jinro,0,2.23,1.99,0.1792,2,~0.2
2019-05-13,36570,NCsoft Corp,0,-5.19,-6.07,0.1693,2,~0.2
2019-05-14,000080,Hite Jinro,0,0.25,0.49,0.1709,2,~0.2
2019-05-15,026940,Bookook Steel,0,2.04,0.0,0.1982,2,~0.2
2019-05-23,264450,Ubiquoss Inc,1,6.09,11.22,0.1694,2,~0.2
2019-05-24,264450,Ubiquoss Inc,1,0.48,13.88,0.1787,2,~0.2
2019-06-05,084680,E-World Co. Ltd.,1,14.26,13.58,0.2058,2,0.2~0.3
2019-06-05,026940,Bookook Steel,1,6.9,13.8,0.1778,2,~0.2
2019-06-07,000140,Hitejinro Holdings,0,1.18,0.11,0.1806,2,~0.2
2019-06-10,000140,Hitejinro Holdings,0,1.07,-1.72,0.2138,2,0.2~0.3
2019-06-11,000140,Hitejinro Holdings,0,-0.43,-0.54,0.173,2,~0.2
2019-06-13,003030,SeAH Steel Corp.,0,1.62,4.31,0.1686,2,~0.2
2019-06-14,111770,Youngone,0,-5.18,-10.12,0.1702,2,~0.2
2019-06-17,251280,251280,0,-4.65,-4.65,0.2115,2,0.2~0.3
2019-06-17,003030,SeAH Steel Corp.,0,5.94,5.22,0.1851,2,~0.2
2019-06-20,084730,THINKWARE Corporation,0,-5.07,-9.48,0.1693,2,~0.2
2019-06-21,084730,THINKWARE Corporation,0,-7.68,-7.13,0.1697,2,~0.2
2019-06-28,218410,NH SPAC 8,1,2.75,10.15,0.1697,2,~0.2
2019-07-04,71050,Korea Investment Holdings Co. Ltd.,0,-1.74,-4.96,0.1813,2,~0.2
2019-07-05,218410,NH SPAC 8,0,7.2,0.84,0.1865,2,~0.2
2019-07-05,005380,Hyundai Motor Co. Ltd.,0,-1.41,-4.95,0.1694,2,~0.2
2019-07-09,218410,NH SPAC 8,0,4.73,3.89,0.1699,2,~0.2
2019-07-10,218410,NH SPAC 8,0,3.47,1.98,0.1787,2,~0.2
2019-07-19,36530,SNT Holdings Co Ltd,0,5.28,-1.32,0.2006,2,0.2~0.3
2019-07-22,218410,NH SPAC 8,0,-7.08,-16.82,0.1694,2,~0.2
2019-07-22,36530,SNT Holdings Co Ltd,0,-0.99,-9.24,0.1706,2,~0.2
2019-07-25,218410,NH SPAC 8,0,-8.74,-13.83,0.1913,2,~0.2
2019-07-26,218410,NH SPAC 8,0,-9.03,-9.83,0.1953,2,~0.2
2019-08-08,011790,SKC Co. Ltd.,0,-2.62,2.05,0.1829,2,~0.2
2019-08-09,011790,SKC Co. Ltd.,0,-2.57,4.2,0.1844,2,~0.2
2019-08-12,47810,Korea Aerospace Industries Ltd.,0,2.54,3.87,0.1696,2,~0.2
2019-08-23,36030,KT Hitel Corporation. Limited,0,8.08,6.85,0.1948,2,~0.2
2019-08-28,38460,BioSmart Co.Ltd,0,1.21,1.01,0.1803,2,~0.2
2019-08-28,095660,NEOWIZ,0,2.48,5.28,0.1694,2,~0.2
2019-08-29,38460,BioSmart Co.Ltd,0,4.94,0.2,0.1888,2,~0.2
2019-08-29,095660,NEOWIZ,0,2.5,2.19,0.1694,2,~0.2
2019-08-30,38460,BioSmart Co.Ltd,0,1.39,3.17,0.1696,2,~0.2
2019-08-30,095660,NEOWIZ,0,3.14,1.57,0.1698,2,~0.2
2019-09-02,38460,BioSmart Co.Ltd,0,-0.4,1.19,0.1771,2,~0.2
2019-09-02,095660,NEOWIZ,0,5.25,-3.09,0.1954,2,~0.2
2019-09-03,38460,BioSmart Co.Ltd,0,-1.67,4.33,0.202,2,0.2~0.3
2019-09-04,281820,KCTech Co Ltd,1,2.9,8.41,0.1698,2,~0.2
2019-09-04,38460,BioSmart Co.Ltd,0,-0.2,3.19,0.1865,2,~0.2
2019-09-05,089850,UBIVELOX Inc,0,-3.66,-0.81,0.1693,2,~0.2
2019-09-09,007700,F&F Co. Ltd.,0,1.8,2.81,0.1808,2,~0.2
2019-09-10,007700,F&F Co. Ltd.,0,-1.02,7.92,0.1865,2,~0.2
2019-09-11,900140,LVMC Holdings,0,5.86,4.6,0.1695,2,~0.2
2019-09-11,098120,Micro Contact Solution Co. Ltd,0,-0.17,2.48,0.1737,2,~0.2
2019-09-11,007700,F&F Co. Ltd.,0,1.58,7.34,0.1719,2,~0.2
2019-09-16,900140,LVMC Holdings,0,3.61,4.08,0.1713,2,~0.2
2019-09-16,098120,Micro Contact Solution Co. Ltd,0,1.32,-3.3,0.1959,2,~0.2
2019-09-16,007700,F&F Co. Ltd.,1,3.49,9.12,0.1842,2,~0.2
2019-09-17,098120,Micro Contact Solution Co. Ltd,0,5.12,-2.31,0.1791,2,~0.2
2019-09-19,000660,SK Hynix Inc,0,0.73,-2.9,0.1697,2,~0.2
2019-09-19,281820,KCTech Co Ltd,0,-4.3,-7.26,0.1927,2,~0.2
2019-09-20,000660,SK Hynix Inc,0,-0.97,-2.31,0.1708,2,~0.2
2019-09-20,281820,KCTech Co Ltd,0,-4.55,-5.88,0.1807,2,~0.2
2019-09-20,213420,DukSan Neolux Co.Ltd,0,-0.68,1.13,0.1809,2,~0.2
2019-09-23,213420,DukSan Neolux Co.Ltd,0,2.08,5.54,0.1747,2,~0.2
2019-09-23,281820,KCTech Co Ltd,0,-5.35,-3.21,0.1897,2,~0.2
2019-09-23,000660,SK Hynix Inc,0,-0.72,-2.29,0.1948,2,~0.2
2019-09-24,213420,DukSan Neolux Co.Ltd,0,1.37,-1.83,0.1741,2,~0.2
2019-09-24,000660,SK Hynix Inc,0,-1.68,-5.28,0.1956,2,~0.2
2019-09-25,281820,KCTech Co Ltd,0,-1.64,-4.11,0.1702,2,~0.2
2019-09-25,000660,SK Hynix Inc,0,-2.93,-2.32,0.1702,2,~0.2
2019-09-25,39440,STI Co. Ltd,0,4.02,-1.72,0.1697,2,~0.2
2019-09-25,213420,DukSan Neolux Co.Ltd,0,-1.59,-2.73,0.1812,2,~0.2
2019-09-26,000660,SK Hynix Inc,0,-3.6,-3.36,0.1951,2,~0.2
2019-09-26,213420,DukSan Neolux Co.Ltd,0,3.23,4.15,0.1932,2,~0.2
2019-09-27,213420,DukSan Neolux Co.Ltd,0,1.83,6.39,0.197,2,~0.2
2019-09-27,263800,DataSolution Inc.,0,-12.47,-5.19,0.1975,2,~0.2
2019-09-30,213420,DukSan Neolux Co.Ltd,0,3.39,6.33,0.1822,2,~0.2
2019-09-30,000660,SK Hynix Inc,0,-1.58,0.24,0.1701,2,~0.2
2019-10-01,281820,KCTech Co Ltd,1,-3.01,8.47,0.183,2,~0.2
2019-10-01,213420,DukSan Neolux Co.Ltd,0,-3.16,5.19,0.1697,2,~0.2
2019-10-01,089850,UBIVELOX Inc,0,10.06,5.81,0.1872,2,~0.2
2019-10-01,000660,SK Hynix Inc,0,-3.66,-1.22,0.1701,2,~0.2
2019-10-02,213420,DukSan Neolux Co.Ltd,0,-1.15,6.0,0.2033,2,0.2~0.3
2019-10-04,65770,CS Corporation,0,-2.08,-5.83,0.1774,2,~0.2
2019-10-08,092070,DNF Co.Ltd,1,8.5,9.07,0.2281,2,0.2~0.3
2019-10-08,265520,Advanced Process Systems Corporation,0,-3.24,-7.33,0.189,2,~0.2
2019-10-11,263800,DataSolution Inc.,0,-3.77,-1.95,0.1935,2,~0.2
2019-10-15,54450,Telechips Inc,0,0.77,-1.92,0.1852,2,~0.2
2019-10-16,54450,Telechips Inc,0,-1.52,-4.94,0.1851,2,~0.2
2019-10-17,002710,TCC Steel Corp.,0,-2.08,-0.35,0.1902,2,~0.2
2019-10-18,098120,Micro Contact Solution Co. Ltd,0,-3.23,0.97,0.2229,2,0.2~0.3
2019-10-18,54450,Telechips Inc,0,-1.16,-3.49,0.1733,2,~0.2
2019-10-18,002710,TCC Steel Corp.,0,-1.73,-0.86,0.231,2,0.2~0.3
2019-10-22,54450,Telechips Inc,0,-2.66,-4.56,0.2205,2,0.2~0.3
2019-10-22,010690,Hwashin Co. Ltd.,0,-6.23,-8.82,0.1976,2,~0.2
2019-10-29,143210,Hands Corporation Ltd,0,-2.75,-0.69,0.2191,2,0.2~0.3
2019-10-29,095340,ISC Co. Ltd,0,4.23,0.94,0.2165,2,0.2~0.3
2019-10-30,006060,Hwaseung Industries Co Ltd,0,3.23,2.76,0.1851,2,~0.2
2019-10-30,095340,ISC Co. Ltd,0,5.71,0.48,0.2165,2,0.2~0.3
2019-10-30,263800,DataSolution Inc.,0,0.91,5.17,0.2275,2,0.2~0.3
2019-10-31,095340,ISC Co. Ltd,0,5.24,-4.76,0.1912,2,~0.2
2019-11-07,36030,KT Hitel Corporation. Limited,0,-9.54,-12.15,0.1701,2,~0.2
2019-11-07,006060,Hwaseung Industries Co Ltd,0,1.75,0.44,0.1701,2,~0.2
2019-11-08,72870,MegaStudy Co. Ltd,0,-3.08,-7.69,0.1826,2,~0.2
2019-11-08,011790,SKC Co. Ltd.,0,-1.74,0.0,0.1697,2,~0.2
2019-11-11,72870,MegaStudy Co. Ltd,0,-4.6,-4.98,0.2022,2,0.2~0.3
2019-11-12,098460,Koh Young Technology Inc,0,1.21,0.5,0.1702,2,~0.2
2019-11-12,67730,Logisys Inc,0,-2.31,0.0,0.1698,2,~0.2
2019-11-13,098460,Koh Young Technology Inc,0,-3.84,-0.99,0.1709,2,~0.2
2019-11-14,006060,Hwaseung Industries Co Ltd,0,-1.29,-2.16,0.1713,2,~0.2
2019-11-14,67730,Logisys Inc,0,-2.38,-5.24,0.1778,2,~0.2
2019-11-14,098460,Koh Young Technology Inc,0,-2.3,2.0,0.1983,2,~0.2
2019-11-15,67730,Logisys Inc,0,-1.1,-6.46,0.2007,2,0.2~0.3
2019-11-15,098120,Micro Contact Solution Co. Ltd,0,-8.81,-4.99,0.2,2,~0.2
2019-11-15,097520,MCNEX Co. Ltd,0,-0.58,5.07,0.1702,2,~0.2
2019-11-15,36540,SFA Semicon Co. Ltd,0,4.37,5.83,0.1876,2,~0.2
2019-11-18,82920,VITZROCELL Co.Ltd,0,-1.14,-6.82,0.1883,2,~0.2
2019-11-18,097520,MCNEX Co. Ltd,1,1.35,11.35,0.1699,2,~0.2
2019-11-21,67730,Logisys Inc,0,-2.93,4.15,0.1833,2,~0.2
2019-11-22,000990,Dongbu HiTek Co. Ltd.,1,4.4,12.64,0.1695,2,~0.2
2019-11-25,000990,Dongbu HiTek Co. Ltd.,1,3.26,12.5,0.173,2,~0.2
2019-11-25,217190,Genesem Inc,0,9.24,2.87,0.1923,2,~0.2
2019-11-26,67730,Logisys Inc,0,4.26,-3.05,0.1952,2,~0.2
2019-11-26,006060,Hwaseung Industries Co Ltd,0,-7.33,-6.47,0.1794,2,~0.2
2019-11-26,36540,SFA Semicon Co. Ltd,0,0.27,-4.41,0.1935,2,~0.2
2019-11-26,67900,Y-Entec Co. Ltd,0,3.23,0.62,0.1713,2,~0.2
2019-11-27,006060,Hwaseung Industries Co Ltd,0,-6.9,-5.6,0.1821,2,~0.2
2019-11-27,82920,VITZROCELL Co.Ltd,0,-4.2,-1.15,0.2046,2,0.2~0.3
2019-11-27,149950,Avatec Co. Ltd,0,-2.34,-4.19,0.1939,2,~0.2
2019-11-27,36540,SFA Semicon Co. Ltd,0,0.14,0.27,0.1802,2,~0.2
2019-11-27,67900,Y-Entec Co. Ltd,1,1.87,10.19,0.1697,2,~0.2
2019-11-27,011210,Hyundai Wia Corp.,0,-4.24,-5.9,0.1829,2,~0.2
2019-11-28,011210,Hyundai Wia Corp.,0,-5.58,-5.2,0.173,2,~0.2
2019-11-28,149950,Avatec Co. Ltd,0,-2.95,-4.67,0.2052,2,0.2~0.3
2019-11-29,149950,Avatec Co. Ltd,0,-3.58,-4.7,0.1729,2,~0.2
