date,ticker,name,market,sector,cap,entry,pivot,cup_depth,handle_depth,cup_days,handle_days,cup_start,cup_end,vol_ratio,vs,rs,score,r1,r3,r5,r10,r15,r20,r30,r40,r50,r60
2010-07-05,047080,HANBIT SOFT Inc,KOSDAQ,기타,SmallCap,4765.0,4900.0,29.0,6.5,185,8,2009-09-25,2010-06-24,0.85,False,0.0,47,0.73,7.24,36.2,28.44,8.5,2.41,-6.3,-9.02,0.63,-4.3
2010-07-06,047080,HANBIT SOFT Inc,KOSDAQ,기타,SmallCap,4800.0,4900.0,29.0,6.5,185,9,2009-09-25,2010-06-24,0.72,False,0.0,47,8.96,17.71,52.08,28.75,9.79,6.25,-3.33,-10.52,-2.08,-4.48
2010-04-23,005380,Hyundai Motor Co. Ltd.,KOSPI,기타,SmallCap,130000.0,130500.0,17.7,9.6,147,15,2009-09-02,2010-04-05,1.22,False,27.8,75,1.15,1.15,5.38,0.38,8.08,4.23,5.0,8.85,4.62,5.38
2019-07-05,005380,Hyundai Motor Co. Ltd.,KOSPI,기타,SmallCap,141500.0,143500.0,29.2,5.2,181,19,2018-09-10,2019-06-11,0.79,False,18.7,71,-2.12,-3.18,-1.41,-4.95,-7.77,-9.89,-9.54,-7.42,-9.89,-9.19
2020-11-13,117580,Daesung Energy,KOSPI,기타,SmallCap,5570.0,5640.0,26.0,6.0,180,20,2020-01-28,2020-10-19,0.89,False,-3.0,47,-0.36,-1.62,-1.62,-1.8,-1.62,-1.26,-0.9,-6.28,-6.28,-7.0
2020-12-09,025900,Dongwha Enterprise Co.Ltd,KOSDAQ,기타,SmallCap,43750.0007,44700.0,30.6,6.9,100,6,2020-07-08,2020-12-02,1.24,False,57.5,79,-0.8,-2.51,3.77,3.09,26.4,33.26,42.63,34.17,13.14,14.06
2020-12-10,025900,Dongwha Enterprise Co.Ltd,KOSDAQ,기타,SmallCap,43400.0007,44700.0,30.6,6.9,100,7,2020-07-08,2020-12-02,1.33,False,48.3,79,-0.81,-1.38,5.3,6.91,26.96,30.18,46.54,32.49,17.97,16.36
2015-03-31,033310,M2N Co.Ltd,KOSDAQ,기타,SmallCap,2329.9992,2375.0,15.9,6.3,111,18,2014-09-22,2015-03-06,0.53,False,0.0,43,3.22,20.17,12.02,15.45,27.68,32.19,27.9,89.7,84.33,57.94
2015-04-09,033310,M2N Co.Ltd,KOSDAQ,기타,SmallCap,2754.9991,2800.0,22.6,6.8,169,5,2014-07-24,2015-04-03,3.73,True,0.0,68,-1.81,-2.36,-1.45,11.43,7.8,-3.45,42.47,69.87,46.1,17.97
2023-03-16,147830,Cheryong Industrial Co.Ltd,KOSDAQ,기타,SmallCap,3565.0,3600.0,25.3,5.6,189,6,2022-06-03,2023-03-09,1.0,False,3.4,47,0.7,2.1,1.4,2.66,-0.28,6.03,11.64,19.21,15.57,27.21
2023-03-17,147830,Cheryong Industrial Co.Ltd,KOSDAQ,기타,SmallCap,3590.0,3600.0,25.3,5.6,189,7,2022-06-03,2023-03-09,0.99,False,1.6,47,1.95,-1.11,2.37,1.39,-0.56,6.55,9.33,16.16,14.9,28.27
2026-02-20,147830,Cheryong Industrial Co.Ltd,KOSDAQ,기타,SmallCap,8000.0,8180.0,25.7,13.3,107,20,2025-08-12,2026-01-21,0.57,False,-20.3,42,0.25,3.88,-2.5,-12.75,-5.63,-4.0,,,,
2010-04-22,096770,SK Innovation,KOSPI,기타,SmallCap,122409.806,123389.0,19.3,5.6,146,9,2009-09-10,2010-04-12,1.01,False,3.6,43,-2.8,-2.0,-4.0,-7.2,-12.8,-19.2,-16.0,-13.2,-14.8,-6.8
2010-04-26,096770,SK Innovation,KOSPI,기타,SmallCap,120451.2467,123389.0,19.3,5.6,146,11,2009-09-10,2010-04-12,1.13,False,0.8,43,-0.41,-2.44,-0.41,-9.35,-16.67,-21.06,-13.41,-6.1,-9.35,2.85
2010-04-27,096770,SK Innovation,KOSPI,기타,SmallCap,119961.6049,123389.0,19.3,5.6,146,12,2009-09-10,2010-04-12,1.03,False,1.0,43,-2.86,-0.41,0.82,-9.39,-17.14,-17.96,-11.43,-7.76,-8.57,4.49
2010-05-03,096770,SK Innovation,KOSPI,기타,SmallCap,119961.6049,123389.0,19.3,5.6,146,16,2009-09-10,2010-04-12,1.22,False,4.6,43,0.82,-5.31,-8.98,-16.33,-20.73,-10.61,-14.69,-12.65,-4.49,2.45
2010-05-04,096770,SK Innovation,KOSPI,기타,SmallCap,120940.8885,123389.0,19.3,5.6,146,17,2009-09-10,2010-04-12,1.32,False,6.1,51,-2.83,-7.69,-10.12,-17.81,-18.62,-11.34,-15.38,-14.57,-6.07,0.0
2010-08-18,096770,SK Innovation,KOSPI,기타,SmallCap,129264.7513,132692.0,21.4,8.5,143,10,2010-01-11,2010-08-05,1.0,False,20.3,71,1.52,-3.03,-7.2,1.14,-2.65,8.71,12.5,12.88,20.08,27.65
2010-08-19,096770,SK Innovation,KOSPI,기타,SmallCap,131223.3106,132692.0,21.4,8.5,143,11,2010-01-11,2010-08-05,0.83,False,20.3,71,-2.61,-4.48,-10.07,-1.12,-2.61,4.85,6.72,10.07,23.88,27.99
2010-09-01,096770,SK Innovation,KOSPI,기타,SmallCap,130733.6688,132692.0,21.4,11.1,143,20,2010-01-11,2010-08-05,0.71,False,18.6,68,-0.75,-2.62,-3.75,7.49,9.74,11.24,11.61,18.73,26.22,19.85
2016-01-12,096770,SK Innovation,KOSPI,기타,SmallCap,129264.7513,133182.0,24.5,9.2,168,12,2015-04-23,2015-12-23,1.2,False,33.1,79,1.89,0.38,-1.14,4.92,0.76,-1.89,9.85,18.94,22.73,28.79
2016-01-13,096770,SK Innovation,KOSPI,기타,SmallCap,131712.9444,133182.0,24.5,9.2,168,13,2015-04-23,2015-12-23,1.22,False,34.9,79,0.0,-1.12,-5.58,-2.6,-2.23,-3.35,7.81,17.47,23.42,27.51
2016-01-14,096770,SK Innovation,KOSPI,기타,SmallCap,131712.9444,133182.0,24.5,9.2,168,14,2015-04-23,2015-12-23,1.0,False,34.3,79,-1.49,-2.97,-1.49,-2.97,7.81,1.86,10.41,15.61,26.39,32.34
2025-02-05,096770,SK Innovation,KOSPI,기타,SmallCap,125800.0,129400.0,21.9,6.6,190,9,2024-04-08,2025-01-20,0.63,False,16.8,71,-1.03,-2.94,-3.1,3.34,3.97,0.56,-0.48,-18.36,-25.6,-25.76
2025-02-17,096770,SK Innovation,KOSPI,기타,SmallCap,128500.0,129400.0,17.9,6.6,171,17,2024-05-08,2025-01-20,0.93,False,17.4,67,0.23,2.26,4.2,-3.35,4.59,-1.87,-14.32,-23.97,-24.67,-31.98
2025-02-18,096770,SK Innovation,KOSPI,기타,SmallCap,128800.0,129400.0,17.9,6.6,171,18,2024-05-08,2025-01-20,0.96,False,17.3,67,0.93,2.8,0.0,-1.63,7.61,-3.26,-17.55,-26.94,-26.71,-31.91
2022-03-11,036640,HRS Co. Ltd,KOSDAQ,기타,SmallCap,8730.0,8750.0,25.3,10.1,115,7,2021-09-08,2022-03-02,0.78,False,46.8,76,-3.44,-2.52,-2.86,-3.67,-6.87,-8.13,-8.13,-12.37,-17.18,-17.75
2022-03-15,036640,HRS Co. Ltd,KOSDAQ,기타,SmallCap,8500.0,8750.0,25.3,10.1,115,9,2021-09-08,2022-03-02,0.86,False,43.8,76,0.12,-0.24,0.12,-4.12,-4.71,-9.18,-8.59,-10.71,-17.29,-18.24
2022-03-16,036640,HRS Co. Ltd,KOSDAQ,기타,SmallCap,8510.0,8750.0,25.3,10.1,115,10,2021-09-08,2022-03-02,0.85,False,42.1,76,1.06,-4.11,3.41,-4.35,-5.41,-8.81,-9.64,-15.51,-17.04,-23.97
2022-03-17,036640,HRS Co. Ltd,KOSDAQ,기타,SmallCap,8600.0,8750.0,25.3,10.1,115,11,2021-09-08,2022-03-02,0.91,False,37.3,76,-1.4,-1.05,0.35,-4.88,-7.79,-7.44,-12.67,-16.86,-17.79,-27.56
2022-03-22,036640,HRS Co. Ltd,KOSDAQ,기타,SmallCap,8510.0,8750.0,25.3,10.1,115,14,2021-09-08,2022-03-02,0.57,False,41.4,76,3.41,-1.18,-4.23,-4.82,-9.28,-7.17,-9.64,-15.75,-15.04,-29.14
2010-08-31,000155,Doosan Pref Shs,KOSPI,기타,SmallCap,29133.986,29618.0,20.4,9.3,149,6,2010-01-20,2010-08-24,0.84,False,31.8,79,-2.69,-1.53,-0.77,0.9,8.7,13.55,29.41,33.5,35.29,21.48
2010-09-06,000155,Doosan Pref Shs,KOSPI,기타,SmallCap,29059.4745,29618.0,20.4,9.3,149,10,2010-01-20,2010-08-24,0.68,False,30.5,79,-0.51,-1.67,0.64,6.92,14.62,26.41,27.18,35.13,27.69,28.21
2010-09-07,000155,Doosan Pref Shs,KOSPI,기타,SmallCap,28910.4516,29618.0,20.4,9.3,149,11,2010-01-20,2010-08-24,0.42,False,29.7,79,-0.13,0.26,1.68,9.54,14.43,26.8,31.96,31.7,28.74,28.61
2010-09-08,000155,Doosan Pref Shs,KOSPI,기타,SmallCap,28873.1958,29618.0,20.4,9.3,149,12,2010-01-20,2010-08-24,0.32,False,30.3,79,-1.03,1.29,2.32,12.52,17.81,27.87,34.71,32.9,28.52,28.65
2010-09-10,000155,Doosan Pref Shs,KOSPI,기타,SmallCap,28984.963,29618.0,20.4,9.3,149,14,2010-01-20,2010-08-24,0.23,False,26.9,79,0.9,1.93,2.7,14.91,19.54,25.06,37.28,37.02,22.11,28.15
2010-09-13,000155,Doosan Pref Shs,KOSPI,기타,SmallCap,29245.7532,29618.0,20.4,9.3,149,15,2010-01-20,2010-08-24,0.21,False,27.8,79,0.51,0.51,6.24,13.89,25.61,26.62,36.05,35.03,21.02,26.88
2010-09-14,000155,Doosan Pref Shs,KOSPI,기타,SmallCap,29394.7761,29618.0,20.4,9.3,149,16,2010-01-20,2010-08-24,0.35,False,29.4,79,0.51,1.27,7.73,12.55,24.71,28.26,32.32,34.09,20.41,27.25
2010-09-15,000155,Doosan Pref Shs,KOSPI,기타,SmallCap,29543.7991,29618.0,20.4,9.3,149,17,2010-01-20,2010-08-24,0.47,False,29.3,79,-0.5,5.17,9.96,15.13,24.97,25.6,33.67,24.21,18.41,25.47
2010-09-16,000155,Doosan Pref Shs,KOSPI,기타,SmallCap,29394.7761,29618.0,20.4,9.3,149,18,2010-01-20,2010-08-24,0.55,False,27.3,79,1.27,7.73,9.51,16.1,25.48,24.97,36.88,38.91,20.41,25.48
2020-07-27,173130,OPASNET Co. Ltd.,KOSPI,기타,SmallCap,7650.0003,7800.0,35.4,5.1,122,5,2020-01-23,2020-07-21,1.29,False,-3.9,43,9.8,13.07,11.24,12.03,32.68,32.03,37.25,22.88,30.59,22.22
2025-04-29,025980,Ananti Inc,KOSDAQ,기타,SmallCap,6810.0,6830.0,28.8,5.4,180,8,2024-07-19,2025-04-18,1.09,False,25.3,79,-0.29,5.58,3.52,-1.47,4.11,8.96,55.51,58.3,40.09,30.69
2025-04-30,025980,Ananti Inc,KOSDAQ,기타,SmallCap,6790.0,6830.0,28.8,5.4,180,9,2024-07-19,2025-04-18,1.09,False,28.1,79,-2.95,5.6,3.68,0.44,4.12,9.87,53.76,55.52,37.26,31.81
2016-04-05,091120,EM-Tech.CO. LTD,KOSDAQ,기타,SmallCap,11350.0,11500.0,29.8,11.3,130,9,2015-09-10,2016-03-24,0.82,False,22.5,68,3.52,2.2,0.88,-2.2,-3.96,-4.41,4.41,3.52,-3.52,-0.88
2016-05-31,091120,EM-Tech.CO. LTD,KOSDAQ,기타,SmallCap,11700.0,12000.0,29.8,5.0,169,7,2015-09-10,2016-05-23,0.54,False,10.7,63,0.0,0.43,-2.14,-7.69,-5.98,-7.26,5.98,12.82,9.4,5.98
2016-06-01,091120,EM-Tech.CO. LTD,KOSDAQ,기타,SmallCap,11700.0,12000.0,29.8,5.0,169,8,2015-09-10,2016-05-23,0.43,False,10.3,63,-0.43,-0.43,-2.99,-8.97,-9.4,-5.98,10.68,13.68,8.97,4.27
2016-06-02,091120,EM-Tech.CO. LTD,KOSDAQ,기타,SmallCap,11650.0,12000.0,29.8,5.0,169,9,2015-09-10,2016-05-23,0.44,False,9.1,55,0.86,-1.72,-1.29,-6.44,-8.58,-5.58,12.45,14.59,12.02,1.29
2016-06-03,091120,EM-Tech.CO. LTD,KOSDAQ,기타,SmallCap,11750.0,12000.0,29.8,5.0,169,10,2015-09-10,2016-05-23,0.45,False,10.0,63,-0.85,-3.4,-3.83,-6.81,-11.91,-4.26,9.36,17.45,5.11,2.55
2016-06-07,091120,EM-Tech.CO. LTD,KOSDAQ,기타,SmallCap,11650.0,12000.0,29.8,5.0,169,11,2015-09-10,2016-05-23,0.54,False,9.7,55,-1.72,-1.29,-5.58,-5.15,-7.73,-1.29,10.3,17.6,3.43,2.58
2018-07-20,091120,EM-Tech.CO. LTD,KOSDAQ,기타,SmallCap,19300.0,19650.0,17.9,5.1,157,5,2017-11-22,2018-07-16,0.88,False,19.1,67,-5.96,-6.74,-4.4,-10.36,-10.36,-11.92,-5.7,-10.36,-15.54,-21.5
2021-02-25,091120,EM-Tech.CO. LTD,KOSDAQ,기타,SmallCap,16650.0,16900.0,31.1,5.0,127,7,2020-08-10,2021-02-17,0.87,False,35.6,79,-4.2,9.01,5.71,7.81,14.11,9.31,10.21,24.62,18.32,5.11
2007-05-04,012450,Hanwha Techwin Co. Ltd.,KOSDAQ,기타,SmallCap,35314.8535,36134.0,27.2,8.7,142,15,2006-09-15,2007-04-13,1.12,False,0.0,47,1.16,5.8,13.14,22.42,27.58,35.82,30.15,34.79,34.79,46.39
2007-05-07,012450,Hanwha Techwin Co. Ltd.,KOSDAQ,기타,SmallCap,35724.433,36134.0,27.2,8.7,142,16,2006-09-15,2007-04-13,0.93,False,0.0,47,1.02,5.1,13.38,22.04,32.48,33.25,24.08,32.74,38.09,55.92
2007-05-08,012450,Hanwha Techwin Co. Ltd.,KOSDAQ,기타,SmallCap,36088.5036,36134.0,27.2,8.7,142,17,2006-09-15,2007-04-13,0.99,False,0.0,47,3.53,10.72,5.93,23.58,31.15,32.41,28.37,31.65,40.73,55.36
2024-02-14,012450,Hanwha Techwin Co. Ltd.,KOSDAQ,기타,SmallCap,146300.0275,148100.0,34.0,11.9,145,16,2023-06-20,2024-01-22,1.18,False,26.4,76,-0.96,3.83,5.54,32.95,36.71,24.81,41.83,48.33,60.63,48.33
2024-02-15,012450,Hanwha Techwin Co. Ltd.,KOSDAQ,기타,SmallCap,144900.0273,148100.0,34.0,11.9,145,17,2023-06-20,2024-01-22,1.21,False,25.5,76,-2.48,6.21,9.04,29.4,38.03,24.29,41.13,44.93,60.11,48.38
2019-05-15,026940,Bookook Steel,KOSPI,기타,SmallCap,3430.0,3505.0,19.6,7.0,94,12,2018-12-06,2019-04-26,0.68,False,19.7,67,5.54,5.54,2.04,0.0,3.5,10.64,11.08,11.37,2.92,-4.37
2019-06-05,026940,Bookook Steel,KOSPI,기타,SmallCap,3550.0,3620.0,19.6,9.5,106,15,2018-12-06,2019-05-16,0.4,False,31.2,75,3.38,5.63,6.9,13.8,7.32,13.94,8.45,-5.21,-1.41,3.94
2015-12-17,045300,Sungwoo Techron. Co.Ltd,KOSDAQ,기타,SmallCap,3039.9955,3100.0,20.7,7.9,130,5,2015-06-08,2015-12-11,2.87,True,0.0,63,-2.47,6.41,7.57,-2.96,-7.57,-8.55,-10.36,-10.2,-10.36,-9.7
2015-12-21,045300,Sungwoo Techron. Co.Ltd,KOSDAQ,기타,SmallCap,3074.9954,3100.0,20.7,7.9,130,7,2015-06-08,2015-12-11,0.96,False,0.0,47,5.2,6.34,-1.14,-8.29,-4.72,-12.36,-11.22,-12.85,-13.17,-6.83
2016-06-30,045300,Sungwoo Techron. Co.Ltd,KOSDAQ,기타,SmallCap,3149.995,3230.0,15.6,8.8,123,11,2015-12-11,2016-06-16,1.19,False,3.7,43,-0.48,-1.43,-1.9,1.43,2.54,-1.9,9.21,17.62,14.92,15.56
2016-07-01,045300,Sungwoo Techron. Co.Ltd,KOSDAQ,기타,SmallCap,3134.9951,3230.0,15.6,8.8,123,12,2015-12-11,2016-06-16,1.01,False,3.2,43,-2.07,-1.44,0.16,5.42,4.15,1.44,13.56,12.28,13.24,19.62
2016-07-08,045300,Sungwoo Techron. Co.Ltd,KOSDAQ,기타,SmallCap,3139.9951,3230.0,15.6,8.8,123,17,2015-12-11,2016-06-16,0.51,False,11.1,59,0.8,4.46,5.25,3.98,1.27,3.18,23.57,21.34,17.2,14.65
2016-07-11,045300,Sungwoo Techron. Co.Ltd,KOSDAQ,기타,SmallCap,3164.9951,3230.0,15.6,8.8,123,18,2015-12-11,2016-06-16,0.36,False,9.3,51,2.37,0.95,1.9,2.21,1.74,0.63,17.06,20.22,14.38,13.11
2016-08-01,045300,Sungwoo Techron. Co.Ltd,KOSDAQ,기타,SmallCap,3219.9952,3305.0,15.6,6.5,144,12,2015-12-11,2016-07-15,0.68,False,13.0,59,-0.16,2.17,-1.09,10.4,15.06,12.42,8.7,12.27,9.78,11.8
2016-08-02,045300,Sungwoo Techron. Co.Ltd,KOSDAQ,기타,SmallCap,3214.995,3305.0,15.6,6.5,144,13,2015-12-11,2016-07-15,0.51,False,14.7,59,2.02,0.78,1.4,7.31,15.09,15.09,13.53,8.86,10.11,12.29
2016-08-03,045300,Sungwoo Techron. Co.Ltd,KOSDAQ,기타,SmallCap,3279.9948,3305.0,15.6,6.5,144,14,2015-12-11,2016-07-15,0.51,False,16.5,67,0.3,-2.9,0.61,24.7,13.57,14.33,11.59,8.23,8.84,5.64
2016-08-04,045300,Sungwoo Techron. Co.Ltd,KOSDAQ,기타,SmallCap,3289.9948,3305.0,15.6,6.5,144,15,2015-12-11,2016-07-15,0.41,False,16.8,67,-1.52,-0.91,4.56,24.62,12.61,13.98,14.29,8.66,11.09,5.32
2016-08-05,045300,Sungwoo Techron. Co.Ltd,KOSDAQ,기타,SmallCap,3239.9949,3305.0,15.6,6.5,144,16,2015-12-11,2016-07-15,0.47,False,17.2,67,-1.7,1.85,9.88,19.75,8.64,17.59,13.58,11.11,12.35,6.79
2016-08-09,045300,Sungwoo Techron. Co.Ltd,KOSDAQ,기타,SmallCap,3259.9948,3305.0,15.6,6.5,144,18,2015-12-11,2016-07-15,0.66,False,16.9,67,1.23,9.2,5.83,13.5,13.5,14.42,10.28,9.51,10.43,8.9
2016-08-10,045300,Sungwoo Techron. Co.Ltd,KOSDAQ,기타,SmallCap,3299.9948,3305.0,15.6,6.5,144,19,2015-12-11,2016-07-15,0.58,False,16.2,67,4.24,7.73,23.94,12.88,13.64,11.97,11.97,7.42,6.21,10.0
2025-10-01,045300,Sungwoo Techron. Co.Ltd,KOSDAQ,기타,SmallCap,3234.9994,3295.0,20.3,5.9,157,6,2025-02-06,2025-09-24,0.79,False,-3.3,47,3.09,4.48,3.25,1.24,0.62,-4.33,-2.32,-0.15,-3.71,-4.33
2021-09-27,300080,FLITTO Inc,KOSDAQ,기타,SmallCap,21700.0,22100.0,15.8,5.9,101,12,2021-04-14,2021-09-07,1.08,False,31.7,75,-3.23,-5.3,-10.37,16.13,44.47,3.23,20.74,41.47,40.55,52.53
2007-05-17,000990,Dongbu HiTek Co. Ltd.,KOSDAQ,기타,SmallCap,23550.0,24000.0,17.4,5.4,151,9,2006-09-25,2007-05-07,0.17,False,0.0,43,-3.82,-21.23,-21.23,-23.99,-25.48,-19.32,-23.57,-25.27,-23.14,-27.81
2010-11-19,000990,Dongbu HiTek Co. Ltd.,KOSDAQ,기타,SmallCap,12050.0,12250.0,23.0,12.2,108,20,2010-05-19,2010-10-25,0.76,False,0.0,42,3.32,-3.73,-8.3,-6.64,-10.37,-10.37,-8.3,-14.52,-7.88,14.94
2016-06-02,000990,Dongbu HiTek Co. Ltd.,KOSDAQ,기타,SmallCap,20200.0,20700.0,47.7,5.8,190,7,2015-08-13,2016-05-25,1.15,False,25.2,72,-0.99,-2.23,-2.23,-6.44,-14.6,-8.42,-9.16,-11.88,0.0,-16.09
2016-06-07,000990,Dongbu HiTek Co. Ltd.,KOSDAQ,기타,SmallCap,20150.0,20700.0,47.7,5.8,190,9,2015-08-13,2016-05-25,1.04,False,26.0,72,-1.99,-1.99,-3.47,-9.18,-9.93,-9.93,-10.67,-11.17,-5.46,-15.38
2017-05-04,000990,Dongbu HiTek Co. Ltd.,KOSDAQ,기타,SmallCap,21800.0,21800.0,25.2,5.3,173,6,2016-08-12,2017-04-25,1.1,False,27.0,79,0.46,-1.61,-0.92,-3.21,-8.26,-8.49,2.52,-0.23,-1.61,-12.61
2019-11-22,000990,Dongbu HiTek Co. Ltd.,KOSDAQ,기타,SmallCap,18200.0,18500.0,23.8,5.4,134,6,2019-05-02,2019-11-15,1.1,False,39.2,79,1.1,4.12,4.4,12.64,22.53,45.88,59.07,71.98,55.49,52.75
2019-11-25,000990,Dongbu HiTek Co. Ltd.,KOSDAQ,기타,SmallCap,18400.0,18500.0,23.8,5.4,134,7,2019-05-02,2019-11-15,1.09,False,38.3,79,1.9,2.99,3.26,12.5,26.63,41.03,57.88,64.67,57.88,46.74
2026-02-04,308430,308430,KOSDAQ,기타,SmallCap,25900.0,26300.0,37.0,6.1,141,5,2025-07-03,2026-01-29,0.98,False,-9.4,43,-1.54,5.6,24.71,51.74,4.05,3.47,16.41,,,
2012-01-10,049960,Cell Biotech Co. Ltd,KOSDAQ,기타,SmallCap,6300.0,6330.0,35.7,5.2,110,5,2011-07-27,2012-01-04,2.04,True,0.0,54,0.0,6.35,4.13,0.0,22.86,14.29,13.33,10.0,8.89,4.13
2012-01-11,049960,Cell Biotech Co. Ltd,KOSDAQ,기타,SmallCap,6300.0,6330.0,35.7,5.2,110,6,2011-07-27,2012-01-04,1.42,True,0.0,43,0.0,3.81,2.86,-0.16,24.92,15.87,15.08,9.84,5.71,1.59
2012-01-12,049960,Cell Biotech Co. Ltd,KOSDAQ,기타,SmallCap,6300.0,6330.0,35.7,5.2,110,7,2011-07-27,2012-01-04,1.26,False,0.0,43,6.35,4.13,1.11,14.76,22.54,19.84,14.29,10.48,4.92,2.06
2013-11-15,049960,Cell Biotech Co. Ltd,KOSDAQ,기타,SmallCap,18700.0,19150.0,15.7,8.1,126,10,2013-04-29,2013-11-04,1.05,False,0.0,43,0.0,-2.41,-5.08,2.41,7.49,6.95,3.21,10.96,7.75,21.12
2013-11-18,049960,Cell Biotech Co. Ltd,KOSDAQ,기타,SmallCap,18700.0,19150.0,15.7,8.1,126,11,2013-04-29,2013-11-04,1.09,False,0.0,43,-3.21,-4.81,-5.35,5.35,2.67,6.15,0.8,11.76,8.82,19.52
2013-11-28,049960,Cell Biotech Co. Ltd,KOSDAQ,기타,SmallCap,18700.0,19150.0,15.7,8.1,126,19,2013-04-29,2013-11-04,0.68,False,0.0,43,2.41,3.48,2.94,5.61,0.27,2.14,12.57,6.95,24.33,45.72
2013-11-29,049960,Cell Biotech Co. Ltd,KOSDAQ,기타,SmallCap,19150.0,19150.0,15.7,8.1,126,20,2013-04-29,2013-11-04,0.76,False,0.0,43,2.87,2.09,4.96,4.44,-1.31,0.78,8.36,5.22,18.28,41.51
2013-12-12,049960,Cell Biotech Co. Ltd,KOSDAQ,기타,SmallCap,19750.0,20100.0,18.9,7.5,143,5,2013-05-09,2013-12-06,1.76,True,0.0,48,1.27,-2.53,-5.06,-3.29,-1.52,6.58,1.27,17.72,37.97,45.06
2013-12-13,049960,Cell Biotech Co. Ltd,KOSDAQ,기타,SmallCap,20000.0,20100.0,18.9,7.5,143,6,2013-05-09,2013-12-06,1.47,True,0.0,43,-0.75,-4.0,-5.5,-3.5,-2.0,3.75,0.75,13.25,35.5,37.75
2013-12-16,049960,Cell Biotech Co. Ltd,KOSDAQ,기타,SmallCap,19850.0,20100.0,18.9,7.5,143,7,2013-05-09,2013-12-06,1.08,False,0.0,43,-3.02,-5.54,-1.76,-5.04,5.29,5.29,2.52,12.59,38.04,36.52
2013-12-23,049960,Cell Biotech Co. Ltd,KOSDAQ,기타,SmallCap,19500.0,20100.0,18.9,7.5,143,12,2013-05-09,2013-12-06,0.64,False,0.0,43,-0.77,-2.05,-3.33,7.18,7.18,9.49,17.44,25.64,40.51,50.0
2016-09-27,178920,PI Advanced Materials Co. Ltd,KOSPI,기타,SmallCap,13100.0,13400.0,21.2,13.8,180,20,2015-12-02,2016-08-26,0.79,False,19.9,66,-1.15,0.76,-1.15,-4.96,-5.34,-8.4,-1.53,-7.63,-3.82,9.16
2018-07-27,178920,PI Advanced Materials Co. Ltd,KOSPI,기타,SmallCap,53100.0,54500.0,31.8,8.6,149,12,2017-11-30,2018-07-12,0.57,False,51.8,79,0.19,-0.75,-1.69,-5.84,-8.57,-6.4,0.75,-10.45,-22.13,-40.87
2018-07-30,178920,PI Advanced Materials Co. Ltd,KOSPI,기타,SmallCap,53200.0,54500.0,31.8,8.6,149,13,2017-11-30,2018-07-12,0.52,False,51.8,79,-3.95,-0.75,-5.64,-9.4,-5.83,-7.61,1.88,-11.65,-21.33,-37.5
2014-07-31,033530,Sejong Industrial Co. Ltd.,KOSDAQ,기타,SmallCap,17900.0,18400.0,18.4,5.7,168,17,2013-11-01,2014-07-09,0.92,False,0.0,43,1.12,1.4,1.68,6.15,5.31,6.7,5.59,-0.28,-3.91,-16.2
2014-08-01,033530,Sejong Industrial Co. Ltd.,KOSDAQ,기타,SmallCap,18100.0,18400.0,18.4,5.7,168,18,2013-11-01,2014-07-09,1.01,False,0.0,43,0.83,-0.28,-0.83,5.8,2.76,3.31,3.87,-3.59,-2.76,-19.89
2014-08-04,033530,Sejong Industrial Co. Ltd.,KOSDAQ,기타,SmallCap,18250.0,18400.0,18.4,5.7,168,19,2013-11-01,2014-07-09,1.09,False,0.0,43,-0.55,-0.27,0.55,4.93,2.74,2.74,3.84,-2.47,-3.84,-26.3
2014-08-05,033530,Sejong Industrial Co. Ltd.,KOSDAQ,기타,SmallCap,18150.0,18400.0,18.4,5.7,168,20,2013-11-01,2014-07-09,1.16,False,0.0,43,-0.55,-1.1,1.93,4.41,3.58,4.41,4.68,-1.65,-2.75,-27.82
2021-08-25,033530,Sejong Industrial Co. Ltd.,KOSDAQ,기타,SmallCap,10300.0,10600.0,15.3,13.7,109,12,2021-03-05,2021-08-09,0.71,False,14.7,54,1.46,11.65,6.8,11.17,7.28,16.5,14.56,10.19,-1.94,-1.94
2021-08-26,033530,Sejong Industrial Co. Ltd.,KOSDAQ,기타,SmallCap,10450.0,10600.0,15.3,13.7,109,13,2021-03-05,2021-08-09,0.9,False,11.5,54,7.66,11.48,7.18,6.22,5.26,13.4,12.92,6.22,-3.83,-3.83
2023-11-23,196300,Anygen Co. Ltd.,KOSPI,기타,SmallCap,26110.5,26229.0,19.4,7.6,127,10,2023-05-04,2023-11-10,0.87,False,41.4,75,-4.85,-5.89,-7.51,-5.57,-5.5,-3.95,-19.59,-16.46,-19.09,-16.36
2014-04-03,005820,Wonlim Corp.,KOSDAQ,기타,SmallCap,16750.0011,17000.0,18.6,8.8,84,18,2013-11-06,2014-03-11,0.81,False,0.0,43,1.49,0.6,0.3,9.85,8.06,16.12,20.0,14.33,14.93,14.33
2014-04-04,005820,Wonlim Corp.,KOSDAQ,기타,SmallCap,17000.0011,17000.0,18.6,8.8,84,19,2013-11-06,2014-03-11,0.74,False,0.0,43,-0.59,-0.59,-2.35,8.24,7.06,14.12,20.0,14.71,14.41,13.24
2014-04-07,005820,Wonlim Corp.,KOSDAQ,기타,SmallCap,16900.0011,17000.0,18.6,8.8,84,20,2013-11-06,2014-03-11,0.79,False,0.0,43,-0.3,-0.59,-0.89,9.17,15.09,17.75,20.12,15.38,14.2,14.2
