date,ticker,name,market,sector,cap,entry,pivot,cup_depth,handle_depth,cup_days,handle_days,cup_start,cup_end,vol_ratio,vs,rs,score,r1,r3,r5,r10,r15,r20,r30,r40,r50,r60
2010-11-08,007660,Isupetasys Co. Ltd.,KOSDAQ,기타,SmallCap,3840.0059,3890.0,20.4,10.3,91,11,2010-06-15,2010-10-25,1.03,False,0.0,44,-1.04,-4.82,-6.25,-6.12,-15.76,-9.51,-4.69,-0.65,-1.56,-0.65
2010-11-09,007660,Isupetasys Co. Ltd.,KOSDAQ,기타,SmallCap,3800.0058,3890.0,20.4,10.3,91,12,2010-06-15,2010-10-25,1.14,False,0.0,44,-0.92,-6.97,-6.71,-8.03,-12.5,-9.47,-0.39,0.0,3.55,4.74
2011-11-17,007660,Isupetasys Co. Ltd.,KOSDAQ,기타,SmallCap,6090.0094,6230.0,37.4,6.3,137,5,2011-04-25,2011-11-11,0.9,False,0.0,43,-1.64,-3.61,-0.66,-8.05,-11.49,-5.25,-15.27,-11.49,-15.44,-14.45
2011-11-24,007660,Isupetasys Co. Ltd.,KOSDAQ,기타,SmallCap,6050.0093,6230.0,37.4,10.1,137,10,2011-04-25,2011-11-11,0.51,False,0.0,41,-4.96,-0.83,-7.44,-10.91,-4.63,-11.74,-6.61,-14.71,-16.2,-9.26
2021-11-26,007660,Isupetasys Co. Ltd.,KOSDAQ,기타,SmallCap,4800.0041,4870.0,27.2,8.6,103,7,2021-06-18,2021-11-18,2.59,True,20.9,87,8.33,6.67,4.17,13.75,6.04,33.75,38.33,38.33,43.75,47.71
2013-04-11,056190,SFA Engineering Corporation,KOSDAQ,기타,SmallCap,61800.0,62500.0,27.5,5.6,189,8,2012-06-28,2013-04-02,0.82,False,0.0,47,0.32,5.5,-0.16,6.47,4.05,5.02,1.62,-10.03,-11.97,-16.02
2013-04-12,056190,SFA Engineering Corporation,KOSDAQ,기타,SmallCap,62000.0,62500.0,27.5,5.6,189,9,2012-06-28,2013-04-02,1.0,False,0.0,47,0.32,0.48,0.97,6.13,4.68,2.9,3.55,-7.58,-11.94,-13.55
2013-04-15,056190,SFA Engineering Corporation,KOSDAQ,기타,SmallCap,62200.0,62500.0,27.5,5.6,189,10,2012-06-28,2013-04-02,1.01,False,0.0,47,4.82,-0.8,-0.16,4.66,5.79,4.34,1.45,-7.72,-6.59,-13.18
2021-02-02,056190,SFA Engineering Corporation,KOSDAQ,기타,SmallCap,40800.0,41150.0,15.4,8.1,179,6,2020-05-08,2021-01-26,1.11,False,-22.3,43,1.1,4.17,0.25,9.56,7.35,6.99,-0.12,1.23,7.23,2.7
2022-06-14,056190,SFA Engineering Corporation,KOSDAQ,기타,SmallCap,42050.0,43150.0,16.6,6.1,177,13,2021-09-02,2022-05-25,0.88,False,22.1,67,-1.43,-2.62,-4.28,-3.09,-5.83,-7.49,-0.71,0.95,-2.62,-4.88
2011-09-21,067000,JOYCITY Corporation,KOSDAQ,기타,SmallCap,29400.0009,29850.0,46.1,9.2,92,12,2011-04-21,2011-09-02,0.61,False,0.0,40,-2.89,-19.22,-1.7,6.12,24.49,32.65,35.54,29.59,27.89,26.02
2014-02-07,067000,JOYCITY Corporation,KOSDAQ,기타,SmallCap,22550.0007,23000.0,31.2,13.5,152,20,2013-05-28,2014-01-09,0.95,False,0.0,42,1.33,3.33,13.97,26.16,32.15,38.8,24.39,17.29,12.2,0.67
2025-12-03,067000,JOYCITY Corporation,KOSDAQ,기타,SmallCap,2330.0,2395.0,40.2,7.5,96,5,2025-07-08,2025-11-27,4.23,True,14.3,76,-0.43,-5.15,-8.15,-11.37,-12.66,-10.52,-5.58,16.74,22.1,5.79
2026-02-05,067000,JOYCITY Corporation,KOSDAQ,기타,SmallCap,2900.0,2970.0,40.2,8.4,139,5,2025-07-08,2026-01-30,3.0,True,22.3,84,7.41,0.34,3.62,-0.34,-25.0,1.55,-17.07,,,
2011-12-02,067900,Y-Entec Co. Ltd,KOSDAQ,기타,SmallCap,3049.9978,3105.0,34.3,13.0,126,18,2011-05-09,2011-11-09,1.05,False,0.0,42,-1.31,-2.95,-3.28,-4.59,-1.97,5.41,21.15,33.11,46.23,47.54
2014-11-10,067900,Y-Entec Co. Ltd,KOSDAQ,기타,SmallCap,3499.9974,3600.0,17.9,8.3,139,18,2014-03-20,2014-10-16,1.11,False,0.0,43,0.57,1.14,-0.71,0.43,1.71,0.57,-1.29,4.0,5.0,18.43
2014-11-11,067900,Y-Entec Co. Ltd,KOSDAQ,기타,SmallCap,3519.9974,3600.0,17.9,8.3,139,19,2014-03-20,2014-10-16,0.72,False,0.0,43,-0.43,1.42,0.43,-0.57,0.28,1.42,-2.13,4.55,6.53,15.63
2014-11-12,067900,Y-Entec Co. Ltd,KOSDAQ,기타,SmallCap,3504.9974,3600.0,17.9,8.3,139,20,2014-03-20,2014-10-16,0.63,False,0.0,43,1.0,-0.86,1.14,0.71,0.86,1.28,-1.57,5.56,6.42,16.41
2014-12-30,067900,Y-Entec Co. Ltd,KOSDAQ,기타,SmallCap,3649.9974,3660.0,17.9,6.6,174,18,2014-03-20,2014-12-04,0.54,False,0.0,43,-0.55,-0.82,-0.27,-1.37,0.68,3.56,19.59,15.34,9.86,17.4
2015-01-02,067900,Y-Entec Co. Ltd,KOSDAQ,기타,SmallCap,3629.9973,3660.0,17.9,6.6,174,19,2014-03-20,2014-12-04,0.83,False,0.0,43,-0.14,0.0,1.38,0.41,3.31,5.92,23.97,17.08,11.29,17.08
2015-01-05,067900,Y-Entec Co. Ltd,KOSDAQ,기타,SmallCap,3624.9974,3660.0,17.9,6.6,174,20,2014-03-20,2014-12-04,0.92,False,0.0,43,-0.14,0.41,2.07,0.41,2.9,8.41,22.76,18.62,11.72,15.03
2019-11-26,067900,Y-Entec Co. Ltd,KOSDAQ,기타,SmallCap,9610.0,9900.0,25.9,6.2,153,6,2019-04-08,2019-11-19,2.1,True,50.1,90,0.1,0.73,3.23,0.62,4.58,3.85,9.26,16.55,12.9,7.18
2019-11-27,067900,Y-Entec Co. Ltd,KOSDAQ,기타,SmallCap,9620.0,9900.0,25.9,6.2,153,7,2019-04-08,2019-11-19,1.65,True,50.0,79,-0.31,1.98,1.87,10.19,7.07,4.47,6.03,14.35,21.1,4.99
2019-11-29,067900,Y-Entec Co. Ltd,KOSDAQ,기타,SmallCap,9680.0,9900.0,25.9,6.2,153,9,2019-04-08,2019-11-19,1.46,True,56.3,79,1.34,1.24,2.27,6.4,4.34,7.95,7.44,10.02,13.64,-3.41
2019-12-02,067900,Y-Entec Co. Ltd,KOSDAQ,기타,SmallCap,9810.0,9900.0,25.9,6.2,153,10,2019-04-08,2019-11-19,1.41,True,61.2,79,1.12,0.1,0.51,2.96,1.94,6.01,5.5,13.15,10.6,2.96
2020-04-27,067900,Y-Entec Co. Ltd,KOSDAQ,기타,SmallCap,10650.0,10850.0,26.3,5.1,103,6,2019-11-19,2020-04-20,0.78,False,21.7,71,0.47,7.04,16.43,22.54,17.84,7.04,3.29,10.8,10.8,15.02
2020-04-28,067900,Y-Entec Co. Ltd,KOSDAQ,기타,SmallCap,10700.0,10850.0,26.3,5.1,103,7,2019-11-19,2020-04-20,0.6,False,26.0,79,0.93,14.02,14.49,16.82,14.95,10.75,2.8,6.54,14.49,16.82
2020-04-29,067900,Y-Entec Co. Ltd,KOSDAQ,기타,SmallCap,10800.0,10850.0,26.3,5.1,103,8,2019-11-19,2020-04-20,0.61,False,26.0,79,5.56,14.81,15.74,20.37,15.28,10.19,-0.93,0.0,19.91,17.13
2020-12-30,067900,Y-Entec Co. Ltd,KOSDAQ,기타,SmallCap,13750.0,14100.0,18.4,5.7,151,8,2020-05-14,2020-12-18,0.74,False,-12.4,43,-0.36,-3.27,-3.27,-1.45,0.73,-2.91,13.82,12.73,11.64,27.27
2021-01-04,067900,Y-Entec Co. Ltd,KOSDAQ,기타,SmallCap,13700.0,14100.0,18.4,5.7,151,9,2020-05-14,2020-12-18,0.69,False,-11.9,43,-1.09,-1.82,-5.11,-3.65,1.09,3.28,18.25,15.69,12.77,28.83
2021-02-02,067900,Y-Entec Co. Ltd,KOSDAQ,기타,SmallCap,14500.0,14700.0,18.4,9.2,175,6,2020-05-14,2021-01-26,1.84,True,-4.3,48,6.55,3.45,8.97,12.07,9.66,9.66,6.55,19.31,16.9,16.21
2021-02-25,067900,Y-Entec Co. Ltd,KOSDAQ,기타,SmallCap,15900.0,16250.0,26.3,7.1,126,6,2020-08-12,2021-02-18,0.49,False,13.0,63,0.31,-2.52,0.0,-3.46,-2.83,1.26,5.97,4.72,5.97,0.0
2021-02-26,067900,Y-Entec Co. Ltd,KOSDAQ,기타,SmallCap,15950.0,16250.0,26.3,7.1,126,7,2020-08-12,2021-02-18,0.53,False,18.5,71,-1.88,-0.63,-0.63,-5.02,-1.88,0.0,4.7,7.21,4.39,-2.19
2021-03-04,067900,Y-Entec Co. Ltd,KOSDAQ,기타,SmallCap,15850.0,16250.0,26.3,7.1,126,10,2020-08-12,2021-02-18,0.45,False,11.6,63,0.32,-2.52,-5.36,-2.52,-0.63,11.36,5.36,4.73,0.95,-0.63
2021-03-05,067900,Y-Entec Co. Ltd,KOSDAQ,기타,SmallCap,15900.0,16250.0,26.3,7.1,126,11,2020-08-12,2021-02-18,0.41,False,14.6,63,-0.31,-6.29,-3.46,-2.83,1.26,8.81,6.6,5.97,-2.83,-0.31
2021-03-08,067900,Y-Entec Co. Ltd,KOSDAQ,기타,SmallCap,15850.0,16250.0,26.3,7.1,126,12,2020-08-12,2021-02-18,0.36,False,19.6,71,-2.52,-5.36,-4.42,-1.26,0.63,9.46,7.26,7.26,-0.63,0.63
2023-11-15,010660,Hwacheon Machinery Co. Ltd.,KOSDAQ,기타,SmallCap,4490.0,4600.0,23.0,10.0,111,6,2023-05-25,2023-11-08,0.81,False,17.7,71,0.56,3.45,-0.33,-3.01,-2.56,-6.35,-13.81,-13.92,-28.84,-15.37
2023-11-16,010660,Hwacheon Machinery Co. Ltd.,KOSDAQ,기타,SmallCap,4515.0,4600.0,23.0,10.0,111,7,2023-05-25,2023-11-08,0.78,False,19.8,71,-3.21,0.11,-0.44,3.88,-6.2,-5.09,-12.96,-16.06,-28.24,-17.83
2025-10-15,010660,Hwacheon Machinery Co. Ltd.,KOSDAQ,기타,SmallCap,4700.0,4735.0,15.8,5.8,88,20,2025-05-07,2025-09-11,0.68,False,7.8,51,-0.32,-2.02,-2.23,-6.6,2.98,4.04,-1.91,9.57,11.28,-6.81
2018-08-21,003670,Posco Chemical Co Ltd,KOSPI,기타,SmallCap,48219.875,49557.0,31.4,8.5,125,12,2018-01-30,2018-08-03,0.7,False,57.1,79,-1.49,2.38,13.66,24.75,32.67,36.83,32.48,34.46,43.76,43.17
2018-08-23,003670,Posco Chemical Co Ltd,KOSPI,기타,SmallCap,48697.3008,49557.0,31.4,8.5,125,14,2018-01-30,2018-08-03,0.65,False,55.1,79,1.37,12.55,15.88,22.16,33.14,35.69,21.37,35.29,50.59,43.33
2018-08-24,003670,Posco Chemical Co Ltd,KOSPI,기타,SmallCap,49365.6953,49557.0,31.4,8.5,125,15,2018-01-30,2018-08-03,0.68,False,55.7,79,10.06,13.73,17.02,29.59,31.33,38.49,29.98,35.4,50.48,35.4
2024-01-31,123410,Korea Fuel-Tech Corporation,KOSDAQ,기타,SmallCap,4100.0,4225.0,22.7,5.8,169,6,2023-05-17,2024-01-24,0.79,False,35.5,79,0.98,2.56,12.44,42.93,24.63,42.68,35.37,39.51,74.88,81.22
2021-01-14,125210,Amogreentech Co.Ltd,KOSDAQ,기타,SmallCap,15850.0,15850.0,23.8,8.5,176,6,2020-04-21,2021-01-07,0.94,False,-12.0,47,-5.68,-5.99,-3.79,-11.99,-5.05,-10.09,-21.77,-17.03,-5.68,-13.56
2021-01-20,125210,Amogreentech Co.Ltd,KOSDAQ,기타,SmallCap,15600.0,15850.0,23.8,8.8,176,10,2020-04-21,2021-01-07,0.76,False,-12.4,47,-2.24,-5.77,-6.73,-1.92,-11.22,-9.62,-14.74,-6.41,-3.53,-10.9
2021-11-08,041190,Woori Technology Investment Co. Ltd,KOSDAQ,기타,SmallCap,11600.0,11950.0,43.3,8.8,138,5,2021-04-12,2021-11-02,1.03,False,106.6,72,-2.16,-15.0,-10.78,-14.48,-13.79,-20.34,-21.55,-21.72,-31.29,-31.38
2025-05-26,443060,HD Hyundai Marine Solution,KOSPI,기타,SmallCap,169300.0,173000.0,21.8,7.9,88,13,2024-12-20,2025-05-08,9.24,True,15.1,92,3.13,6.14,6.26,17.31,20.2,19.31,15.53,8.21,21.68,11.1
2019-10-04,065770,CS Corporation,KOSDAQ,기타,SmallCap,3600.0,3655.0,27.6,9.8,99,15,2019-04-19,2019-09-11,0.53,False,69.7,79,-3.33,-5.0,-2.08,-5.83,-11.39,-17.22,-18.89,-23.75,-25.56,-18.19
2024-01-02,405100,QRT Inc.,KOSPI,기타,SmallCap,16370.0,16780.0,26.3,12.5,171,15,2023-03-30,2023-12-08,0.81,False,16.5,66,-1.04,-4.22,1.65,4.46,73.79,44.47,67.38,133.35,98.84,93.95
2024-01-09,405100,QRT Inc.,KOSPI,기타,SmallCap,16640.0,16780.0,26.3,12.5,171,20,2023-03-30,2023-12-08,0.89,False,20.2,66,-2.4,-3.79,2.76,70.97,42.13,17.49,64.06,130.77,87.8,69.47
2014-10-31,031980,PSK HOLDINGS Inc,KOSDAQ,기타,SmallCap,3434.3902,3434.0,18.0,5.4,127,7,2014-04-14,2014-10-23,0.72,False,0.0,43,-2.7,-4.05,-3.72,-6.42,-9.12,-8.45,-10.14,-1.35,-4.39,-4.39
2014-11-03,031980,PSK HOLDINGS Inc,KOSDAQ,기타,SmallCap,3341.5689,3434.0,18.0,5.4,127,8,2014-04-14,2014-10-23,0.66,False,0.0,43,1.04,-3.13,-3.47,-6.6,-8.68,-6.25,-7.99,2.08,-3.13,-4.51
2014-11-04,031980,PSK HOLDINGS Inc,KOSDAQ,기타,SmallCap,3376.3769,3434.0,18.0,5.4,127,9,2014-04-14,2014-10-23,0.57,False,0.0,43,-2.41,-2.06,-0.69,-7.9,-7.56,-10.31,-11.68,0.34,-2.41,-5.5
2014-11-11,031980,PSK HOLDINGS Inc,KOSDAQ,기타,SmallCap,3353.1715,3434.0,18.0,6.1,127,14,2014-04-14,2014-10-23,0.63,False,0.0,43,0.0,-4.15,-7.27,-6.92,-9.69,-5.88,-1.38,-0.69,-1.73,0.35
2014-11-12,031980,PSK HOLDINGS Inc,KOSDAQ,기타,SmallCap,3353.1715,3434.0,18.0,6.1,127,15,2014-04-14,2014-10-23,0.66,False,0.0,43,0.0,-6.92,-8.65,-7.27,-9.0,-3.81,-2.77,-1.04,-2.77,0.0
2014-11-13,031980,PSK HOLDINGS Inc,KOSDAQ,기타,SmallCap,3353.1715,3434.0,18.0,6.1,127,16,2014-04-14,2014-10-23,0.56,False,0.0,43,-4.15,-7.27,-10.73,-8.65,-9.0,-6.57,-3.11,-0.35,-2.42,-3.81
2024-02-20,031980,PSK HOLDINGS Inc,KOSDAQ,기타,SmallCap,34350.0,34850.0,39.3,6.5,132,5,2023-07-28,2024-02-14,1.66,True,116.6,75,0.44,12.52,18.63,23.58,19.65,32.46,22.71,52.55,35.66,58.08
2024-02-21,031980,PSK HOLDINGS Inc,KOSDAQ,기타,SmallCap,34500.0,34850.0,39.3,6.5,132,6,2023-07-28,2024-02-14,1.29,False,117.6,75,21.45,12.17,25.94,18.12,14.64,31.3,32.9,49.86,46.38,55.65
2016-12-13,036710,Simmtech Holdings Co. Ltd,KOSDAQ,기타,SmallCap,3160.0,3245.0,16.7,7.1,170,17,2016-03-15,2016-11-21,0.3,False,33.1,75,-1.11,1.27,1.27,3.48,4.11,3.32,-2.06,-1.9,15.35,14.56
2016-12-15,036710,Simmtech Holdings Co. Ltd,KOSDAQ,기타,SmallCap,3210.0,3245.0,16.7,7.1,170,19,2016-03-15,2016-11-21,0.4,False,29.7,75,-0.31,-0.31,1.25,0.78,2.8,2.02,0.16,-4.52,9.66,15.42
2016-12-16,036710,Simmtech Holdings Co. Ltd,KOSDAQ,기타,SmallCap,3200.0,3245.0,16.7,7.1,170,20,2016-03-15,2016-11-21,0.41,False,29.8,75,0.0,1.25,2.5,0.31,3.59,-1.25,1.25,-3.91,6.41,16.09
2021-02-15,036710,Simmtech Holdings Co. Ltd,KOSDAQ,기타,SmallCap,2945.0,2980.0,21.2,14.4,109,16,2020-08-11,2021-01-21,0.78,False,19.7,66,2.21,-2.55,-2.72,-10.7,-14.77,-12.73,-12.39,-5.26,-0.34,-3.74
2019-05-23,264450,Ubiquoss Inc,KOSDAQ,기타,SmallCap,41900.0201,42950.0,25.1,13.5,169,7,2018-08-31,2019-05-15,1.59,True,48.5,74,-0.24,9.79,6.09,11.22,21.72,16.35,1.31,-8.83,-20.76,-30.07
2019-05-24,264450,Ubiquoss Inc,KOSDAQ,기타,SmallCap,41800.02,42950.0,25.1,13.5,169,8,2018-08-31,2019-05-15,1.29,False,48.0,74,5.26,15.55,0.48,13.88,16.87,11.96,-4.19,-7.06,-28.47,-25.24
2013-01-14,067080,DAE HWA Pharmaceutical Co. Ltd,KOSDAQ,기타,SmallCap,7600.0,7750.0,23.6,7.5,123,8,2012-07-05,2013-01-03,1.4,True,0.0,47,-4.47,-6.45,-2.63,-12.89,-21.05,-19.21,-15.26,-0.53,-0.13,-8.03
2014-05-16,067080,DAE HWA Pharmaceutical Co. Ltd,KOSDAQ,기타,SmallCap,7180.0,7290.0,19.1,6.2,167,17,2013-08-14,2014-04-21,1.02,False,0.0,43,-1.95,-2.65,-2.09,-2.65,0.7,1.53,1.67,-4.18,-10.31,-7.94
2017-11-20,067080,DAE HWA Pharmaceutical Co. Ltd,KOSDAQ,기타,SmallCap,26400.0,26450.0,22.5,6.2,108,5,2017-06-05,2017-11-14,4.35,True,-29.6,68,3.98,-4.36,-12.12,-10.23,-17.05,-15.91,-9.66,3.03,14.77,9.66
2015-04-20,064260,Danal Co. Ltd,KOSDAQ,기타,SmallCap,10800.0016,11100.0,20.1,8.1,140,7,2014-09-16,2015-04-10,1.19,False,0.0,47,14.81,10.19,7.87,-2.78,6.02,4.17,-6.02,-13.06,-11.48,-7.41
2020-04-28,064260,Danal Co. Ltd,KOSDAQ,기타,SmallCap,4250.0,4250.0,39.2,8.2,142,9,2019-09-19,2020-04-16,0.9,False,36.7,75,-0.82,-0.71,-2.35,-1.76,-8.71,-8.59,-6.35,-12.47,-9.88,-14.12
2020-04-29,064260,Danal Co. Ltd,KOSDAQ,기타,SmallCap,4215.0,4250.0,39.2,8.2,142,10,2019-09-19,2020-04-16,1.23,False,34.9,75,0.95,-1.07,3.08,0.36,-3.91,-5.93,-13.17,-14.47,-6.29,-12.22
2023-06-16,085620,Mirae Asset Life Insurance Co Ltd,KOSPI,기타,SmallCap,3495.0,3510.0,25.0,5.4,98,5,2023-01-16,2023-06-12,0.92,False,12.2,63,0.86,1.72,5.29,7.44,1.14,2.58,4.43,7.73,16.02,25.61
2012-09-28,004980,SungShin Cement Co. Ltd.,KOSDAQ,기타,SmallCap,4215.0,4320.0,31.9,8.1,144,7,2012-02-23,2012-09-20,0.92,False,0.0,47,-0.12,-5.1,-8.19,-6.76,0.95,1.19,9.85,11.03,2.73,11.03
2012-10-02,004980,SungShin Cement Co. Ltd.,KOSDAQ,기타,SmallCap,4210.0,4320.0,31.9,8.1,144,8,2012-02-23,2012-09-20,0.76,False,0.0,47,-3.68,-7.84,-4.75,-2.97,0.24,1.43,9.26,13.42,1.78,11.64
2019-01-23,004980,SungShin Cement Co. Ltd.,KOSDAQ,기타,SmallCap,12800.0,13100.0,30.9,6.5,95,7,2018-08-23,2019-01-15,0.64,False,90.7,79,0.78,-1.17,10.94,10.55,7.03,0.78,-15.23,-17.19,-13.67,-18.75
2019-01-24,004980,SungShin Cement Co. Ltd.,KOSDAQ,기타,SmallCap,12900.0,13100.0,30.9,6.5,95,8,2018-08-23,2019-01-15,0.63,False,92.4,79,-0.78,-5.81,7.75,7.36,7.36,2.71,-13.95,-17.44,-15.12,-21.32
2019-01-25,004980,SungShin Cement Co. Ltd.,KOSDAQ,기타,SmallCap,12800.0,13100.0,30.9,6.5,95,9,2018-08-23,2019-01-15,0.62,False,90.5,79,-1.17,10.94,12.11,8.59,6.25,4.69,-13.28,-18.36,-11.33,-21.88
2021-02-17,004980,SungShin Cement Co. Ltd.,KOSDAQ,기타,SmallCap,8420.0,8650.0,21.7,11.0,115,17,2020-08-04,2021-01-22,0.54,False,-6.5,44,-2.26,-3.44,-8.31,-6.18,-6.77,-5.23,23.52,21.14,25.89,26.48
2023-06-22,307870,B2En Co. Ltd.,KOSPI,기타,SmallCap,2280.0,2350.0,15.2,5.5,136,6,2022-11-25,2023-06-15,0.4,False,4.8,43,-0.88,3.73,3.95,-3.51,80.48,69.3,53.07,50.22,30.04,7.68
2023-06-26,307870,B2En Co. Ltd.,KOSPI,기타,SmallCap,2340.0,2350.0,15.2,5.5,136,8,2022-11-25,2023-06-15,0.49,False,6.5,51,1.07,1.28,-2.35,32.05,53.85,33.12,45.09,95.94,-5.98,-4.06
2012-10-19,005870,Huneed Tech,KOSPI,기타,SmallCap,3800.0,3845.0,17.0,7.3,190,10,2012-01-02,2012-10-08,0.2,False,16.8,67,-1.05,-4.87,0.92,14.47,1.97,10.26,10.26,7.37,1.58,4.47
2012-10-22,005870,Huneed Tech,KOSPI,기타,SmallCap,3760.0,3845.0,16.8,7.3,189,11,2012-01-03,2012-10-08,0.74,False,17.8,67,-1.2,1.33,-0.53,9.84,11.04,6.78,28.06,5.59,1.86,7.45
2012-10-25,005870,Huneed Tech,KOSPI,기타,SmallCap,3810.0,3845.0,15.9,7.3,186,14,2012-01-06,2012-10-08,0.98,False,21.0,67,0.66,7.09,10.63,1.71,10.5,8.53,14.44,-1.44,-0.13,7.61
2012-10-26,005870,Huneed Tech,KOSPI,기타,SmallCap,3835.0,3845.0,19.6,7.3,156,15,2012-02-21,2012-10-08,1.01,False,23.9,67,-2.48,9.0,13.43,1.04,9.26,10.17,19.43,-1.56,0.0,7.17
2012-10-29,005870,Huneed Tech,KOSPI,기타,SmallCap,3740.0,3845.0,19.6,7.3,156,16,2012-02-21,2012-10-08,0.41,False,20.8,67,9.09,12.7,10.43,11.63,7.35,17.65,16.44,2.41,1.6,6.95
2025-03-13,005870,Huneed Tech,KOSPI,기타,SmallCap,8800.0,9000.0,18.2,6.7,106,5,2024-09-25,2025-03-07,2.53,True,24.2,83,-2.73,-0.11,-3.75,5.23,-6.14,-10.57,-7.84,-4.55,1.93,11.14
2010-05-10,053050,GSE Co. Ltd,KOSDAQ,기타,SmallCap,2465.0,2490.0,16.6,6.2,153,12,2009-09-10,2010-04-22,0.49,False,0.0,43,-2.64,-4.67,-9.13,-9.13,-11.56,-16.23,-9.53,-10.95,-15.82,-20.49
2012-03-30,053050,GSE Co. Ltd,KOSDAQ,기타,SmallCap,2200.0,2210.0,32.7,6.1,108,5,2011-10-20,2012-03-26,1.6,True,0.0,47,2.27,-3.18,-4.32,-11.82,-15.68,-13.64,-12.73,-17.05,-17.05,-15.23
2021-06-01,053050,GSE Co. Ltd,KOSDAQ,기타,SmallCap,2030.0,2070.0,15.1,11.6,146,9,2020-10-16,2021-05-20,1.89,True,26.7,78,1.23,-0.49,0.99,7.14,5.91,4.68,5.17,-0.25,0.0,-14.29
2021-06-02,053050,GSE Co. Ltd,KOSDAQ,기타,SmallCap,2055.0,2070.0,15.1,11.6,146,10,2020-10-16,2021-05-20,1.96,True,30.4,78,-2.43,0.97,-0.24,6.57,4.14,4.14,3.65,-5.35,-5.6,-13.38
2021-06-04,053050,GSE Co. Ltd,KOSDAQ,기타,SmallCap,2020.0,2070.0,15.1,11.6,146,12,2020-10-16,2021-05-20,1.98,True,26.7,78,2.72,1.49,2.72,5.94,5.94,8.91,6.44,-3.47,-9.16,-10.15
2021-04-08,196700,WAPS Co. Ltd,KOSDAQ,기타,SmallCap,2120.0,2140.0,22.8,5.1,156,9,2020-08-06,2021-03-29,0.92,False,14.9,63,-0.94,8.96,7.55,4.95,4.48,13.21,24.53,175.94,251.89,208.49
2021-04-09,196700,WAPS Co. Ltd,KOSDAQ,기타,SmallCap,2100.0,2140.0,22.8,5.1,156,10,2020-08-06,2021-03-29,0.73,False,13.2,63,3.81,10.48,6.9,10.95,6.67,16.9,30.24,183.81,255.24,204.76
2021-05-17,196700,WAPS Co. Ltd,KOSDAQ,기타,SmallCap,2440.0,2480.0,27.6,6.0,194,5,2020-07-27,2021-05-11,0.63,False,22.2,71,0.82,16.19,12.09,11.68,144.26,274.59,231.97,184.84,191.8,101.84
2021-05-18,196700,WAPS Co. Ltd,KOSDAQ,기타,SmallCap,2460.0,2480.0,27.6,6.0,194,6,2020-07-27,2021-05-11,0.64,False,21.5,71,15.45,7.32,14.23,43.9,152.03,241.46,179.27,171.14,163.82,97.56
2011-09-07,089850,UBIVELOX Inc,KOSDAQ,기타,SmallCap,25500.0,25650.0,27.6,11.3,137,14,2011-01-28,2011-08-19,1.0,False,0.0,44,5.49,-3.33,-1.96,17.25,19.22,15.1,32.16,24.71,17.06,23.92
2015-08-04,089850,UBIVELOX Inc,KOSDAQ,기타,SmallCap,15400.0,15600.0,27.6,6.7,190,6,2014-10-22,2015-07-28,1.88,True,0.0,52,0.32,0.97,-0.97,-1.95,-6.17,18.83,18.18,12.99,35.71,16.23
2015-08-05,089850,UBIVELOX Inc,KOSDAQ,기타,SmallCap,15450.0,15600.0,27.6,6.7,190,7,2014-10-22,2015-07-28,1.71,True,0.0,52,-4.21,0.65,-1.29,-8.74,-8.41,21.04,15.21,15.53,33.98,19.09
2015-08-07,089850,UBIVELOX Inc,KOSDAQ,기타,SmallCap,15550.0,15600.0,27.6,6.7,190,9,2014-10-22,2015-07-28,1.08,False,0.0,47,0.0,-1.93,6.11,-11.58,3.54,25.72,19.61,21.54,23.79,10.29
2015-08-10,089850,UBIVELOX Inc,KOSDAQ,기타,SmallCap,15550.0,15600.0,27.6,6.7,190,10,2014-10-22,2015-07-28,1.21,False,0.0,47,-1.93,4.5,0.96,-8.04,9.65,15.43,21.22,22.51,22.83,6.43
2015-08-11,089850,UBIVELOX Inc,KOSDAQ,기타,SmallCap,15250.0,15600.0,25.9,6.7,189,11,2014-10-23,2015-07-28,1.27,False,0.0,47,0.0,8.2,-0.98,-5.25,20.0,25.25,14.75,23.61,29.51,3.93
2015-08-12,089850,UBIVELOX Inc,KOSDAQ,기타,SmallCap,15250.0,15600.0,22.0,6.7,184,12,2014-10-30,2015-07-28,1.38,False,0.0,47,6.56,2.95,-7.54,-7.21,22.62,25.25,14.1,23.93,23.93,3.93
2019-09-05,089850,UBIVELOX Inc,KOSDAQ,기타,SmallCap,7370.0,7580.0,15.9,9.0,102,11,2019-03-27,2019-08-22,0.51,False,28.2,75,-1.09,-4.75,-3.66,-0.81,-3.26,8.14,21.57,12.89,-6.11,-15.47
2019-10-01,089850,UBIVELOX Inc,KOSDAQ,기타,SmallCap,7750.0,7870.0,15.9,9.4,123,6,2019-03-27,2019-09-24,1.08,False,30.1,75,3.23,1.03,10.06,5.81,13.03,12.26,-5.42,-16.39,-15.23,-17.68
2021-12-29,089850,UBIVELOX Inc,KOSDAQ,기타,SmallCap,16750.0,17000.0,26.7,8.2,112,12,2021-07-01,2021-12-14,0.69,False,34.6,79,3.88,24.18,19.4,22.09,12.84,-1.49,-9.25,1.79,0.9,6.27
