ticker,name,theme,theme_no
005250,녹십자홀딩스,지주사,111
006040,동원산업,지주사,111
003300,한일홀딩스,지주사,111
017810,풀무원,지주사,111
036420,콘텐트리중앙,지주사,111
010770,평화홀딩스,지주사,111
044820,코스맥스비티아이,지주사,111
000480,CR홀딩스,지주사,111
001230,동국홀딩스,지주사,111
006200,한국전자홀딩스,지주사,111
034730,SK,지주사,111
121440,골프존홀딩스,지주사,111
487570,HS효성,지주사,111
105560,KB금융,지주사,111
055550,신한지주,지주사,111
004150,한솔홀딩스,지주사,111
072710,농심홀딩스,지주사,111
078930,GS,지주사,111
058650,세아홀딩스,지주사,111
005990,매일홀딩스,지주사,111
000070,삼양홀딩스,지주사,111
015860,일진홀딩스,지주사,111
107590,미원홀딩스,지주사,111
241590,화승엔터프라이즈,지주사,111
363280,티와이홀딩스,지주사,111
316140,우리금융지주,지주사,111
180640,한진칼,지주사,111
001940,KISCO홀딩스,지주사,111
004840,DRB동일,지주사,111
003090,대웅,지주사,111
138930,BNK금융지주,지주사,111
035810,이지홀딩스,지주사,111
025530,SJM홀딩스,지주사,111
008930,한미사이언스,지주사,111
000240,한국앤컴퍼니,지주사,111
006840,AK홀딩스,지주사,111
010060,OCI홀딩스,지주사,111
013570,디와이,지주사,111
016450,한세예스24홀딩스,지주사,111
035610,솔본,지주사,111
000180,성창기업지주,지주사,111
001630,종근당홀딩스,지주사,111
002620,제일파마홀딩스,지주사,111
005740,크라운해태홀딩스,지주사,111
034810,해성산업,지주사,111
027410,BGF,지주사,111
042420,네오위즈홀딩스,지주사,111
063080,컴투스홀딩스,지주사,111
007700,F&F홀딩스,지주사,111
001040,CJ,지주사,111
005810,풍산홀딩스,지주사,111
008060,대덕,지주사,111
900140,엘브이엠씨홀딩스,지주사,111
084690,대상홀딩스,지주사,111
000700,유수홀딩스,지주사,111
072470,우리산업홀딩스,지주사,111
007540,샘표,지주사,111
015360,INVENI,지주사,111
060980,HL홀딩스,지주사,111
039020,이건홀딩스,지주사,111
009970,영원무역홀딩스,지주사,111
005720,넥센,지주사,111
081660,미스토홀딩스,지주사,111
138040,메리츠금융지주,지주사,111
012030,DB,지주사,111
007860,서연,지주사,111
000320,노루홀딩스,지주사,111
024720,콜마홀딩스,지주사,111
383800,LX홀딩스,지주사,111
078070,유비쿼스홀딩스,지주사,111
000640,동아쏘시오홀딩스,지주사,111
003480,한진중공업홀딩스,지주사,111
009540,HD한국조선해양,지주사,111
003030,세아제강지주,지주사,111
045970,코아시아,지주사,111
096760,JW홀딩스,지주사,111
123040,엠에스오토텍,지주사,111
004990,롯데지주,지주사,111
042370,비츠로테크,지주사,111
012630,HDC,지주사,111
102260,동성케미컬,지주사,111
950250,테라뷰,지주사,111
003380,하림지주,지주사,111
036530,SNT홀딩스,지주사,111
002790,아모레퍼시픽홀딩스,지주사,111
028260,삼성물산,지주사,111
241560,두산밥캣,지주사,111
192400,쿠쿠홀딩스,지주사,111
071050,한국금융지주,지주사,111
005440,현대지에프홀딩스,지주사,111
054620,APS,지주사,111
084110,휴온스글로벌,지주사,111
002020,코오롱,지주사,111
229640,LS에코에너지,지주사,111
086520,에코프로,지주사,111
088390,이녹스,지주사,111
030530,원익홀딩스,지주사,111
006120,SK디스커버리,지주사,111
012320,경동인베스트,지주사,111
499790,GS피앤엘,지주사,111
000210,DL,지주사,111
036830,솔브레인홀딩스,지주사,111
101930,인화정공,조선기자재,94
092460,한라IMS,조선기자재,94
086670,비엠티,조선기자재,94
100090,SK오션플랜트,조선기자재,94
333430,일승,조선기자재,94
103230,에스앤더블류,조선기자재,94
382900,범한퓨얼셀,조선기자재,94
082740,한화엔진,조선기자재,94
085310,엔케이,조선기자재,94
413630,씨피시스템,조선기자재,94
096350,대창솔루션,조선기자재,94
033500,동성화인텍,조선기자재,94
108380,대양전기공업,조선기자재,94
133820,화인베스틸,조선기자재,94
443060,HD현대마린솔루션,조선기자재,94
355690,에이텀,조선기자재,94
101000,KS인더스트리,조선기자재,94
120030,조선선재,조선기자재,94
013030,하이록코리아,조선기자재,94
017960,한국카본,조선기자재,94
099410,동방선기,조선기자재,94
044490,태웅,조선기자재,94
217590,티엠씨,조선기자재,94
014940,오리엔탈정공,조선기자재,94
064820,케이프,조선기자재,94
073010,케이에스피,조선기자재,94
014620,성광벤드,조선기자재,94
023160,태광,조선기자재,94
075580,세진중공업,조선기자재,94
054540,삼영엠텍,조선기자재,94
071970,HD현대마린엔진,조선기자재,94
012210,삼미금속,조선기자재,94
460930,현대힘스,조선기자재,94
333620,에스엔시스,조선기자재,94
077970,STX엔진,조선기자재,94
340810,시선AI,딥페이크(deepfake),566
047080,한빛소프트,딥페이크(deepfake),566
042510,라온시큐어,딥페이크(deepfake),566
476080,M83,딥페이크(deepfake),566
456010,아이씨티케이,딥페이크(deepfake),566
197140,디지캡,딥페이크(deepfake),566
075130,플랜티넷,딥페이크(deepfake),566
411080,샌즈랩,딥페이크(deepfake),566
443670,에스피소프트,딥페이크(deepfake),566
047560,이스트소프트,딥페이크(deepfake),566
330730,스톤브릿지벤처스,딥페이크(deepfake),566
355390,크라우드웍스,딥페이크(deepfake),566
150900,파수에이아이,딥페이크(deepfake),566
347860,알체라,딥페이크(deepfake),566
065440,이루온,삼성페이,348
061040,알에프텍,삼성페이,348
004800,효성,삼성페이,348
042510,라온시큐어,삼성페이,348
029780,삼성카드,삼성페이,348
025770,한국정보통신,삼성페이,348
303030,지니틱스,삼성페이,348
035600,KG이니시스,삼성페이,348
094280,효성ITX,삼성페이,348
053300,한국정보인증,삼성페이,348
091700,파트론,삼성페이,348
089850,유비벨록스,삼성페이,348
224110,에이텍모빌리티,삼성페이,348
192250,케이사인,삼성페이,348
115310,인포바인,삼성페이,348
046440,KG파이낸셜,삼성페이,348
052400,코나아이,삼성페이,348
005930,삼성전자,삼성페이,348
060250,NHN KCP,삼성페이,348
094480,갤럭시아머니트리,삼성페이,348
036800,나이스정보통신,삼성페이,348
064260,다날,삼성페이,348
004710,한솔테크닉스,삼성페이,348
203650,드림시큐리티,삼성페이,348
052710,아모텍,삼성페이,348
060230,제이케이시냅스,삼성페이,348
444530,심플랫폼,지능형로봇/인공지능(AI),99
215100,로보로보,지능형로봇/인공지능(AI),99
340810,시선AI,지능형로봇/인공지능(AI),99
148780,비큐AI,지능형로봇/인공지능(AI),99
117730,티로보틱스,지능형로봇/인공지능(AI),99
388720,유일로보틱스,지능형로봇/인공지능(AI),99
066570,LG전자,지능형로봇/인공지능(AI),99
463020,뉴엔AI,지능형로봇/인공지능(AI),99
090360,로보스타,지능형로봇/인공지능(AI),99
301300,바이브컴퍼니,지능형로봇/인공지능(AI),99
205100,엑셈,지능형로봇/인공지능(AI),99
078890,가온그룹,지능형로봇/인공지능(AI),99
413640,비아이매트릭스,지능형로봇/인공지능(AI),99
270660,에브리봇,지능형로봇/인공지능(AI),99
460940,피앤에스로보틱스,지능형로봇/인공지능(AI),99
033640,네패스,지능형로봇/인공지능(AI),99
321820,아티스트컴퍼니,지능형로봇/인공지능(AI),99
455900,엔젤로보틱스,지능형로봇/인공지능(AI),99
389680,유디엠텍,지능형로봇/인공지능(AI),99
012450,한화에어로스페이스,지능형로봇/인공지능(AI),99
219420,링크제니시스,지능형로봇/인공지능(AI),99
377480,마음AI,지능형로봇/인공지능(AI),99
286940,롯데이노베이트,지능형로봇/인공지능(AI),99
419120,산돌,지능형로봇/인공지능(AI),99
175140,휴먼테크놀로지,지능형로봇/인공지능(AI),99
056080,유진로봇,지능형로봇/인공지능(AI),99
290660,다이나믹솔루션,지능형로봇/인공지능(AI),99
486990,노타,지능형로봇/인공지능(AI),99
058970,엠로,지능형로봇/인공지능(AI),99
263800,데이타솔루션,지능형로봇/인공지능(AI),99
239340,이스트에이드,지능형로봇/인공지능(AI),99
049950,미래컴퍼니,지능형로봇/인공지능(AI),99
143540,영우디에스피,지능형로봇/인공지능(AI),99
217500,러셀,지능형로봇/인공지능(AI),99
303530,이노뎁,지능형로봇/인공지능(AI),99
065370,위세아이텍,지능형로봇/인공지능(AI),99
096250,와이즈넛,지능형로봇/인공지능(AI),99
041460,한국전자인증,지능형로봇/인공지능(AI),99
250060,모비스,지능형로봇/인공지능(AI),99
300120,라온피플,지능형로봇/인공지능(AI),99
475400,씨메스로보틱스,지능형로봇/인공지능(AI),99
299170,더블유에스아이,지능형로봇/인공지능(AI),99
090710,휴림로봇,지능형로봇/인공지능(AI),99
018260,삼성에스디에스,지능형로봇/인공지능(AI),99
402030,코난테크놀로지,지능형로봇/인공지능(AI),99
060280,큐렉소,지능형로봇/인공지능(AI),99
488280,에스투더블유,지능형로봇/인공지능(AI),99
108860,셀바스AI,지능형로봇/인공지능(AI),99
099390,브레인즈컴퍼니,지능형로봇/인공지능(AI),99
010820,퍼스텍,지능형로봇/인공지능(AI),99
355390,크라우드웍스,지능형로봇/인공지능(AI),99
466100,클로봇,지능형로봇/인공지능(AI),99
452450,피아이이,지능형로봇/인공지능(AI),99
290090,트윔,지능형로봇/인공지능(AI),99
304100,솔트룩스,지능형로봇/인공지능(AI),99
288980,모아데이타,지능형로봇/인공지능(AI),99
108490,로보티즈,지능형로봇/인공지능(AI),99
099440,스맥,지능형로봇/인공지능(AI),99
125490,한라캐스트,지능형로봇/인공지능(AI),99
098460,고영,지능형로봇/인공지능(AI),99
189330,씨이랩,지능형로봇/인공지능(AI),99
291810,핀텔,지능형로봇/인공지능(AI),99
417860,오브젠,지능형로봇/인공지능(AI),99
049480,오픈베이스,지능형로봇/인공지능(AI),99
347860,알체라,지능형로봇/인공지능(AI),99
127980,화인써키트,PCB(FPCB 등),287
251370,와이엠티,PCB(FPCB 등),287
168360,펨트론,PCB(FPCB 등),287
356860,티엘비,PCB(FPCB 등),287
007660,이수페타시스,PCB(FPCB 등),287
066900,디에이피,PCB(FPCB 등),287
036010,아비코전자,PCB(FPCB 등),287
125210,아모그린텍,PCB(FPCB 등),287
082850,우리바이오,PCB(FPCB 등),287
009150,삼성전기,PCB(FPCB 등),287
085910,네오티스,PCB(FPCB 등),287
015260,에이엔피,PCB(FPCB 등),287
092300,현우산업,PCB(FPCB 등),287
045300,성우테크론,PCB(FPCB 등),287
353200,대덕전자,PCB(FPCB 등),287
090460,비에이치,PCB(FPCB 등),287
020150,롯데에너지머티리얼즈,PCB(FPCB 등),287
222800,심텍,PCB(FPCB 등),287
025320,시노펙스,PCB(FPCB 등),287
254120,자비스,PCB(FPCB 등),287
007810,코리아써키트,PCB(FPCB 등),287
272290,이녹스첨단소재,PCB(FPCB 등),287
161580,필옵틱스,PCB(FPCB 등),287
178920,PI첨단소재,PCB(FPCB 등),287
089980,상아프론테크,PCB(FPCB 등),287
051370,인터플렉스,PCB(FPCB 등),287
085670,뉴프렉스,PCB(FPCB 등),287
219130,타이거일렉,PCB(FPCB 등),287
131400,이브이첨단소재,PCB(FPCB 등),287
209640,와이제이링크,PCB(FPCB 등),287
323280,태성,PCB(FPCB 등),287
322000,HD현대에너지솔루션,우주태양광(페로브스카이트 등),595
009830,한화솔루션,우주태양광(페로브스카이트 등),595
489500,엘케이켐,우주태양광(페로브스카이트 등),595
086390,유니테스트,우주태양광(페로브스카이트 등),595
015760,한국전력,우주태양광(페로브스카이트 등),595
357550,석경에이티,우주태양광(페로브스카이트 등),595
171090,선익시스템,우주태양광(페로브스카이트 등),595
255440,야스,우주태양광(페로브스카이트 등),595
078600,대주전자재료,우주태양광(페로브스카이트 등),595
241770,메카로,우주태양광(페로브스카이트 등),595
327260,RF머트리얼즈,통신장비,92
050890,쏠리드,통신장비,92
178320,서진시스템,통신장비,92
035460,기산텔레콤,통신장비,92
115440,우리넷,통신장비,92
073490,LIG아큐버,통신장비,92
218410,RFHIC,통신장비,92
170790,파이오링크,통신장비,92
138080,오이솔루션,통신장비,92
073540,에프알텍,통신장비,92
078890,가온그룹,통신장비,92
230240,에치에프알,통신장비,92
060370,LS마린솔루션,통신장비,92
095270,웨이브일렉트로,통신장비,92
389020,자람테크놀로지,통신장비,92
289930,웨이비스,통신장비,92
264450,유비쿼스,통신장비,92
088280,쏘닉스,통신장비,92
032500,케이엠더블유,통신장비,92
321370,센서뷰,통신장비,92
065770,CS,통신장비,92
039560,다산네트웍스,통신장비,92
037460,삼지전자,통신장비,92
388790,라이콤,통신장비,92
192410,오늘이엔엠,통신장비,92
175140,휴먼테크놀로지,통신장비,92
088800,에이스테크,통신장비,92
200230,텔콘RF제약,통신장비,92
109070,주성코퍼레이션,통신장비,92
109080,옵티시스,통신장비,92
217590,티엠씨,통신장비,92
091440,한울소재과학,통신장비,92
340360,다보링크,통신장비,92
211270,AP위성,통신장비,92
065530,와이어블,통신장비,92
056360,코위버,통신장비,92
062970,한국첨단소재,통신장비,92
189300,인텔리안테크,통신장비,92
069540,빛과전자,통신장비,92
148250,알엔투테크놀로지,통신장비,92
100590,머큐리,통신장비,92
046970,우리로,통신장비,92
072950,빛샘전자,통신장비,92
033790,피노,통신장비,92
049080,기가레인,통신장비,92
215790,이노인스트루먼트,통신장비,92
023530,롯데쇼핑,백화점,318
006370,대구백화점,백화점,318
004170,신세계,백화점,318
037710,광주신세계,백화점,318
069960,현대백화점,백화점,318
452260,한화갤러리아,백화점,318
010950,S-Oil,정유,185
078930,GS,정유,185
096770,SK이노베이션,정유,185
408900,스튜디오미르,영상콘텐츠,127
173940,에프엔씨엔터,영상콘텐츠,127
317530,에피소드컴퍼니,영상콘텐츠,127
458350,에스팀,영상콘텐츠,127
086980,쇼박스,영상콘텐츠,127
476080,M83,영상콘텐츠,127
034120,SBS,영상콘텐츠,127
036420,콘텐트리중앙,영상콘텐츠,127
046390,삼화네트웍스,영상콘텐츠,127
322780,코퍼스코리아,영상콘텐츠,127
051780,큐로홀딩스,영상콘텐츠,127
310200,애니플러스,영상콘텐츠,127
035620,바른손이앤에이,영상콘텐츠,127
018700,바른손,영상콘텐츠,127
206560,덱스터,영상콘텐츠,127
068050,팬엔터테인먼트,영상콘텐츠,127
200350,아티스트스튜디오,영상콘텐츠,127
241840,에이스토리,영상콘텐츠,127
048550,SM C&C,영상콘텐츠,127
054780,키이스트,영상콘텐츠,127
048910,대원미디어,영상콘텐츠,127
122450,KX,영상콘텐츠,127
210120,캔버스엔,영상콘텐츠,127
160550,NEW,영상콘텐츠,127
432430,와이랩,영상콘텐츠,127
299900,위지윅스튜디오,영상콘텐츠,127
950190,고스트스튜디오,영상콘텐츠,127
253450,스튜디오드래곤,영상콘텐츠,127
035760,CJ ENM,영상콘텐츠,127
047820,초록뱀미디어,영상콘텐츠,127
035900,JYP Ent.,영상콘텐츠,127
289220,자이언트스텝,영상콘텐츠,127
389140,포바이포,영상콘텐츠,127
403850,더핑크퐁컴퍼니,영상콘텐츠,127
419530,SAMG엔터,영상콘텐츠,127
066570,LG전자,IT 대표주,173
000660,SK하이닉스,IT 대표주,173
034220,LG디스플레이,IT 대표주,173
018260,삼성에스디에스,IT 대표주,173
006400,삼성SDI,IT 대표주,173
005930,삼성전자,IT 대표주,173
066570,LG전자,냉각시스템(액침냉각 등),560
060310,3S,냉각시스템(액침냉각 등),560
053080,케이엔솔,냉각시스템(액침냉각 등),560
034730,SK,냉각시스템(액침냉각 등),560
396470,워트,냉각시스템(액침냉각 등),560
012450,한화에어로스페이스,냉각시스템(액침냉각 등),560
078930,GS,냉각시스템(액침냉각 등),560
083450,GST,냉각시스템(액침냉각 등),560
096770,SK이노베이션,냉각시스템(액침냉각 등),560
036200,유니셈,냉각시스템(액침냉각 등),560
067170,오텍,냉각시스템(액침냉각 등),560
107640,한중엔시에스,냉각시스템(액침냉각 등),560
006260,LS,무선충전기술,321
061040,알에프텍,무선충전기술,321
066570,LG전자,무선충전기술,321
043590,웰킵스하이텍,무선충전기술,321
357580,아모센스,무선충전기술,321
090460,비에이치,무선충전기술,321
005930,삼성전자,무선충전기술,321
459100,위츠,무선충전기술,321
011070,LG이노텍,무선충전기술,321
054210,이랜텍,무선충전기술,321
004710,한솔테크닉스,무선충전기술,321
089010,켐트로닉스,무선충전기술,321
355150,코스텍시스,전력반도체,533
000990,DB하이텍,전력반도체,533
405100,큐알티,전력반도체,533
102120,어보브반도체,전력반도체,533
172670,에이엘티,전력반도체,533
096690,에이루트,전력반도체,533
092220,KEC,전력반도체,533
247660,나노씨엠에스,전력반도체,533
000660,SK하이닉스,전력반도체,533
464500,아이언디바이스,전력반도체,533
061970,LB세미콘,전력반도체,533
005930,삼성전자,전력반도체,533
037030,파워넷,전력반도체,533
095610,테스,전력반도체,533
110990,디아이티,전력반도체,533
039440,에스티아이,전력반도체,533
429270,시지트로닉스,전력반도체,533
432470,케이엔에스,전력반도체,533
038880,아이에이,전력반도체,533
053080,케이엔솔,코로나19(음압병실/음압구급차),452
011930,신성이엔지,코로나19(음압병실/음압구급차),452
067570,엔브이에이치코리아,코로나19(음압병실/음압구급차),452
109610,에스와이,코로나19(음압병실/음압구급차),452
215380,우정바이오,코로나19(음압병실/음압구급차),452
130500,GH신소재,코로나19(음압병실/음압구급차),452
067170,오텍,코로나19(음압병실/음압구급차),452
006890,태경케미컬,콜드체인(저온 유통),464
246960,SCL사이언스,콜드체인(저온 유통),464
115450,HLB테라퓨틱스,콜드체인(저온 유통),464
014130,한익스프레스,콜드체인(저온 유통),464
096350,대창솔루션,콜드체인(저온 유통),464
131220,대한과학,콜드체인(저온 유통),464
038070,서린바이오,콜드체인(저온 유통),464
000640,동아쏘시오홀딩스,콜드체인(저온 유통),464
083450,GST,콜드체인(저온 유통),464
144510,지씨셀,콜드체인(저온 유통),464
068330,일신바이오,콜드체인(저온 유통),464
119830,아이텍,콜드체인(저온 유통),464
184230,SGA솔루션즈,클라우드 컴퓨팅,276
010280,아이티센엔텍,클라우드 컴퓨팅,276
205100,엑셈,클라우드 컴퓨팅,276
170790,파이오링크,클라우드 컴퓨팅,276
030200,KT,클라우드 컴퓨팅,276
072130,유엔젤,클라우드 컴퓨팅,276
069410,엔텔스,클라우드 컴퓨팅,276
189690,포시에스,클라우드 컴퓨팅,276
079940,가비아,클라우드 컴퓨팅,276
064800,포니링크,클라우드 컴퓨팅,276
049470,비트플래닛,클라우드 컴퓨팅,276
034730,SK,클라우드 컴퓨팅,276
328380,솔트웨어,클라우드 컴퓨팅,276
012510,더존비즈온,클라우드 컴퓨팅,276
094280,효성ITX,클라우드 컴퓨팅,276
242040,나무기술,클라우드 컴퓨팅,276
060850,영림원소프트랩,클라우드 컴퓨팅,276
017670,SK텔레콤,클라우드 컴퓨팅,276
093320,케이아이엔엑스,클라우드 컴퓨팅,276
058970,엠로,클라우드 컴퓨팅,276
192250,케이사인,클라우드 컴퓨팅,276
023590,다우기술,클라우드 컴퓨팅,276
012030,DB,클라우드 컴퓨팅,276
443670,에스피소프트,클라우드 컴퓨팅,276
220180,핸디소프트,클라우드 컴퓨팅,276
030520,한글과컴퓨터,클라우드 컴퓨팅,276
018260,삼성에스디에스,클라우드 컴퓨팅,276
307870,비투엔,클라우드 컴퓨팅,276
064400,LG씨엔에스,클라우드 컴퓨팅,276
053800,안랩,클라우드 컴퓨팅,276
290270,휴네시온,클라우드 컴퓨팅,276
304100,솔트룩스,클라우드 컴퓨팅,276
022100,포스코DX,클라우드 컴퓨팅,276
041020,폴라리스오피스,클라우드 컴퓨팅,276
035420,NAVER,클라우드 컴퓨팅,276
049480,오픈베이스,클라우드 컴퓨팅,276
357230,에이치피오,건강기능식품,487
222040,코스맥스엔비티,건강기능식품,487
293780,압타바이오,건강기능식품,487
065170,비엘팜텍,건강기능식품,487
033780,KT&G,건강기능식품,487
318010,팜스빌,건강기능식품,487
153490,우리이앤엘하루틴,건강기능식품,487
225430,케이엠제약,건강기능식품,487
223310,사토시홀딩스,건강기능식품,487
123840,뉴온,건강기능식품,487
314140,알피바이오,건강기능식품,487
353190,휴럼,건강기능식품,487
053950,경남제약,건강기능식품,487
051900,LG생활건강,건강기능식품,487
078160,메디포스트,건강기능식품,487
214370,케어젠,건강기능식품,487
063160,종근당바이오,건강기능식품,487
003220,대원제약,건강기능식품,487
238200,비피도,건강기능식품,487
001630,종근당홀딩스,건강기능식품,487
243070,휴온스,건강기능식품,487
180400,DXVX,건강기능식품,487
008490,서흥,건강기능식품,487
377220,프롬바이오,건강기능식품,487
260970,에스앤디,건강기능식품,487
142760,모아라이프플러스,건강기능식품,487
270870,뉴트리,건강기능식품,487
049960,쎌바이오텍,건강기능식품,487
471820,셀로맥스사이언스,건강기능식품,487
084690,대상홀딩스,건강기능식품,487
194700,노바렉스,건강기능식품,487
239610,에이치엘사이언스,건강기능식품,487
048870,시너지이노베이션,건강기능식품,487
047920,HLB제약,건강기능식품,487
200130,콜마비앤에이치,건강기능식품,487
362320,청담글로벌,건강기능식품,487
035080,그래디언트,건강기능식품,487
435570,에르코스,건강기능식품,487
195940,HK이노엔,건강기능식품,487
084990,헬릭스미스,건강기능식품,487
168330,내츄럴엔도텍,건강기능식품,487
092040,아미코젠,건강기능식품,487
234690,녹십자웰빙,건강기능식품,487
092730,네오팜,건강기능식품,487
327260,RF머트리얼즈,방위산업/전쟁 및 테러,144
474610,RF시스템즈,방위산업/전쟁 및 테러,144
140430,카티스,방위산업/전쟁 및 테러,144
077360,덕산하이메탈,방위산업/전쟁 및 테러,144
082920,비츠로셀,방위산업/전쟁 및 테러,144
010280,아이티센엔텍,방위산업/전쟁 및 테러,144
035460,기산텔레콤,방위산업/전쟁 및 테러,144
218410,RFHIC,방위산업/전쟁 및 테러,144
003570,SNT다이내믹스,방위산업/전쟁 및 테러,144
064350,현대로템,방위산업/전쟁 및 테러,144
047810,한국항공우주,방위산업/전쟁 및 테러,144
095270,웨이브일렉트로,방위산업/전쟁 및 테러,144
000880,한화,방위산업/전쟁 및 테러,144
003010,혜인,방위산업/전쟁 및 테러,144
010170,대한광통신,방위산업/전쟁 및 테러,144
289930,웨이비스,방위산업/전쟁 및 테러,144
368770,파이버프로,방위산업/전쟁 및 테러,144
096630,에스코넥,방위산업/전쟁 및 테러,144
065950,웰크론,방위산업/전쟁 및 테러,144
274400,이노시뮬레이션,방위산업/전쟁 및 테러,144
321370,센서뷰,방위산업/전쟁 및 테러,144
084850,아이티엠반도체,방위산업/전쟁 및 테러,144
040300,YTN,방위산업/전쟁 및 테러,144
012450,한화에어로스페이스,방위산업/전쟁 및 테러,144
015710,코콤,방위산업/전쟁 및 테러,144
090080,평화산업,방위산업/전쟁 및 테러,144
310870,디와이씨,방위산업/전쟁 및 테러,144
042660,한화오션,방위산업/전쟁 및 테러,144
119500,포메탈,방위산업/전쟁 및 테러,144
272210,한화시스템,방위산업/전쟁 및 테러,144
065450,빅텍,방위산업/전쟁 및 테러,144
108380,대양전기공업,방위산업/전쟁 및 테러,144
013810,스페코,방위산업/전쟁 및 테러,144
088800,에이스테크,방위산업/전쟁 및 테러,144
484870,엠앤씨솔루션,방위산업/전쟁 및 테러,144
005810,풍산홀딩스,방위산업/전쟁 및 테러,144
005870,휴니드,방위산업/전쟁 및 테러,144
129920,대성하이텍,방위산업/전쟁 및 테러,144
006050,국영지앤엠,방위산업/전쟁 및 테러,144
484590,삼양컴텍,방위산업/전쟁 및 테러,144
372910,한컴라이프케어,방위산업/전쟁 및 테러,144
081180,쎄크,방위산업/전쟁 및 테러,144
095190,신화프리텍,방위산업/전쟁 및 테러,144
003490,대한항공,방위산업/전쟁 및 테러,144
009540,HD한국조선해양,방위산업/전쟁 및 테러,144
042370,비츠로테크,방위산업/전쟁 및 테러,144
103140,풍산,방위산업/전쟁 및 테러,144
024740,한일단조,방위산업/전쟁 및 테러,144
079550,LIG디펜스앤에어로스페이스,방위산업/전쟁 및 테러,144
010820,퍼스텍,방위산업/전쟁 및 테러,144
361390,제노코,방위산업/전쟁 및 테러,144
032820,우리기술,방위산업/전쟁 및 테러,144
000270,기아,방위산업/전쟁 및 테러,144
437730,삼현,방위산업/전쟁 및 테러,144
012210,삼미금속,방위산업/전쟁 및 테러,144
011210,현대위아,방위산업/전쟁 및 테러,144
274090,켄코아에어로스페이스,방위산업/전쟁 및 테러,144
448710,코츠테크놀로지,방위산업/전쟁 및 테러,144
097230,HJ중공업,방위산업/전쟁 및 테러,144
377330,이지트로닉스,방위산업/전쟁 및 테러,144
215090,솔디펜스,방위산업/전쟁 및 테러,144
064960,SNT모티브,방위산업/전쟁 및 테러,144
214430,아이쓰리시스템,방위산업/전쟁 및 테러,144
099320,쎄트렉아이,방위산업/전쟁 및 테러,144
077970,STX엔진,방위산업/전쟁 및 테러,144
043200,파루,"백신/진단시약/방역(신종플루, AI 등)",108
261780,차백신연구소,"백신/진단시약/방역(신종플루, AI 등)",108
011000,진원생명과학,"백신/진단시약/방역(신종플루, AI 등)",108
303360,프로티아,"백신/진단시약/방역(신종플루, AI 등)",108
005250,녹십자홀딩스,"백신/진단시약/방역(신종플루, AI 등)",108
060590,씨티씨바이오,"백신/진단시약/방역(신종플루, AI 등)",108
036480,대성미생물,"백신/진단시약/방역(신종플루, AI 등)",108
003060,에이프로젠바이오로직스,"백신/진단시약/방역(신종플루, AI 등)",108
086060,진바이오텍,"백신/진단시약/방역(신종플루, AI 등)",108
061250,화일약품,"백신/진단시약/방역(신종플루, AI 등)",108
033250,체시스,"백신/진단시약/방역(신종플루, AI 등)",108
018620,우진비앤지,"백신/진단시약/방역(신종플루, AI 등)",108
054670,대한뉴팜,"백신/진단시약/방역(신종플루, AI 등)",108
348080,큐라티스,"백신/진단시약/방역(신종플루, AI 등)",108
044960,이글벳,"백신/진단시약/방역(신종플루, AI 등)",108
072020,중앙백신,"백신/진단시약/방역(신종플루, AI 등)",108
206640,바디텍메드,"백신/진단시약/방역(신종플루, AI 등)",108
153710,옵티팜,"백신/진단시약/방역(신종플루, AI 등)",108
185490,아이진,"백신/진단시약/방역(신종플루, AI 등)",108
142760,모아라이프플러스,"백신/진단시약/방역(신종플루, AI 등)",108
014570,고려제약,"백신/진단시약/방역(신종플루, AI 등)",108
302440,SK바이오사이언스,"백신/진단시약/방역(신종플루, AI 등)",108
185750,종근당,"백신/진단시약/방역(신종플루, AI 등)",108
003850,보령,"백신/진단시약/방역(신종플루, AI 등)",108
006280,녹십자,"백신/진단시약/방역(신종플루, AI 등)",108
003120,일성아이에스,"백신/진단시약/방역(신종플루, AI 등)",108
000100,유한양행,"백신/진단시약/방역(신종플루, AI 등)",108
036220,오상헬스케어,"백신/진단시약/방역(신종플루, AI 등)",108
007570,일양약품,"백신/진단시약/방역(신종플루, AI 등)",108
019170,신풍제약,"백신/진단시약/방역(신종플루, AI 등)",108
096530,씨젠,"백신/진단시약/방역(신종플루, AI 등)",108
950130,엑세스바이오,"백신/진단시약/방역(신종플루, AI 등)",108
041960,코미팜,"백신/진단시약/방역(신종플루, AI 등)",108
109820,진매트릭스,"백신/진단시약/방역(신종플루, AI 등)",108
253840,수젠텍,"백신/진단시약/방역(신종플루, AI 등)",108
206650,유바이오로직스,"백신/진단시약/방역(신종플루, AI 등)",108
009290,광동제약,"백신/진단시약/방역(신종플루, AI 등)",108
084650,랩지노믹스,"백신/진단시약/방역(신종플루, AI 등)",108
064550,바이오니아,"백신/진단시약/방역(신종플루, AI 등)",108
048530,인트론바이오,"백신/진단시약/방역(신종플루, AI 등)",108
389470,인벤티지랩,"백신/진단시약/방역(신종플루, AI 등)",108
128940,한미약품,"백신/진단시약/방역(신종플루, AI 등)",108
285130,SK케미칼,"백신/진단시약/방역(신종플루, AI 등)",108
007070,GS리테일,편의점,384
024800,유성티엔에스,편의점,384
282330,BGF리테일,편의점,384
139480,이마트,편의점,384
004990,롯데지주,편의점,384
077360,덕산하이메탈,드론(Drone),349
035460,기산텔레콤,드론(Drone),349
047080,한빛소프트,드론(Drone),349
047810,한국항공우주,드론(Drone),349
