ticker,name,exchange,sector,cap,cur,rs,trend_ok,pattern_ok,signal,score,rf_score,reason,pivot,cup_depth,handle_depth,vol_ratio,cup_days,handle_days,pct_from_pivot,safety,watching
CELH,Celsius Holdings Inc,NASDAQ,Consumer Defensive,MidCap,32.26,-24.7,False,False,False,0,,트렌드 미통과,,,,,,,,,
CENT,Central Garden & Pet Company,NASDAQ,Consumer Defensive,MidCap,44.37,11.5,True,False,False,48,,패턴 미감지,,,,,,,,,
CENTA,Central Garden & Pet Company A,NASDAQ,Consumer Defensive,MidCap,38.5,7.2,True,False,False,40,,패턴 미감지,,,,,,,,,
CENX,Century Aluminum Company,NASDAQ,Basic Materials,MidCap,43.58,5.9,False,False,False,0,,트렌드 미통과,,,,,,,,,
CEPF,"Cantor Equity Partners IV, Inc. Class A Ordinary Shares",NASDAQ,Financial Services,SmallCap,10.39,-6.8,False,False,False,0,,트렌드 미통과,,,,,,,,,
CEPU,Central Puerto S.A.,NYSE,Utilities,MidCap,12.9,-17.7,False,False,False,0,,트렌드 미통과,,,,,,,,,
CEPV,"Cantor Equity Partners V, Inc. Class A Ordinary Shares",NASDAQ,Financial Services,SmallCap,10.38,-5.8,False,False,False,0,,트렌드 미통과,,,,,,,,,
CEROW,CERo Therapeutics Holdings Inc,NASDAQ,nan,nan,0.0,-97.6,False,False,False,0,,트렌드 미통과,,,,,,,,,
CERS,Cerus Corporation,NASDAQ,Healthcare,SmallCap,2.85,38.7,True,False,False,64,,패턴 미감지,,,,,,,,,
CERT,Certara Inc,NASDAQ,Healthcare,SmallCap,8.36,21.3,False,False,False,0,,트렌드 미통과,,,,,,,,,
CET,Central Securities Corporation,NYSE MKT,Financial Services,SmallCap,54.7,-3.8,False,False,False,0,,트렌드 미통과,,,,,,,,,
CEVA,CEVA Inc,NASDAQ,Technology,SmallCap,29.9,2.5,False,False,False,0,,트렌드 미통과,,,,,,,,,
CF,CF Industries Holdings Inc,NYSE,Basic Materials,LargeCap,119.02,9.3,True,False,False,40,,패턴 미감지,,,,,,,,,
CFFN,Capitol Federal Financial Inc,NASDAQ,Financial Services,SmallCap,8.49,10.6,False,False,False,0,,트렌드 미통과,,,,,,,,,
CFG,"Citizens Financial Group, Inc.",NYSE,Financial Services,LargeCap,70.76,13.6,False,False,False,0,,트렌드 미통과,,,,,,,,,
CFG-P-I,CFG-P-I,NYSE,nan,nan,24.8,-13.4,False,False,False,0,,트렌드 미통과,,,,,,,,,
CFG-PH,"Citizens Financial Group, Inc",NYSE,Financial Services,nan,25.6,-13.7,False,False,False,0,,트렌드 미통과,,,,,,,,,
CFR,Cullen/Frost Bankers Inc,NYSE,Financial Services,MidCap,164.7,12.5,True,False,False,48,,패턴 미감지,,,,,,,,,
CG,Carlyle Group Inc,NASDAQ,Financial Services,LargeCap,49.4,-13.9,False,False,False,0,,트렌드 미통과,,,,,,,,,
CGAU,Centerra Gold Inc,NYSE,Basic Materials,MidCap,22.6,68.8,False,False,False,0,,트렌드 미통과,,,,,,,,,
CGBD,Carlyle Secured Lending Inc,NASDAQ,Financial Services,SmallCap,11.33,-14.2,False,False,False,0,,트렌드 미통과,,,,,,,,,
CGC,Canopy Growth Corp,NASDAQ,Healthcare,SmallCap,1.04,-16.5,False,False,False,0,,트렌드 미통과,,,,,,,,,
CGEM,Cullinan Oncology LLC,NASDAQ,Healthcare,SmallCap,22.52,95.0,True,False,False,64,,패턴 미감지,,,,,,,,,
CGNT,Cognyte Software Ltd,NASDAQ,Technology,SmallCap,8.81,-8.9,False,False,False,0,,트렌드 미통과,,,,,,,,,
CGNX,Cognex Corporation,NASDAQ,Technology,MidCap,60.64,10.5,False,False,False,0,,트렌드 미통과,,,,,,,,,
CGON,"CG Oncology, Inc. Common stock",NASDAQ,Healthcare,MidCap,80.68,69.6,True,False,False,64,,패턴 미감지,,,,,,,,,
CHA,Chagee Holdings Limited American Depositary Shares,NASDAQ,Consumer Cyclical,SmallCap,10.37,-27.1,False,False,False,0,,트렌드 미통과,,,,,,,,,
CHARR,Charlton Aria Acquisition Corporation Rights,NASDAQ,nan,nan,0.09,-38.0,False,False,False,0,,트렌드 미통과,,,,,,,,,
CHARU,Charlton Aria Acquisition Corporation Units,NASDAQ,Financial Services,nan,10.93,-8.4,False,False,False,0,,트렌드 미통과,,,,,,,,,
CHCO,City Holding Company,NASDAQ,Financial Services,SmallCap,143.2,5.7,False,False,False,0,,트렌드 미통과,,,,,,,,,
CHCT,Community Healthcare Trust Inc,NYSE,Real Estate,SmallCap,14.79,-20.2,False,False,False,0,,트렌드 미통과,,,,,,,,,
CHD,Church & Dwight Company Inc,NYSE,Consumer Defensive,LargeCap,99.01,-5.8,False,False,False,0,,트렌드 미통과,,,,,,,,,
CHDN,Churchill Downs Incorporated,NASDAQ,Consumer Cyclical,MidCap,91.75,-12.3,False,False,False,0,,트렌드 미통과,,,,,,,,,
CHE,Chemed Corp,NYSE,Healthcare,MidCap,535.7,8.5,True,True,False,55,,대기중(피벗미돌파),552.72,31.1,5.0,1.0,398.0,9.0,-3.1,safe,True
CHEF,The Chefs Warehouse Inc,NASDAQ,Consumer Defensive,MidCap,107.36,47.5,True,False,False,64,,패턴 미감지,,,,,,,,,
CHH,Choice Hotels International Inc,NYSE,Consumer Cyclical,MidCap,109.21,-10.8,False,False,False,0,,트렌드 미통과,,,,,,,,,
CHKP,Check Point Software Technologies Ltd,NASDAQ,Technology,LargeCap,132.35,-25.4,False,False,False,0,,트렌드 미통과,,,,,,,,,
CHMI-P-A,CHMI-P-A,NYSE,nan,nan,22.06,-6.0,False,False,False,0,,트렌드 미통과,,,,,,,,,
CHPGU,ChampionsGate Acquisition Corp,NASDAQ,Financial Services,nan,10.48,-8.8,False,False,False,0,,트렌드 미통과,,,,,,,,,
CHRD,Chord Energy Corp,NASDAQ,Energy,MidCap,147.83,19.4,True,False,False,56,,패턴 미감지,,,,,,,,,
CHRW,CH Robinson Worldwide Inc,NASDAQ,Industrials,LargeCap,144.52,-21.2,False,False,False,0,,트렌드 미통과,,,,,,,,,
CHT,Chunghwa Telecom Co Ltd,NYSE,Communication Services,LargeCap,43.0,-12.6,False,False,False,0,,트렌드 미통과,,,,,,,,,
CHTR,Charter Communications Inc,NASDAQ,Communication Services,LargeCap,152.47,-29.2,False,False,False,0,,트렌드 미통과,,,,,,,,,
CHWY,Chewy Inc,NYSE,Consumer Cyclical,LargeCap,23.99,-19.4,False,False,False,0,,트렌드 미통과,,,,,,,,,
CHYM,"Chime Financial, Inc. Class A Common Stock",NASDAQ,Technology,MidCap,33.07,55.3,False,False,False,0,,트렌드 미통과,,,,,,,,,
CI,Cigna Corp,NYSE,Healthcare,LargeCap,277.45,-13.7,False,False,False,0,,트렌드 미통과,,,,,,,,,
CIB,Grupo Cibest S.A.,NYSE,Financial Services,LargeCap,99.67,47.7,True,False,False,64,,패턴 미감지,,,,,,,,,
CICB,CION Investment Corporation,NYSE,nan,nan,24.98,-12.2,False,False,False,0,,트렌드 미통과,,,,,,,,,
CIEN,Ciena Corp,NYSE,Technology,LargeCap,399.47,74.4,False,False,False,0,,트렌드 미통과,,,,,,,,,
CIFR,Cipher Mining Inc,NASDAQ,Technology,MidCap,15.89,18.9,False,False,False,0,,트렌드 미통과,,,,,,,,,
CIG,Companhia Energetica de Minas Gerais CEMIG Pref ADR,NYSE,Utilities,MidCap,1.93,-21.9,False,False,False,0,,트렌드 미통과,,,,,,,,,
CIG-C,Energy of Minas Gerais Co DRC,NYSE,Utilities,LargeCap,2.89,-12.0,False,False,False,0,,트렌드 미통과,,,,,,,,,
CIGI,Colliers International Group Inc Bats,NASDAQ,Real Estate,MidCap,109.73,-17.5,False,False,False,0,,트렌드 미통과,,,,,,,,,
CIGL,Concorde International Group Ltd Class A Ordinary Shares,NASDAQ,Industrials,SmallCap,0.44,-82.9,False,False,False,0,,트렌드 미통과,,,,,,,,,
CIM,Chimera Investment Corporation,NYSE,Real Estate,SmallCap,11.76,-21.3,False,False,False,0,,트렌드 미통과,,,,,,,,,
CIM-P-A,CIM-P-A,NYSE,nan,nan,21.68,-13.4,False,False,False,0,,트렌드 미통과,,,,,,,,,
CIMN,Chimera Investment Corporation,NYSE,nan,nan,25.19,-11.1,False,False,False,0,,트렌드 미통과,,,,,,,,,
CIMO,Chimera Investment Corporation,NYSE,nan,nan,25.32,-10.9,False,False,False,0,,트렌드 미통과,,,,,,,,,
CIMP,CIMP,NYSE,nan,nan,25.22,-6.8,False,False,False,0,,트렌드 미통과,,,,,,,,,
CINF,Cincinnati Financial Corporation,NASDAQ,Financial Services,LargeCap,168.49,-7.4,False,False,False,0,,트렌드 미통과,,,,,,,,,
CINGW,Cingulate Inc. Warrants,NASDAQ,nan,nan,0.01,-68.7,False,False,False,0,,트렌드 미통과,,,,,,,,,
CINT,Ci&T Inc,NYSE,Technology,SmallCap,3.68,-23.8,False,False,False,0,,트렌드 미통과,,,,,,,,,
CION,Cion Investment Corp,NYSE,Financial Services,SmallCap,7.32,-21.6,False,False,False,0,,트렌드 미통과,,,,,,,,,
CITR,"General Enterprise Ventures, Inc.",AMEX,nan,nan,6.12,-10.1,False,False,False,0,,트렌드 미통과,,,,,,,,,
CIVB,Civista Bancshares Inc,NASDAQ,Financial Services,SmallCap,27.49,8.8,False,False,False,0,,트렌드 미통과,,,,,,,,,
CL,Colgate-Palmolive Company,NYSE,Consumer Defensive,LargeCap,90.87,-7.3,False,False,False,0,,트렌드 미통과,,,,,,,,,
CLB,Core Laboratories NV,NYSE,Energy,SmallCap,12.65,-19.8,False,False,False,0,,트렌드 미통과,,,,,,,,,
CLBK,Columbia Financial Inc,NASDAQ,Financial Services,SmallCap,11.69,-43.2,False,False,False,0,,트렌드 미통과,,,,,,,,,
CLBT,Cellebrite DI,NASDAQ,Technology,MidCap,11.24,-34.7,False,False,False,0,,트렌드 미통과,,,,,,,,,
CLDT,Chatham Lodging Trust REIT,NYSE,Real Estate,SmallCap,13.27,51.4,True,False,False,64,,패턴 미감지,,,,,,,,,
CLDX,Celldex Therapeutics Inc,NASDAQ,Healthcare,MidCap,41.7,45.1,True,False,False,64,,패턴 미감지,,,,,,,,,
CLF,Cleveland-Cliffs Inc,NYSE,Basic Materials,MidCap,11.17,-4.4,False,False,False,0,,트렌드 미통과,,,,,,,,,
CLFD,Clearfield Inc,NASDAQ,Technology,SmallCap,27.89,-31.3,False,False,False,0,,트렌드 미통과,,,,,,,,,
CLH,Clean Harbors Inc,NYSE,Industrials,LargeCap,325.22,15.4,True,False,False,56,,패턴 미감지,,,,,,,,,
CLLS,Cellectis SA,NASDAQ,Healthcare,SmallCap,3.17,-24.0,False,False,False,0,,트렌드 미통과,,,,,,,,,
CLMB,Climb Global Solutions,NASDAQ,Technology,SmallCap,28.36,-40.4,False,False,False,0,,트렌드 미통과,,,,,,,,,
CLMT,Calumet Specialty Products Partners,NASDAQ,Basic Materials,MidCap,49.19,111.2,True,False,False,64,,패턴 미감지,,,,,,,,,
CLNE,Clean Energy Fuels Corp,NASDAQ,Energy,SmallCap,1.57,-40.0,False,False,False,0,,트렌드 미통과,,,,,,,,,
CLOV,Clover Health Investments Corp,NASDAQ,Healthcare,SmallCap,4.22,45.7,False,False,False,0,,트렌드 미통과,,,,,,,,,
CLPT,Clearpoint Neuro Inc,NASDAQ,Healthcare,SmallCap,15.96,21.1,False,False,False,0,,트렌드 미통과,,,,,,,,,
CLS,Celestica Inc.,NYSE,Technology,LargeCap,301.36,-3.5,False,False,False,0,,트렌드 미통과,,,,,,,,,
CLSK,CleanSpark Inc,NASDAQ,Financial Services,MidCap,11.67,-10.1,False,False,False,0,,트렌드 미통과,,,,,,,,,
CLSKW,"CleanSpark, Inc. Warrant",NASDAQ,nan,nan,0.27,-28.9,False,False,False,0,,트렌드 미통과,,,,,,,,,
CLVT,CLARIVATE PLC,NYSE,Technology,SmallCap,2.04,-33.7,False,False,False,0,,트렌드 미통과,,,,,,,,,
CLX,The Clorox Company,NYSE,Consumer Defensive,LargeCap,107.9,-8.5,False,False,False,0,,트렌드 미통과,,,,,,,,,
CLYM,Climb Bio Inc,NASDAQ,Healthcare,SmallCap,17.34,372.5,True,False,False,64,,패턴 미감지,,,,,,,,,
CM,Canadian Imperial Bank Of Commerce,NYSE,Financial Services,LargeCap,117.84,13.5,True,False,False,48,,패턴 미감지,,,,,,,,,
CMBT,CMB.TECH NV,NYSE,Energy,MidCap,17.86,36.0,True,False,False,64,,패턴 미감지,,,,,,,,,
CMC,Commercial Metals Company,NYSE,Industrials,MidCap,68.16,-8.3,False,False,False,0,,트렌드 미통과,,,,,,,,,
CMCL,Caledonia Mining Corporation,NYSE MKT,Basic Materials,SmallCap,24.35,-13.8,False,False,False,0,,트렌드 미통과,,,,,,,,,
CMCO,Columbus McKinnon Corporation,NASDAQ,Industrials,SmallCap,17.69,5.7,False,False,False,0,,트렌드 미통과,,,,,,,,,
CMCSA,Comcast Corp,NASDAQ,Communication Services,LargeCap,26.59,-16.2,False,False,False,0,,트렌드 미통과,,,,,,,,,
CMDB,Costamare Bulkers Holdings Limited,NYSE,Industrials,SmallCap,19.08,19.1,True,False,False,56,,패턴 미감지,,,,,,,,,
CME,CME Group Inc,NASDAQ,Financial Services,LargeCap,266.94,-18.0,False,False,False,0,,트렌드 미통과,,,,,,,,,
CMG,Chipotle Mexican Grill Inc,NYSE,Consumer Cyclical,LargeCap,34.66,-12.1,False,False,False,0,,트렌드 미통과,,,,,,,,,
CMI,Cummins Inc,NYSE,Industrials,LargeCap,608.37,2.5,False,False,False,0,,트렌드 미통과,,,,,,,,,
CMP,Compass Minerals International Inc,NYSE,Basic Materials,SmallCap,25.7,3.7,False,False,False,0,,트렌드 미통과,,,,,,,,,
CMPR,Cimpress NV,NASDAQ,Industrials,SmallCap,90.13,7.8,False,False,False,0,,트렌드 미통과,,,,,,,,,
CMPS,Compass Pathways Plc,NASDAQ,Healthcare,SmallCap,14.01,95.4,True,False,False,64,,패턴 미감지,,,,,,,,,
CMPX,Compass Therapeutics Inc.,NASDAQ,Healthcare,SmallCap,2.48,-22.5,False,False,False,0,,트렌드 미통과,,,,,,,,,
CMRE,Costamare Inc,NYSE,Industrials,MidCap,15.13,-10.6,False,False,False,0,,트렌드 미통과,,,,,,,,,
CMS,CMS Energy Corporation,NYSE,Utilities,LargeCap,70.61,-15.5,False,False,False,0,,트렌드 미통과,,,,,,,,,
CMSA,CMS Energy Corp,NYSE,nan,MidCap,20.34,-20.7,False,False,False,0,,트렌드 미통과,,,,,,,,,
CMSC,CMS Energy Corp,NYSE,nan,nan,21.3,-19.7,False,False,False,0,,트렌드 미통과,,,,,,,,,
CMSD,CMS Energy Corp,NYSE,nan,nan,21.15,-20.7,False,False,False,0,,트렌드 미통과,,,,,,,,,
CMTG,Claros Mortgage Trust Inc,NYSE,Real Estate,SmallCap,1.72,-45.6,False,False,False,0,,트렌드 미통과,,,,,,,,,
CNA,CNA Financial Corporation,NYSE,Financial Services,LargeCap,49.84,-3.6,False,False,False,0,,트렌드 미통과,,,,,,,,,
CNC,Centene Corp,NYSE,Healthcare,LargeCap,64.7,41.9,False,False,False,0,,트렌드 미통과,,,,,,,,,
CNH,CNH Industrial N.V.,NYSE,Industrials,LargeCap,10.29,-18.0,False,False,False,0,,트렌드 미통과,,,,,,,,,
CNI,Canadian National Railway Company,NYSE,Industrials,LargeCap,127.64,10.5,True,False,False,48,,패턴 미감지,,,,,,,,,
CNK,Cinemark Holdings Inc,NYSE,Communication Services,MidCap,37.32,27.1,True,False,False,64,,패턴 미감지,,,,,,,,,
CNL,Collective Mining Ltd.,NYSE,Basic Materials,SmallCap,15.56,6.6,False,False,False,0,,트렌드 미통과,,,,,,,,,
CNM,Core & Main Inc,NYSE,Industrials,LargeCap,45.29,-22.6,False,False,False,0,,트렌드 미통과,,,,,,,,,
CNMD,CONMED Corporation,NYSE,Healthcare,SmallCap,51.25,10.7,False,False,False,0,,트렌드 미통과,,,,,,,,,
CNNE,Cannae Holdings Inc,NYSE,Consumer Cyclical,SmallCap,15.12,-6.9,False,False,False,0,,트렌드 미통과,,,,,,,,,
CNO,CNO Financial Group Inc,NYSE,Financial Services,MidCap,53.3,14.0,True,False,False,48,,패턴 미감지,,,,,,,,,
CNOB,ConnectOne Bancorp Inc,NASDAQ,Financial Services,SmallCap,32.04,9.1,False,False,False,0,,트렌드 미통과,,,,,,,,,
CNP,CenterPoint Energy Inc,NYSE,Utilities,LargeCap,40.4,-12.7,False,False,False,0,,트렌드 미통과,,,,,,,,,
CNQ,Canadian Natural Resources Ltd,NYSE,Energy,LargeCap,49.5,16.2,False,False,False,0,,트렌드 미통과,,,,,,,,,
CNR,"Core Natural Resources, Inc.",NYSE,Energy,MidCap,93.3,4.7,False,False,False,0,,트렌드 미통과,,,,,,,,,
CNS,Cohen & Steers Inc,NYSE,Financial Services,MidCap,81.17,7.5,True,True,False,51,,대기중(피벗미돌파),85.65,36.5,5.2,0.73,406.0,5.0,-5.2,safe,True
CNX,CNX Resources Corp,NYSE,Energy,MidCap,35.82,-9.1,False,False,False,0,,트렌드 미통과,,,,,,,,,
CNXC,Concentrix Corporation,NASDAQ,Technology,SmallCap,25.72,-28.0,False,False,False,0,,트렌드 미통과,,,,,,,,,
CNXN,PC Connection Inc,NASDAQ,Technology,SmallCap,77.95,14.6,True,False,False,48,,패턴 미감지,,,,,,,,,
COCHW,Envoy Medical Inc.,NASDAQ,nan,nan,0.03,-42.6,False,False,False,0,,트렌드 미통과,,,,,,,,,
COCO,Vita Coco Company Inc,NASDAQ,Consumer Defensive,MidCap,67.57,19.3,False,False,False,0,,트렌드 미통과,,,,,,,,,
CODI,Compass Diversified Holdings,NYSE,Industrials,SmallCap,11.59,31.3,True,False,False,64,,패턴 미감지,,,,,,,,,
COF,Capital One Financial Corporation,NYSE,Financial Services,LargeCap,220.73,0.1,False,False,False,0,,트렌드 미통과,,,,,,,,,
COFS,ChoiceOne Financial Services Inc,NASDAQ,Financial Services,SmallCap,33.23,-0.6,False,False,False,0,,트렌드 미통과,,,,,,,,,
COGT,Cogent Biosciences Inc,NASDAQ,Healthcare,MidCap,36.85,37.4,False,False,False,0,,트렌드 미통과,,,,,,,,,
COHR,Coherent Inc,NYSE,Technology,LargeCap,287.47,52.5,False,False,False,0,,트렌드 미통과,,,,,,,,,
COHU,Cohu Inc,NASDAQ,Technology,SmallCap,55.19,81.6,False,False,False,0,,트렌드 미통과,,,,,,,,,
COIN,Coinbase Global Inc,NASDAQ,Financial Services,LargeCap,160.2,-35.6,False,False,False,0,,트렌드 미통과,,,,,,,,,
COKE,Coca-Cola Consolidated Inc.,NASDAQ,Consumer Defensive,LargeCap,186.84,7.2,True,False,False,40,,패턴 미감지,,,,,,,,,
COLB,Columbia Banking System Inc,NASDAQ,Financial Services,MidCap,31.07,-1.1,False,False,False,0,,트렌드 미통과,,,,,,,,,
COLD,Americold Realty Trust,NYSE,Real Estate,MidCap,15.08,0.7,True,False,False,32,,패턴 미감지,,,,,,,,,
COLL,Collegium Pharmaceutical Inc,NASDAQ,Healthcare,SmallCap,28.74,-36.8,False,False,False,0,,트렌드 미통과,,,,,,,,,
COLM,Columbia Sportswear Company,NASDAQ,Consumer Cyclical,MidCap,60.31,-6.3,False,False,False,0,,트렌드 미통과,,,,,,,,,
COMP,Compass Inc,NYSE,Real Estate,MidCap,12.8,32.7,False,False,False,0,,트렌드 미통과,,,,,,,,,
CON,"Concentra Group Holdings Parent, Inc.",NYSE,Healthcare,MidCap,34.77,39.2,True,False,False,64,,패턴 미감지,,,,,,,,,
COO,"The Cooper Companies, Inc",NASDAQ,Healthcare,LargeCap,76.73,-0.8,False,False,False,0,,트렌드 미통과,,,,,,,,,
COOTW,Australian Oilseeds Holdings Limited Warrant,NASDAQ,nan,nan,0.02,-32.9,False,False,False,0,,트렌드 미통과,,,,,,,,,
COP,ConocoPhillips,NYSE,Energy,LargeCap,130.58,12.3,False,False,False,0,,트렌드 미통과,,,,,,,,,
COPL-U,COPL-U,NYSE,nan,nan,10.5,-8.4,False,False,False,0,,트렌드 미통과,,,,,,,,,
COPL-WS,COPL-WS,NYSE,nan,nan,0.09,-87.8,False,False,False,0,,트렌드 미통과,,,,,,,,,
COR,Cencora Inc.,NYSE,Healthcare,LargeCap,317.1,-6.7,False,False,False,0,,트렌드 미통과,,,,,,,,,
CORT,Corcept Therapeutics Incorporated,NASDAQ,Healthcare,MidCap,119.02,104.6,False,False,False,0,,트렌드 미통과,,,,,,,,,
CORZ,"Core Scientific, Inc. Common Stock",NASDAQ,Technology,MidCap,18.72,-6.6,False,False,False,0,,트렌드 미통과,,,,,,,,,
CORZZ,"Core Scientific, Inc. Tranche 2 Warrants",NASDAQ,nan,nan,18.33,7.4,False,False,False,0,,트렌드 미통과,,,,,,,,,
COST,Costco Wholesale Corp,NASDAQ,Consumer Defensive,MegaCap,956.99,-15.6,False,False,False,0,,트렌드 미통과,,,,,,,,,
COTY,Coty Inc,NYSE,Consumer Defensive,MidCap,3.03,4.6,False,False,False,0,,트렌드 미통과,,,,,,,,,
COUR,Coursera Inc,NYSE,Consumer Defensive,SmallCap,5.85,-22.7,False,False,False,0,,트렌드 미통과,,,,,,,,,
CP,Canadian Pacific Kansas City Limited,NYSE,Industrials,LargeCap,94.44,7.0,True,False,False,40,,패턴 미감지,,,,,,,,,
CPA,Copa Holdings SA,NYSE,Industrials,MidCap,129.78,-10.7,False,False,False,0,,트렌드 미통과,,,,,,,,,
CPAC,Cementos Pacasmayo SAA ADR,NYSE,Basic Materials,SmallCap,11.7,24.6,False,False,False,0,,트렌드 미통과,,,,,,,,,
CPAY,Corpay Inc,NYSE,Technology,LargeCap,407.08,13.9,True,False,False,48,,패턴 미감지,,,,,,,,,
CPB,Campbell’s Co,NASDAQ,Consumer Defensive,MidCap,23.81,-15.8,False,False,False,0,,트렌드 미통과,,,,,,,,,
CPF,Central Pacific Financial Corp,NYSE,Financial Services,SmallCap,37.1,5.1,False,False,False,0,,트렌드 미통과,,,,,,,,,
CPK,Chesapeake Utilities Corporation,NYSE,Utilities,MidCap,136.84,-5.2,False,False,False,0,,트렌드 미통과,,,,,,,,,
CPNG,Coupang LLC,NYSE,Consumer Cyclical,LargeCap,16.66,-26.9,False,False,False,0,,트렌드 미통과,,,,,,,,,
CPRI,Capri Holdings Ltd,NYSE,Consumer Cyclical,MidCap,14.4,-37.7,False,False,False,0,,트렌드 미통과,,,,,,,,,
CPRT,Copart Inc,NASDAQ,Industrials,LargeCap,33.85,-21.6,False,False,False,0,,트렌드 미통과,,,,,,,,,
CPS,Cooper Stnd,NYSE,Consumer Cyclical,SmallCap,28.47,-15.7,False,False,False,0,,트렌드 미통과,,,,,,,,,
CPT,Camden Property Trust,NYSE,Real Estate,LargeCap,108.4,-9.1,False,False,False,0,,트렌드 미통과,,,,,,,,,
CQP,Cheniere Energy Partners LP,NYSE,Energy,LargeCap,67.72,4.8,True,False,False,32,,패턴 미감지,,,,,,,,,
CR,Crane Company,NYSE,Industrials,LargeCap,208.96,2.6,False,False,False,0,,트렌드 미통과,,,,,,,,,
CRAI,CRA International Inc,NASDAQ,Industrials,SmallCap,173.33,-4.7,False,False,False,0,,트렌드 미통과,,,,,,,,,
CRANR,Crane Harbor Acquisition Corp. II Rights,NASDAQ,nan,nan,0.23,1.0,False,False,False,0,,트렌드 미통과,,,,,,,,,
CRAQ,Cal Redwood Acquisition Corp. Class A Ordinary Shares,NASDAQ,Financial Services,SmallCap,10.35,-9.0,False,False,False,0,,트렌드 미통과,,,,,,,,,
CRAQU,Cal Redwood Acquisition Corp.,NASDAQ,Financial Services,nan,10.53,-8.9,False,False,False,0,,트렌드 미통과,,,,,,,,,
CRBD,Corebridge Financial Inc. 6.375,NYSE,nan,nan,22.09,-19.2,False,False,False,0,,트렌드 미통과,,,,,,,,,
CRBG,Corebridge Financial Inc.,NYSE,Financial Services,LargeCap,32.57,0.4,False,False,False,0,,트렌드 미통과,,,,,,,,,
CRC,California Resources Corp,NYSE,Energy,MidCap,53.79,-13.0,False,False,False,0,,트렌드 미통과,,,,,,,,,
CRCL,"Circle Internet Group, Inc.",NYSE,Financial Services,LargeCap,78.59,-25.4,False,False,False,0,,트렌드 미통과,,,,,,,,,
CRCT,Cricut Inc,NASDAQ,Technology,SmallCap,5.43,9.9,False,False,False,0,,트렌드 미통과,,,,,,,,,
CRD-A,Crawford & Company,NYSE,Financial Services,SmallCap,12.92,11.7,False,False,False,0,,트렌드 미통과,,,,,,,,,
CRD-B,Crawford & Company,NYSE,Financial Services,SmallCap,11.98,8.1,False,False,False,0,,트렌드 미통과,,,,,,,,,
CRDO,Credo Technology Group Holding Ltd,NASDAQ,Technology,LargeCap,234.82,52.6,False,False,False,0,,트렌드 미통과,,,,,,,,,
CRESY,Cresud SACIF y A,NASDAQ,Industrials,SmallCap,10.91,-13.2,False,False,False,0,,트렌드 미통과,,,,,,,,,
CRGOW,Freightos Limited Warrants,NASDAQ,nan,nan,0.04,-82.9,False,False,False,0,,트렌드 미통과,,,,,,,,,
CRGY,Crescent Energy Co,NYSE,Energy,MidCap,13.43,13.2,False,False,False,0,,트렌드 미통과,,,,,,,,,
CRH,CRH PLC ADR,NYSE,Basic Materials,LargeCap,94.74,-24.5,False,False,False,0,,트렌드 미통과,,,,,,,,,
CRI,Carter’s Inc,NYSE,Consumer Cyclical,SmallCap,37.21,0.2,False,False,False,0,,트렌드 미통과,,,,,,,,,
CRK,Comstock Resources Inc,NYSE,Energy,MidCap,13.54,-30.9,False,False,False,0,,트렌드 미통과,,,,,,,,,
CRL,Charles River Laboratories,NYSE,Healthcare,MidCap,290.0,70.8,True,False,False,64,,패턴 미감지,,,,,,,,,
CRM,Salesforce.com Inc,NYSE,Technology,LargeCap,206.09,-9.0,False,False,False,0,,트렌드 미통과,,,,,,,,,
CRMD,CorMedix Inc,NASDAQ,Healthcare,SmallCap,8.52,-14.0,False,False,False,0,,트렌드 미통과,,,,,,,,,
CRML,Critical Metals Corp. Ordinary Shares,NASDAQ,Basic Materials,SmallCap,6.17,-38.5,False,False,False,0,,트렌드 미통과,,,,,,,,,
CRMLW,Critical Metals Corp. Warrants,NASDAQ,nan,nan,2.75,-26.1,False,False,False,0,,트렌드 미통과,,,,,,,,,
CRNC,Cerence Inc,NASDAQ,Technology,SmallCap,8.12,-20.3,False,False,False,0,,트렌드 미통과,,,,,,,,,
CRNX,Crinetics Pharmaceuticals Inc,NASDAQ,Healthcare,MidCap,84.69,117.2,True,False,False,64,,패턴 미감지,,,,,,,,,
CRON,Cronos Group Inc,NASDAQ,Healthcare,SmallCap,3.29,16.3,True,False,False,56,,패턴 미감지,,,,,,,,,
CROX,Crocs Inc,NASDAQ,Consumer Cyclical,MidCap,125.73,26.6,False,False,False,0,,트렌드 미통과,,,,,,,,,
CRS,Carpenter Technology Corporation,NYSE,Industrials,LargeCap,509.96,36.7,False,False,False,0,,트렌드 미통과,,,,,,,,,
CRSP,Crispr Therapeutics AG,NASDAQ,Healthcare,MidCap,59.81,3.8,False,False,False,0,,트렌드 미통과,,,,,,,,,
CRSR,Corsair Gaming Inc,NASDAQ,Technology,SmallCap,11.35,61.7,True,False,False,64,,패턴 미감지,,,,,,,,,
CRTO,Criteo Sa,NASDAQ,Communication Services,SmallCap,17.85,-16.1,False,False,False,0,,트렌드 미통과,,,,,,,,,
CRUS,Cirrus Logic Inc,NASDAQ,Technology,MidCap,118.07,-24.5,False,False,False,0,,트렌드 미통과,,,,,,,,,
CRVL,CorVel Corp,NASDAQ,Financial Services,MidCap,70.78,-2.4,False,False,False,0,,트렌드 미통과,,,,,,,,,
