ticker,name,exchange,sector,cap,cur,rs,trend_ok,pattern_ok,signal,score,rf_score,reason,pivot,cup_depth,handle_depth,vol_ratio,cup_days,handle_days,pct_from_pivot,safety,watching
HAS,Hasbro Inc,NASDAQ,Consumer Cyclical,LargeCap,93.33,-3.0,False,False,False,0,,트렌드 미통과,,,,,,,,,
HASI,Hannon Armstrong Sustainable Infrastructure Capital Inc,NYSE,Financial Services,MidCap,41.88,8.6,True,False,False,40,,패턴 미감지,,,,,,,,,
HAYW,Hayward Holdings Inc,NYSE,Industrials,MidCap,15.1,-10.2,False,False,False,0,,트렌드 미통과,,,,,,,,,
HBAN,Huntington Bancshares Incorporated,NASDAQ,Financial Services,LargeCap,17.17,-5.4,False,False,False,0,,트렌드 미통과,,,,,,,,,
HBANL,Huntington Bancshares Incorporated,NASDAQ,Financial Services,nan,25.32,-11.5,False,False,False,0,,트렌드 미통과,,,,,,,,,
HBANZ,"Huntington Bancshares Incorporated Depositary Shares, Each Representing a 1/1000th Interest in a Share of 5.50% Series L Non-Cumulative Perpetual Preferred Stock",NASDAQ,Financial Services,nan,19.29,-8.8,False,False,False,0,,트렌드 미통과,,,,,,,,,
HBCP,Home Bancorp Inc,NASDAQ,Financial Services,SmallCap,69.47,7.7,True,False,False,40,,패턴 미감지,,,,,,,,,
HBM,Hudbay Minerals Inc.,NYSE,Basic Materials,MidCap,27.47,42.6,True,False,False,64,,패턴 미감지,,,,,,,,,
HBNB,Hotel101 Global Holdings Corp. Class A Ordinary Shares,NASDAQ,Real Estate,SmallCap,5.36,3.6,False,False,False,0,,트렌드 미통과,,,,,,,,,
HBNC,Horizon Bancorp,NASDAQ,Financial Services,SmallCap,19.64,3.2,False,False,False,0,,트렌드 미통과,,,,,,,,,
HBRD,Invesco Exchange-Traded Fund Trust II,NYSE ARCA,nan,nan,24.41,-1.6,False,False,False,0,,트렌드 미통과,,,,,,,,,
HBT,Hbt Financial Inc,NASDAQ,Financial Services,SmallCap,35.42,23.1,True,False,False,56,,패턴 미감지,,,,,,,,,
HCA,HCA Holdings Inc,NYSE,Healthcare,LargeCap,407.05,-17.4,False,False,False,0,,트렌드 미통과,,,,,,,,,
HCACR,Hall Chadwick Acquisition Corp Rights,NASDAQ,nan,nan,0.25,-10.9,False,False,False,0,,트렌드 미통과,,,,,,,,,
HCC,Warrior Met Coal Inc,NYSE,Basic Materials,MidCap,105.05,26.3,False,False,False,0,,트렌드 미통과,,,,,,,,,
HCI,HCI Group Inc,NYSE,Financial Services,MidCap,183.05,3.0,False,False,False,0,,트렌드 미통과,,,,,,,,,
HCICR,Hennessy Capital Investment Corp. VIII Share Rights,NASDAQ,nan,nan,0.15,0.0,False,False,False,0,,트렌드 미통과,,,,,,,,,
HCKT,The Hackett Group Inc,NASDAQ,Technology,SmallCap,10.87,-30.3,False,False,False,0,,트렌드 미통과,,,,,,,,,
HCM,HUTCHMED  DRC,NASDAQ,Healthcare,MidCap,12.59,-19.5,False,False,False,0,,트렌드 미통과,,,,,,,,,
HCMAU,HCM III Acquisition Corp. Units,NASDAQ,Financial Services,nan,10.47,-9.6,False,False,False,0,,트렌드 미통과,,,,,,,,,
HCSG,Healthcare Services Group Inc,NASDAQ,Healthcare,SmallCap,22.93,12.4,False,False,False,0,,트렌드 미통과,,,,,,,,,
HCXY,Hercules Capital Inc,NYSE,nan,SmallCap,24.91,-12.6,False,False,False,0,,트렌드 미통과,,,,,,,,,
HD,The Home Depot Inc,NYSE,Consumer Cyclical,MegaCap,344.3,-12.4,False,False,False,0,,트렌드 미통과,,,,,,,,,
HDB,HDFC Bank Limited ADR,NYSE,Financial Services,LargeCap,23.16,-40.6,False,False,False,0,,트렌드 미통과,,,,,,,,,
HDL,SUPER HI INTERNATIONAL HOLDING LTD. American Depositary Shares,NASDAQ,Consumer Cyclical,SmallCap,14.1,-23.7,False,False,False,0,,트렌드 미통과,,,,,,,,,
HE,Hawaiian Electric Industries Inc,NYSE,Utilities,MidCap,11.71,-21.7,False,False,False,0,,트렌드 미통과,,,,,,,,,
HEI,Heico Corporation,NYSE,Industrials,LargeCap,363.42,5.4,False,False,False,0,,트렌드 미통과,,,,,,,,,
HEI-A,HEICO Corporation,NYSE,Industrials,LargeCap,264.39,0.5,False,False,False,0,,트렌드 미통과,,,,,,,,,
HELE,Helen of Troy Ltd,NASDAQ,Consumer Defensive,SmallCap,28.41,22.8,True,False,False,56,,패턴 미감지,,,,,,,,,
HEPS,D-MARKET Electronic Services & Trading ADR,NASDAQ,Consumer Cyclical,SmallCap,2.6,-12.3,False,False,False,0,,트렌드 미통과,,,,,,,,,
HESM,Hess Midstream Partners LP,NYSE,Energy,MidCap,39.75,-6.4,True,False,False,32,,패턴 미감지,,,,,,,,,
HFRO-P-B,HFRO-P-B,NYSE,nan,nan,16.29,-11.7,False,False,False,0,,트렌드 미통과,,,,,,,,,
HFWA,Heritage Financial Corporation,NASDAQ,Financial Services,SmallCap,28.86,3.6,False,False,False,0,,트렌드 미통과,,,,,,,,,
HG,"Hamilton Insurance Group, Ltd.",NYSE,Financial Services,MidCap,34.4,11.3,True,False,False,48,,패턴 미감지,,,,,,,,,
HGTY,Hagerty Inc,NYSE,Financial Services,MidCap,12.9,0.4,False,False,False,0,,트렌드 미통과,,,,,,,,,
HGV,Hilton Grand Vacations Inc,NYSE,Consumer Cyclical,MidCap,45.32,-10.9,False,False,False,0,,트렌드 미통과,,,,,,,,,
HHH,Howard Hughes Holdings Inc.,NYSE,Real Estate,MidCap,68.2,-17.2,False,False,False,0,,트렌드 미통과,,,,,,,,,
HIFS,Hingham Institution for Savings,NASDAQ,Financial Services,SmallCap,302.47,-1.2,False,False,False,0,,트렌드 미통과,,,,,,,,,
HIG,Hartford Financial Services Group,NYSE,Financial Services,LargeCap,137.53,-9.6,False,False,False,0,,트렌드 미통과,,,,,,,,,
HII,Huntington Ingalls Industries Inc,NYSE,Industrials,LargeCap,311.76,-14.7,False,False,False,0,,트렌드 미통과,,,,,,,,,
HIMS,Hims Hers Health Inc,NYSE,Healthcare,MidCap,31.09,14.4,False,False,False,0,,트렌드 미통과,,,,,,,,,
HIMX,Himax Technologies Inc,NASDAQ,Technology,SmallCap,13.9,31.3,False,False,False,0,,트렌드 미통과,,,,,,,,,
HIPO,Hippo Holdings Inc,NYSE,Financial Services,SmallCap,32.64,3.7,False,False,False,0,,트렌드 미통과,,,,,,,,,
HIVE,HIVE Digital Technologies Ltd,NASDAQ,Financial Services,SmallCap,2.82,-16.5,False,False,False,0,,트렌드 미통과,,,,,,,,,
HIW,Highwoods Properties Inc,NYSE,Real Estate,MidCap,31.26,8.3,False,False,False,0,,트렌드 미통과,,,,,,,,,
HKD,AMTD Digital Inc.,NYSE,Technology,SmallCap,1.71,-5.6,False,False,False,0,,트렌드 미통과,,,,,,,,,
HL,Hecla Mining Company,NYSE,Basic Materials,LargeCap,20.54,39.3,False,False,False,0,,트렌드 미통과,,,,,,,,,
HLF,Herbalife Nutrition Ltd,NYSE,Consumer Defensive,SmallCap,12.45,-4.5,False,False,False,0,,트렌드 미통과,,,,,,,,,
HLI,Houlihan Lokey Inc,NYSE,Financial Services,LargeCap,130.09,-32.2,False,False,False,0,,트렌드 미통과,,,,,,,,,
HLIO,Helios Technologies Inc,NYSE,Industrials,MidCap,76.18,6.2,False,False,False,0,,트렌드 미통과,,,,,,,,,
HLIT,Harmonic Inc,NASDAQ,Technology,SmallCap,12.56,8.0,False,False,False,0,,트렌드 미통과,,,,,,,,,
HLLY,Holley Inc,NYSE,Consumer Cyclical,SmallCap,3.14,-12.7,False,False,False,0,,트렌드 미통과,,,,,,,,,
HLLY-WS,HLLY-WS,NYSE,nan,nan,3.09,-12.9,False,False,False,0,,트렌드 미통과,,,,,,,,,
HLMN,Hillman Solutions Corp,NASDAQ,Industrials,SmallCap,8.53,-6.2,False,False,False,0,,트렌드 미통과,,,,,,,,,
HLN,Haleon plc,NYSE,Healthcare,LargeCap,9.87,-10.1,False,False,False,0,,트렌드 미통과,,,,,,,,,
HLNE,Hamilton Lane Inc,NASDAQ,Financial Services,MidCap,104.86,-12.9,False,False,False,0,,트렌드 미통과,,,,,,,,,
HLT,Hilton Worldwide Holdings Inc,NYSE,Consumer Cyclical,LargeCap,334.73,1.4,True,False,False,32,,패턴 미감지,,,,,,,,,
HLX,Helix Energy Solutions Group Inc,NYSE,Energy,SmallCap,10.43,21.5,True,False,False,56,,패턴 미감지,,,,,,,,,
HMC,Honda Motor Co Ltd ADR,NYSE,Consumer Cyclical,LargeCap,31.91,0.0,False,False,False,0,,트렌드 미통과,,,,,,,,,
HMH,HMH Holding Inc. Class A Common Stock,NASDAQ,Energy,SmallCap,21.0,-5.2,False,False,False,0,,트렌드 미통과,,,,,,,,,
HMKIY,Huhtamaki Oyj,NYSE,Consumer Cyclical,MidCap,8.35,-15.2,False,False,False,0,,트렌드 미통과,,,,,,,,,
HMN,Horace Mann Educators Corporation,NYSE,Financial Services,SmallCap,50.39,-0.2,False,False,False,0,,트렌드 미통과,,,,,,,,,
HMY,Harmony Gold Mining Company Limited,NYSE,Basic Materials,LargeCap,21.09,11.7,False,False,False,0,,트렌드 미통과,,,,,,,,,
HNGE,"Hinge Health, Inc.",NYSE,Healthcare,MidCap,88.46,70.6,True,False,False,64,,패턴 미감지,,,,,,,,,
HNI,HNI Corp,NYSE,Consumer Cyclical,MidCap,48.39,18.9,False,False,False,0,,트렌드 미통과,,,,,,,,,
HNRG,Hallador Energy Company,NASDAQ,Energy,SmallCap,16.38,-18.5,False,False,False,0,,트렌드 미통과,,,,,,,,,
HNST,Honest Company Inc,NASDAQ,Consumer Defensive,SmallCap,5.02,65.0,True,False,False,64,,패턴 미감지,,,,,,,,,
HOG,Harley-Davidson Inc,NYSE,Consumer Cyclical,MidCap,27.66,5.5,False,False,False,0,,트렌드 미통과,,,,,,,,,
HOLOW,MicroCloud Hologram Inc.,NASDAQ,nan,nan,0.05,-62.6,False,False,False,0,,트렌드 미통과,,,,,,,,,
HOMB,Home BancShares Inc,NYSE,Financial Services,MidCap,30.41,-0.1,False,False,False,0,,트렌드 미통과,,,,,,,,,
HON,Honeywell International Inc,NASDAQ,Industrials,LargeCap,221.73,-8.8,False,False,False,0,,트렌드 미통과,,,,,,,,,
HOOD,Robinhood Markets Inc,NASDAQ,Financial Services,LargeCap,95.77,-0.9,False,False,False,0,,트렌드 미통과,,,,,,,,,
HOPE,Hope Bancorp Inc,NASDAQ,Financial Services,SmallCap,13.97,12.5,True,False,False,48,,패턴 미감지,,,,,,,,,
HOV,Hovnanian Enterprises Inc,NYSE,Consumer Cyclical,SmallCap,127.67,-0.1,False,False,False,0,,트렌드 미통과,,,,,,,,,
HOVRW,New Horizon Aircraft Ltd,NASDAQ,nan,nan,0.4,14.2,False,False,False,0,,트렌드 미통과,,,,,,,,,
HP,Helmerich and Payne Inc,NYSE,Energy,MidCap,43.76,36.9,False,False,False,0,,트렌드 미통과,,,,,,,,,
HPAIW,Helport AI Limited Warrants,NASDAQ,nan,nan,0.02,-106.9,False,False,False,0,,트렌드 미통과,,,,,,,,,
HPE,Hewlett Packard Enterprise Co,NYSE,Technology,LargeCap,53.13,101.3,True,False,False,64,,패턴 미감지,,,,,,,,,
HPE-PC,Hewlett Packard Enterprise Co,NYSE,nan,nan,135.98,87.4,True,False,False,64,,패턴 미감지,,,,,,,,,
HPK,Highpeak Energy Acquisition Corp,NASDAQ,Energy,SmallCap,8.16,12.8,True,False,False,48,,패턴 미감지,,,,,,,,,
HPP,Hudson Pacific Properties Inc,NYSE,Real Estate,MidCap,14.53,249.3,False,False,False,0,,트렌드 미통과,,,,,,,,,
HPQ,HP Inc,NYSE,Technology,LargeCap,29.94,26.7,False,False,False,0,,트렌드 미통과,,,,,,,,,
HQH,Tekla Healthcare Investors,NYSE,Financial Services,SmallCap,24.66,17.8,True,False,False,56,,패턴 미감지,,,,,,,,,
HQL,Tekla Life Sciences Investors,NYSE,Financial Services,SmallCap,22.67,25.1,True,False,False,64,,패턴 미감지,,,,,,,,,
HQWWW,Horizon Quantum Holdings Ltd. Warrant,NASDAQ,nan,nan,8.29,83.6,False,False,False,0,,트렌드 미통과,,,,,,,,,
HQY,HealthEquity Inc,NASDAQ,Healthcare,MidCap,103.95,6.6,False,False,False,0,,트렌드 미통과,,,,,,,,,
HR,Healthcare Realty Trust Incorporated,NYSE,Real Estate,MidCap,19.32,-7.2,False,False,False,0,,트렌드 미통과,,,,,,,,,
HRB,H&R Block Inc,NYSE,Consumer Cyclical,MidCap,52.25,19.6,False,False,False,0,,트렌드 미통과,,,,,,,,,
HRI,Herc Holdings Inc,NYSE,Industrials,MidCap,168.1,16.7,False,False,False,0,,트렌드 미통과,,,,,,,,,
HRL,Hormel Foods Corporation,NYSE,Consumer Defensive,LargeCap,24.41,-5.1,False,False,False,0,,트렌드 미통과,,,,,,,,,
HRMY,Harmony Biosciences Holdings,NASDAQ,Healthcare,SmallCap,39.93,8.4,False,False,False,0,,트렌드 미통과,,,,,,,,,
HROW,Harrow Health Inc,NASDAQ,Healthcare,SmallCap,41.64,1.7,False,False,False,0,,트렌드 미통과,,,,,,,,,
HRTG,Heritage Insurance Hldgs Inc,NYSE,Financial Services,SmallCap,33.33,26.7,False,False,False,0,,트렌드 미통과,,,,,,,,,
HRZN,Horizon Technology Finance,NASDAQ,Financial Services,SmallCap,5.08,-14.8,False,False,False,0,,트렌드 미통과,,,,,,,,,
HSAI,Hesai Group Sponsored ADR,NASDAQ,Consumer Cyclical,MidCap,17.77,-30.0,False,False,False,0,,트렌드 미통과,,,,,,,,,
HSBC,HSBC Holdings PLC ADR,NYSE,Financial Services,MegaCap,102.3,17.7,True,False,False,56,,패턴 미감지,,,,,,,,,
HSHP,Himalaya Shipping Ltd.,NYSE,Industrials,SmallCap,16.02,38.2,True,False,False,64,,패턴 미감지,,,,,,,,,
HSIC,Henry Schein Inc,NASDAQ,Healthcare,MidCap,89.29,12.1,True,False,False,48,,패턴 미감지,,,,,,,,,
HSLV,Highlander Silver Corp.,AMEX,Basic Materials,SmallCap,5.4,-11.5,False,False,False,0,,트렌드 미통과,,,,,,,,,
HST,Host Hotels & Resorts Inc,NASDAQ,Real Estate,LargeCap,23.15,9.1,False,False,False,0,,트렌드 미통과,,,,,,,,,
HSTM,HealthStream Inc,NASDAQ,Healthcare,SmallCap,28.55,9.8,False,False,False,0,,트렌드 미통과,,,,,,,,,
HSY,Hershey Co,NYSE,Consumer Defensive,LargeCap,188.79,-12.4,False,False,False,0,,트렌드 미통과,,,,,,,,,
HTB,"HomeTrust Bancshares, Inc.",NYSE,Financial Services,SmallCap,47.1,-1.0,False,False,False,0,,트렌드 미통과,,,,,,,,,
HTFC,HTFC,NYSE,nan,nan,24.97,-10.8,False,False,False,0,,트렌드 미통과,,,,,,,,,
HTFL,"Heartflow, Inc. Common Stock",NASDAQ,Healthcare,MidCap,45.53,57.5,False,False,False,0,,트렌드 미통과,,,,,,,,,
HTGC,Hercules Capital Inc,NYSE,Financial Services,MidCap,16.9,-8.9,False,False,False,0,,트렌드 미통과,,,,,,,,,
HTH,Hilltop Holdings Inc,NYSE,Financial Services,MidCap,38.49,-2.6,False,False,False,0,,트렌드 미통과,,,,,,,,,
HTHT,Huazhu Group Ltd,NASDAQ,Consumer Cyclical,LargeCap,48.59,-0.7,False,False,False,0,,트렌드 미통과,,,,,,,,,
HTLD,Heartland Express Inc,NASDAQ,Industrials,SmallCap,12.66,11.2,False,False,False,0,,트렌드 미통과,,,,,,,,,
HTO,H2O America,NASDAQ,Utilities,MidCap,63.53,8.8,True,False,False,40,,패턴 미감지,,,,,,,,,
HTT,High Templar Tech Limited Sponsored ADR Class A,NYSE,Financial Services,SmallCap,2.5,-28.8,False,False,False,0,,트렌드 미통과,,,,,,,,,
HTZ,Hertz Global Holdings Inc,NASDAQ,Industrials,MidCap,2.16,-67.7,False,False,False,0,,트렌드 미통과,,,,,,,,,
HTZWW,Hertz Global Hldgs New Equity Warrants,NASDAQ,nan,nan,1.07,-69.4,False,False,False,0,,트렌드 미통과,,,,,,,,,
HUBB,Hubbell Inc,NYSE,Industrials,LargeCap,475.64,-7.4,False,False,False,0,,트렌드 미통과,,,,,,,,,
HUBCW,Hub Cyber Security Ltd. Warrant 2/27/28,NASDAQ,nan,nan,0.01,-40.7,False,False,False,0,,트렌드 미통과,,,,,,,,,
HUBG,Hub Group Inc,NASDAQ,Industrials,MidCap,40.0,-8.2,False,False,False,0,,트렌드 미통과,,,,,,,,,
HUBS,HubSpot Inc,NYSE,Technology,LargeCap,241.65,-19.4,False,False,False,0,,트렌드 미통과,,,,,,,,,
HUM,Humana Inc,NYSE,Healthcare,LargeCap,378.02,36.8,False,False,False,0,,트렌드 미통과,,,,,,,,,
HUMAW,Humacyte Inc,NASDAQ,nan,nan,0.01,-103.2,False,False,False,0,,트렌드 미통과,,,,,,,,,
HUN,Huntsman Corporation,NYSE,Basic Materials,MidCap,10.18,-21.4,False,False,False,0,,트렌드 미통과,,,,,,,,,
HURN,Huron Consulting Group Inc,NASDAQ,Industrials,MidCap,158.98,15.7,False,False,False,0,,트렌드 미통과,,,,,,,,,
HUT,Hut 8 Corp. Common Stock,NASDAQ,Financial Services,MidCap,82.08,71.1,False,False,False,0,,트렌드 미통과,,,,,,,,,
HUYA,HUYA Inc,NYSE,Communication Services,SmallCap,2.21,-37.1,False,False,False,0,,트렌드 미통과,,,,,,,,,
HVMCU,Highview Merger Corp. Units,NASDAQ,Financial Services,nan,10.35,-9.7,False,False,False,0,,트렌드 미통과,,,,,,,,,
HVT,Haverty Furniture Companies Inc,NYSE,Consumer Cyclical,SmallCap,28.27,12.4,True,False,False,48,,패턴 미감지,,,,,,,,,
HVT-A,Haverty Furniture Companies Inc,NYSE,Consumer Cyclical,SmallCap,29.97,10.8,False,False,False,0,,트렌드 미통과,,,,,,,,,
HWC,Hancock Whitney Corp,NASDAQ,Financial Services,MidCap,76.13,8.3,True,False,False,40,,패턴 미감지,,,,,,,,,
HWCPZ,Hancock Whitney Corporation - 6,NASDAQ,nan,nan,22.19,-16.4,False,False,False,0,,트렌드 미통과,,,,,,,,,
HWKN,Hawkins Inc,NASDAQ,Basic Materials,MidCap,123.92,-28.0,False,False,False,0,,트렌드 미통과,,,,,,,,,
HWM,Howmet Aerospace Inc,NYSE MKT,Industrials,LargeCap,283.48,16.1,True,False,False,56,,패턴 미감지,,,,,,,,,
HXL,Hexcel Corporation,NYSE,Industrials,MidCap,97.79,16.8,False,False,False,0,,트렌드 미통과,,,,,,,,,
HY,Hyster-Yale Materials Handling Inc,NYSE,Industrials,SmallCap,33.2,-10.7,False,False,False,0,,트렌드 미통과,,,,,,,,,
HYLN,Hyliion Holdings Corp.,NYSE MKT,Consumer Cyclical,SmallCap,3.67,51.9,False,False,False,0,,트렌드 미통과,,,,,,,,,
HYMC,Hycroft Mining Holding Corporation,NASDAQ,Basic Materials,MidCap,27.9,141.6,False,False,False,0,,트렌드 미통과,,,,,,,,,
HZO,MarineMax Inc,NYSE,Consumer Cyclical,SmallCap,52.22,74.6,True,False,False,64,,패턴 미감지,,,,,,,,,
IACOU,Idea Acquisition Corp. Units,NASDAQ,Financial Services,nan,10.05,-3.6,False,False,False,0,,트렌드 미통과,,,,,,,,,
IACOW,Idea Acquisition Corp. Warrants,NASDAQ,nan,nan,0.3,-4.2,False,False,False,0,,트렌드 미통과,,,,,,,,,
IAG,IAMGold Corporation,NYSE,Basic Materials,LargeCap,19.72,32.8,False,False,False,0,,트렌드 미통과,,,,,,,,,
IART,Integra LifeSciences Holdings,NASDAQ,Healthcare,SmallCap,17.24,15.2,False,False,False,0,,트렌드 미통과,,,,,,,,,
IAUX,i-80 Gold Corp.,NYSE MKT,Basic Materials,SmallCap,1.73,38.0,False,False,False,0,,트렌드 미통과,,,,,,,,,
IAUX-WS,IAUX-WS,AMEX,nan,nan,1.58,24.4,False,False,False,0,,트렌드 미통과,,,,,,,,,
IBACR,IB Acquisition Corp. Right,NASDAQ,nan,nan,0.12,58.1,True,False,False,64,,패턴 미감지,,,,,,,,,
IBCP,Independent Bank Corporation,NASDAQ,Financial Services,SmallCap,36.95,1.1,False,False,False,0,,트렌드 미통과,,,,,,,,,
IBEX,IBEX Ltd,NASDAQ,Technology,SmallCap,35.77,4.0,False,False,False,0,,트렌드 미통과,,,,,,,,,
IBIM,iShares Trust,NYSE ARCA,nan,nan,24.77,-2.1,False,False,False,0,,트렌드 미통과,,,,,,,,,
IBKR,Interactive Brokers Group Inc,NASDAQ,Financial Services,LargeCap,90.54,14.1,False,False,False,0,,트렌드 미통과,,,,,,,,,
IBM,International Business Machines,NYSE,Technology,MegaCap,237.16,-14.8,False,False,False,0,,트렌드 미통과,,,,,,,,,
IBMU,IBMU,BATS,nan,nan,25.09,-1.6,False,False,False,0,,트렌드 미통과,,,,,,,,,
IBMV,IBMV,BATS,nan,nan,25.01,-1.6,False,False,False,0,,트렌드 미통과,,,,,,,,,
IBMW,IBMW,BATS,nan,nan,24.87,-1.8,False,False,False,0,,트렌드 미통과,,,,,,,,,
IBMX,IBMX,BATS,nan,nan,24.61,-1.8,False,False,False,0,,트렌드 미통과,,,,,,,,,
IBN,ICICI Bank Limited,NYSE,Financial Services,LargeCap,29.44,-9.1,False,False,False,0,,트렌드 미통과,,,,,,,,,
IBOC,International Bancshares Corporation,NASDAQ,Financial Services,MidCap,71.53,-8.1,False,False,False,0,,트렌드 미통과,,,,,,,,,
IBP,Installed Building Products Inc,NYSE,Consumer Cyclical,MidCap,249.7,-10.4,False,False,False,0,,트렌드 미통과,,,,,,,,,
IBRX,Immunitybio Inc,NASDAQ,Healthcare,MidCap,8.13,99.6,True,False,False,64,,패턴 미감지,,,,,,,,,
IBTA,"Ibotta, Inc.",NYSE,Technology,SmallCap,37.9,28.9,True,False,False,64,,패턴 미감지,,,,,,,,,
ICE,Intercontinental Exchange Inc,NYSE,Financial Services,LargeCap,157.24,-10.7,False,False,False,0,,트렌드 미통과,,,,,,,,,
ICFI,ICF International Inc,NASDAQ,Industrials,SmallCap,89.99,5.9,False,False,False,0,,트렌드 미통과,,,,,,,,,
ICHR,Ichor Holdings Ltd,NASDAQ,Technology,MidCap,61.21,106.2,False,False,False,0,,트렌드 미통과,,,,,,,,,
ICL,ICL Israel Chemicals Ltd,NYSE,Basic Materials,MidCap,5.5,-18.6,False,False,False,0,,트렌드 미통과,,,,,,,,,
ICLR,ICON PLC,NASDAQ,Healthcare,MidCap,172.49,25.1,False,False,False,0,,트렌드 미통과,,,,,,,,,
ICUCW,SeaStar Medical Holding Corporation,NASDAQ,nan,nan,0.02,-30.4,False,False,False,0,,트렌드 미통과,,,,,,,,,
ICUI,ICU Medical Inc,NASDAQ,Healthcare,MidCap,187.26,29.9,True,False,False,64,,패턴 미감지,,,,,,,,,
IDA,IDACORP Inc,NYSE,Utilities,MidCap,140.76,-6.8,False,False,False,0,,트렌드 미통과,,,,,,,,,
IDCC,InterDigital Inc,NASDAQ,Technology,MidCap,344.86,7.3,False,False,False,0,,트렌드 미통과,,,,,,,,,
IDR,Idaho Strategic Resources Inc,NYSE MKT,Basic Materials,SmallCap,32.85,-12.1,False,False,False,0,,트렌드 미통과,,,,,,,,,
IDT,IDT Corporation,NYSE,Communication Services,SmallCap,66.19,12.8,True,False,False,48,,패턴 미감지,,,,,,,,,
IDXX,IDEXX Laboratories Inc,NASDAQ,Healthcare,LargeCap,562.2,-18.2,False,False,False,0,,트렌드 미통과,,,,,,,,,
IDYA,Ideaya Biosciences Inc,NASDAQ,Healthcare,MidCap,38.87,20.6,False,False,False,0,,트렌드 미통과,,,,,,,,,
IE,Ivanhoe Electric Inc.,NYSE MKT,Basic Materials,MidCap,10.58,-22.3,False,False,False,0,,트렌드 미통과,,,,,,,,,
IEAG,Infinite Eagle Acquisition Corp. Class A Ordinary Shares,NASDAQ,Financial Services,SmallCap,10.26,-0.7,False,False,False,0,,트렌드 미통과,,,,,,,,,
IEAGR,Infinite Eagle Acquisition Corp. Rights,NASDAQ,nan,nan,0.18,-10.4,False,False,False,0,,트렌드 미통과,,,,,,,,,
IEAGU,Infinite Eagle Acquisition Corp. Unit,NASDAQ,Financial Services,nan,10.38,-3.0,False,False,False,0,,트렌드 미통과,,,,,,,,,
IEP,Icahn Enterprises LP,NASDAQ,Energy,MidCap,6.65,-26.8,False,False,False,0,,트렌드 미통과,,,,,,,,,
IESC,IES Holdings Inc,NASDAQ,Industrials,MidCap,697.38,40.7,True,False,False,64,,패턴 미감지,,,,,,,,,
IEX,IDEX Corporation,NYSE,Industrials,LargeCap,234.45,13.6,True,False,False,48,,패턴 미감지,,,,,,,,,
IFF,International Flavors & Fragrances Inc,NYSE,Basic Materials,LargeCap,83.33,5.0,True,True,False,55,,대기중(피벗미돌파),88.07,29.6,8.0,0.53,400.0,11.0,-5.4,safe,True
IFS,Intercorp Financial Services Inc,NYSE,Financial Services,MidCap,53.9,10.1,False,False,False,0,,트렌드 미통과,,,,,,,,,
IGIC,International General Insurance Holdings Ltd,NASDAQ,Financial Services,SmallCap,26.57,-3.7,False,False,False,0,,트렌드 미통과,,,,,,,,,
IHG,InterContinental Hotels Group PLC ADR,NYSE,Consumer Cyclical,LargeCap,161.56,5.0,False,False,False,0,,트렌드 미통과,,,,,,,,,
IHRT,iHeartMedia Inc Class A,NASDAQ,Communication Services,SmallCap,3.11,-23.4,False,False,False,0,,트렌드 미통과,,,,,,,,,
IHS,IHS Holding Ltd,NYSE,Real Estate,MidCap,8.33,1.0,True,False,False,32,,패턴 미감지,,,,,,,,,
IIIN,Insteel Industries Inc,NYSE,Industrials,SmallCap,31.21,-8.8,False,False,False,0,,트렌드 미통과,,,,,,,,,
IIIV,i3 Verticals Inc,NASDAQ,Technology,SmallCap,16.49,-40.3,False,False,False,0,,트렌드 미통과,,,,,,,,,
IIM,Invesco Value Municipal Income Closed Fund,NYSE,Financial Services,SmallCap,12.62,-7.5,False,False,False,0,,트렌드 미통과,,,,,,,,,
IIPR,Innovative Industrial Properties Inc,NYSE,Real Estate,SmallCap,56.2,-2.0,False,False,False,0,,트렌드 미통과,,,,,,,,,
ILLRW,Triller Group Inc. Warrant,NASDAQ,nan,nan,0.05,-39.4,False,False,False,0,,트렌드 미통과,,,,,,,,,
ILLUU,Illumination Acquisition Corp I Units,NASDAQ,Financial Services,nan,10.27,-0.8,False,False,False,0,,트렌드 미통과,,,,,,,,,
ILMN,Illumina Inc,NASDAQ,Healthcare,LargeCap,205.0,55.3,True,False,False,64,,패턴 미감지,,,,,,,,,
ILPT,Industrial Logistics Properties Trust,NASDAQ,Real Estate,SmallCap,8.39,17.1,False,False,False,0,,트렌드 미통과,,,,,,,,,
IMAX,Imax Corp,NYSE,Communication Services,MidCap,53.71,52.6,True,False,False,64,,패턴 미감지,,,,,,,,,
IMCR,Immunocore Holdings Ltd,NASDAQ,Healthcare,SmallCap,36.86,4.0,False,False,False,0,,트렌드 미통과,,,,,,,,,
IMKTA,Ingles Markets Incorporated,NASDAQ,Consumer Defensive,SmallCap,85.05,-3.3,False,False,False,0,,트렌드 미통과,,,,,,,,,
IMMX,Immix Biopharma Inc,NASDAQ,Healthcare,SmallCap,13.19,167.4,True,False,False,64,,패턴 미감지,,,,,,,,,
IMNM,Immunome Inc,NASDAQ,Healthcare,MidCap,29.82,63.7,True,False,False,64,,패턴 미감지,,,,,,,,,
IMO,Imperial Oil Ltd,NYSE MKT,Energy,LargeCap,136.12,12.3,True,False,False,48,,패턴 미감지,,,,,,,,,
IMOS,ChipMOS Technologies Inc,NASDAQ,Technology,SmallCap,52.44,69.8,False,False,False,0,,트렌드 미통과,,,,,,,,,
